layer,row,column,ISEG,IREACH,RCHLEN,STRTOP,SLOPE,STRTHICK,STRHC1,cellid,x,y,ICALC,OUTSEG,IUPSEG,IPRIOR,ROUGHCH,SWSID
1,242,110,123,29,531.1,69.784,2.60E-03,2.00E+00,5,43490,6462523.2,1904812.6,1,126,0,0,0.035,10049
1,242,111,123,30,67.7,69.683,2.60E-03,2.00E+00,5,43491,6462993,1904983.6,1,126,0,0,0.035,10049
1,243,111,123,31,542.6,69.581,2.60E-03,2.00E+00,5,43671,6463164,1904513.7,1,126,0,0,0.035,10049
1,243,110,123,32,50.5,69.48,2.60E-03,2.00E+00,5,43670,6462694.2,1904342.7,1,126,0,0,0.035,10049
1,244,110,123,33,621.6,69.379,2.60E-03,2.00E+00,5,43850,6462865.2,1903872.9,1,126,0,0,0.035,10049
1,244,109,123,34,257.3,69.278,2.60E-03,2.00E+00,5,43849,6462395.4,1903701.9,1,126,0,0,0.035,10049
1,245,109,123,35,303.9,69.176,2.60E-03,2.00E+00,5,44029,6462566.4,1903232,1,126,0,0,0.035,10049
1,245,108,123,36,563.1,69.075,2.60E-03,2.00E+00,5,44028,6462096.5,1903061,1,126,0,0,0.035,10049
1,245,107,123,37,150,68.974,2.60E-03,2.00E+00,5,44027,6461626.7,1902890,1,126,0,0,0.035,10049
1,246,107,123,38,308.6,68.873,2.60E-03,2.00E+00,5,44207,6461797.7,1902420.2,1,126,0,0,0.035,10049
1,246,108,123,39,216.8,68.771,2.60E-03,2.00E+00,5,44208,6462267.5,1902591.2,1,126,0,0,0.035,10049
1,247,108,123,40,507.7,68.107,2.60E-03,2.00E+00,5,44388,6462438.5,1902121.3,1,126,0,0,0.035,10049
1,248,108,123,41,513.7,67.661,2.60E-03,2.00E+00,5,44568,6462609.5,1901651.5,1,126,0,0,0.035,10049
1,249,108,123,42,459.1,66.315,2.60E-03,2.00E+00,5,44748,6462780.6,1901181.6,1,126,0,0,0.035,10271
1,249,109,123,43,415.4,65.811,2.60E-03,2.00E+00,5,44749,6463250.4,1901352.6,1,126,0,0,0.035,10271
1,250,109,123,44,163.5,65.307,2.60E-03,2.00E+00,5,44929,6463421.4,1900882.8,1,126,0,0,0.035,10271
1,250,110,123,45,576.3,64.914,2.60E-03,2.00E+00,5,44930,6463891.3,1901053.8,1,126,0,0,0.035,10271
1,250,111,123,46,261.1,64.437,2.60E-03,2.00E+00,5,44931,6464361.1,1901224.8,1,126,0,0,0.035,10271
1,251,111,123,47,567.3,63.96,2.60E-03,2.00E+00,5,45111,6464532.1,1900755,1,126,0,0,0.035,10271
1,252,111,123,48,194.8,63.757,2.60E-03,2.00E+00,5,45291,6464703.1,1900285.1,1,126,0,0,0.035,10271
1,252,112,123,49,601.4,63.366,2.60E-03,2.00E+00,5,45292,6465173,1900456.1,1,126,0,0,0.035,10271
1,253,112,123,50,7.5,62.975,2.60E-03,2.00E+00,5,45472,6465344,1899986.3,1,126,0,0,0.035,10271
1,253,113,123,51,616.4,62.584,2.60E-03,2.00E+00,5,45473,6465813.8,1900157.3,1,126,0,0,0.035,10271
1,253,114,123,52,242.8,62.194,2.60E-03,2.00E+00,5,45474,6466283.7,1900328.3,1,126,0,0,0.035,10271
1,254,114,123,53,340.4,61.182,2.60E-03,2.00E+00,5,45654,6466454.7,1899858.5,1,126,0,0,0.035,10271
1,254,115,123,54,538.8,60.389,2.60E-03,2.00E+00,5,45655,6466924.5,1900029.5,1,126,0,0,0.035,10271
1,254,116,123,55,347,59.595,2.60E-03,2.00E+00,5,45656,6467394.4,1900200.5,1,126,0,0,0.035,10223
1,255,116,123,56,358,58.802,2.60E-03,2.00E+00,5,45836,6467565.4,1899730.6,1,126,0,0,0.035,10223
1,255,117,123,57,224.1,58.008,2.60E-03,2.00E+00,5,45837,6468035.2,1899901.7,1,126,0,0,0.035,10223
1,256,117,123,58,464.3,57.214,2.60E-03,2.00E+00,5,46017,6468206.2,1899431.8,1,126,0,0,0.035,10223
1,256,118,123,59,555.2,56.421,2.60E-03,2.00E+00,5,46018,6468676.1,1899602.8,1,126,0,0,0.035,10223
1,256,119,123,60,507.6,55.611,2.60E-03,2.00E+00,5,46019,6469145.9,1899773.8,1,126,0,0,0.035,10223
1,256,120,123,61,545,53.111,2.60E-03,2.00E+00,5,46020,6469615.8,1899944.8,1,126,0,0,0.035,10223
1,256,121,123,62,4.7,52.806,2.60E-03,2.00E+00,5,46021,6470085.6,1900115.8,1,126,0,0,0.035,10223
1,257,121,123,63,746.4,51.811,2.60E-03,2.00E+00,5,46201,6470256.6,1899646,1,126,0,0,0.035,10223
1,258,121,123,64,57.4,50.815,2.60E-03,2.00E+00,5,46381,6470427.7,1899176.2,1,126,0,0,0.035,10223
1,258,122,123,65,429.6,49.82,2.60E-03,2.00E+00,5,46382,6470897.5,1899347.2,1,126,0,0,0.035,10223
1,268,93,124,1,648,145.942,5.68E-03,2.00E+00,5,48153,6458982.1,1889689.4,1,125,0,0,0.035,10191
1,268,94,124,2,16.3,142.254,5.68E-03,2.00E+00,5,48154,6459451.9,1889860.4,1,125,0,0,0.035,10191
1,269,94,124,3,611.6,140.451,5.68E-03,2.00E+00,5,48334,6459622.9,1889390.6,1,125,0,0,0.035,10191
1,269,95,124,4,229.2,137.773,5.68E-03,2.00E+00,5,48335,6460092.8,1889561.6,1,125,0,0,0.035,10191
1,270,95,124,5,492.9,135.133,5.68E-03,2.00E+00,5,48515,6460263.8,1889091.7,1,125,0,0,0.035,10191
1,270,96,124,6,528,130.723,5.68E-03,2.00E+00,5,48516,6460733.6,1889262.7,1,125,0,0,0.035,10191
1,270,97,124,7,193.4,128.952,5.68E-03,2.00E+00,5,48517,6461203.5,1889433.8,1,125,0,0,0.035,10191
1,271,97,124,8,413,127.419,5.68E-03,2.00E+00,5,48697,6461374.5,1888963.9,1,125,0,0,0.035,10191
1,271,98,124,9,166.7,125.579,5.68E-03,2.00E+00,5,48698,6461844.3,1889134.9,1,125,0,0,0.035,10191
1,270,98,124,10,501.2,124.443,5.68E-03,2.00E+00,5,48518,6461673.3,1889604.8,1,125,0,0,0.035,10191
1,270,99,124,11,413.6,123.515,5.68E-03,2.00E+00,5,48519,6462143.2,1889775.8,1,125,0,0,0.035,10010
1,269,99,124,12,340.9,120.268,5.68E-03,2.00E+00,5,48339,6461972.1,1890245.6,1,125,0,0,0.035,10010
1,269,100,124,13,430.1,117.108,5.68E-03,2.00E+00,5,48340,6462442,1890416.6,1,125,0,0,0.035,10010
1,268,100,124,14,228,115.102,5.68E-03,2.00E+00,5,48160,6462271,1890886.5,1,125,0,0,0.035,10010
1,268,101,124,15,391.8,112.967,5.68E-03,2.00E+00,5,48161,6462740.8,1891057.5,1,125,0,0,0.035,10010
1,267,101,124,16,559.2,110.656,5.68E-03,2.00E+00,5,47981,6462569.8,1891527.3,1,125,0,0,0.035,10010
1,266,101,124,17,221.4,108.345,5.68E-03,2.00E+00,5,47801,6462398.8,1891997.2,1,125,0,0,0.035,10010
1,266,102,124,18,313.3,106.449,5.68E-03,2.00E+00,5,47802,6462868.7,1892168.2,1,125,0,0,0.035,10010
1,265,102,124,19,519.6,105.147,5.68E-03,2.00E+00,5,47622,6462697.6,1892638,1,125,0,0,0.035,10010
1,264,102,124,20,545.5,104.014,5.68E-03,2.00E+00,5,47442,6462526.6,1893107.9,1,125,0,0,0.035,10010
1,264,103,124,21,537.6,98.021,5.68E-03,2.00E+00,5,47443,6462996.5,1893278.9,1,125,0,0,0.035,10010
1,264,104,124,22,51.8,97.197,5.68E-03,2.00E+00,5,47444,6463466.3,1893449.9,1,125,0,0,0.035,10010
1,263,104,124,23,608.8,95.978,5.68E-03,2.00E+00,5,47264,6463295.3,1893919.8,1,125,0,0,0.035,10010
1,263,105,124,24,473.6,93.259,5.68E-03,2.00E+00,5,47265,6463765.2,1894090.8,1,125,0,0,0.035,10010
1,262,105,124,25,76.6,90.541,5.68E-03,2.00E+00,5,47085,6463594.2,1894560.6,1,125,0,0,0.035,10010
1,262,106,124,26,558.3,89.809,5.68E-03,2.00E+00,5,47086,6464064,1894731.6,1,125,0,0,0.035,10010
1,262,107,124,27,506.4,88.461,5.68E-03,2.00E+00,5,47087,6464533.8,1894902.6,1,125,0,0,0.035,10010
1,262,108,124,28,156.1,87.222,5.68E-03,2.00E+00,5,47088,6465003.7,1895073.6,1,125,0,0,0.035,10010
1,262,108,125,1,358.1,83.923,4.00E-03,2.00E+00,5,47088,6465003.7,1895073.6,1,126,0,0,0.035,10010
1,262,109,125,2,269.9,82.708,4.00E-03,2.00E+00,5,47089,6465473.5,1895244.6,1,126,0,0,0.035,10010
1,261,109,125,3,536,81.114,4.00E-03,2.00E+00,5,46909,6465302.5,1895714.5,1,126,0,0,0.035,10010
1,261,110,125,4,521,79.52,4.00E-03,2.00E+00,5,46910,6465772.4,1895885.5,1,126,0,0,0.035,10010
1,261,111,125,5,512.9,77.926,4.00E-03,2.00E+00,5,46911,6466242.2,1896056.5,1,126,0,0,0.035,10010
1,261,112,125,6,554.6,75.366,4.00E-03,2.00E+00,5,46912,6466712.1,1896227.5,1,126,0,0,0.035,10010
1,261,113,125,7,380,72.516,4.00E-03,2.00E+00,5,46913,6467181.9,1896398.5,1,126,0,0,0.035,10059
1,260,113,125,8,323.3,70.212,4.00E-03,2.00E+00,5,46733,6467010.9,1896868.4,1,126,0,0,0.035,10059
1,260,114,125,9,572.8,69.099,4.00E-03,2.00E+00,5,46734,6467480.7,1897039.4,1,126,0,0,0.035,10059
1,260,115,125,10,523,65.511,4.00E-03,2.00E+00,5,46735,6467950.6,1897210.4,1,126,0,0,0.035,10059
1,260,116,125,11,526.1,63.762,4.00E-03,2.00E+00,5,46736,6468420.4,1897381.4,1,126,0,0,0.035,10059
1,260,117,125,12,527.3,63.27,4.00E-03,2.00E+00,5,46737,6468890.3,1897552.4,1,126,0,0,0.035,10059
1,260,118,125,13,148.6,61.046,4.00E-03,2.00E+00,5,46738,6469360.1,1897723.4,1,126,0,0,0.035,10059
1,259,118,125,14,633.6,59.12,4.00E-03,2.00E+00,5,46558,6469189.1,1898193.3,1,126,0,0,0.035,10059
1,259,119,125,15,161.2,58.253,4.00E-03,2.00E+00,5,46559,6469659,1898364.3,1,126,0,0,0.035,10059
1,258,119,125,16,354.3,57.387,4.00E-03,2.00E+00,5,46379,6469488,1898834.1,1,126,0,0,0.035,10059
1,258,120,125,17,549.2,56.117,4.00E-03,2.00E+00,5,46380,6469957.8,1899005.1,1,126,0,0,0.035,10059
1,258,121,125,18,575.2,54.848,4.00E-03,2.00E+00,5,46381,6470427.7,1899176.2,1,126,0,0,0.035,10059
1,258,122,125,19,364.6,51.836,4.00E-03,2.00E+00,5,46382,6470897.5,1899347.2,1,126,0,0,0.035,10059
1,258,122,126,1,197.3,48.825,4.17E-03,2.00E+00,5,46382,6470897.5,1899347.2,1,127,0,0,0.035,10073
1,258,123,126,2,190.1,47.303,4.17E-03,2.00E+00,5,46383,6471367.3,1899518.2,1,127,0,0,0.035,10073
1,259,123,126,3,365.9,45.782,4.17E-03,2.00E+00,5,46563,6471538.4,1899048.3,1,127,0,0,0.035,10073
1,259,124,126,4,703.8,44.26,4.17E-03,2.00E+00,5,46564,6472008.2,1899219.3,1,127,0,0,0.035,10073
1,260,124,126,5,483.1,42.738,4.17E-03,2.00E+00,5,46744,6472179.2,1898749.5,1,127,0,0,0.035,10073
1,260,125,126,6,127.6,41.216,4.17E-03,2.00E+00,5,46745,6472649.1,1898920.5,1,127,0,0,0.035,10073
1,261,125,126,7,585.1,39.694,4.17E-03,2.00E+00,5,46925,6472820.1,1898450.7,1,127,0,0,0.035,10073
1,262,125,126,8,321.3,38.172,4.17E-03,2.00E+00,5,47105,6472991.1,1897980.8,1,127,0,0,0.035,10073
1,262,126,126,9,225.4,36.65,4.17E-03,2.00E+00,5,47106,6473460.9,1898151.8,1,127,0,0,0.035,10073
1,263,126,126,10,486.5,35.128,4.17E-03,2.00E+00,5,47286,6473631.9,1897682,1,127,0,0,0.035,10073
1,263,127,126,11,131.5,33.607,4.17E-03,2.00E+00,5,47287,6474101.8,1897853,1,127,0,0,0.035,10073
1,263,127,127,1,224.1,32.631,9.29E-04,2.00E+00,0.5,47287,6474101.8,1897853,1,128,0,0,0.035,10143
1,264,127,127,2,508,32.226,9.29E-04,2.00E+00,0.5,47467,6474272.8,1897383.1,1,128,0,0,0.035,10143
1,265,127,127,3,510.6,31.821,9.29E-04,2.00E+00,0.5,47647,6474443.8,1896913.3,1,128,0,0,0.035,10143
1,266,127,127,4,509.9,31.416,9.29E-04,2.00E+00,0.5,47827,6474614.8,1896443.4,1,128,0,0,0.035,10143
1,267,127,127,5,123.8,31.05,9.29E-04,2.00E+00,0.5,48007,6474785.8,1895973.6,1,128,0,0,0.035,10143
1,267,127,128,1,371.5,30.606,1.20E-03,2.00E+00,0.1,48007,6474785.8,1895973.6,1,130,0,0,0.035,10143
1,267,126,128,2,74.8,30.163,1.20E-03,2.00E+00,0.1,48006,6474316,1895802.6,1,130,0,0,0.035,10143
1,268,126,128,3,650.2,29.719,1.20E-03,2.00E+00,0.1,48186,6474487,1895332.7,1,130,0,0,0.035,10143
1,269,126,128,4,722.9,29.275,1.20E-03,2.00E+00,0.1,48366,6474658,1894862.9,1,130,0,0,0.035,10143
1,270,126,128,5,75,28.831,1.20E-03,2.00E+00,0.1,48546,6474829,1894393,1,130,0,0,0.035,10143
1,270,127,128,6,303.5,28.387,1.20E-03,2.00E+00,0.1,48547,6475298.9,1894564.1,1,130,0,0,0.035,10143
1,270,126,128,7,154.2,27.944,1.20E-03,2.00E+00,0.1,48546,6474829,1894393,1,130,0,0,0.035,10143
1,271,126,128,8,516.5,27.5,1.20E-03,2.00E+00,0.1,48726,6475000,1893923.2,1,130,0,0,0.035,10143
1,272,126,128,9,544.4,27.056,1.20E-03,2.00E+00,0.1,48906,6475171,1893453.4,1,130,0,0,0.035,10143
1,273,126,128,10,222,26.613,1.20E-03,2.00E+00,0.1,49086,6475342,1892983.5,1,130,0,0,0.035,10143
1,273,117,129,1,302.7,79.528,8.83E-03,2.00E+00,0.05,49077,6471113.4,1891444.4,1,130,0,0,0.035,#N/A
1,273,118,129,2,516.2,76.48,8.83E-03,2.00E+00,0.05,49078,6471583.3,1891615.4,1,130,0,0,0.035,#N/A
1,273,119,129,3,192.3,74.201,8.83E-03,2.00E+00,0.05,49079,6472053.1,1891786.4,1,130,0,0,0.035,#N/A
1,272,119,129,4,322.5,72.442,8.83E-03,2.00E+00,0.05,48899,6471882.1,1892256.3,1,130,0,0,0.035,#N/A
1,272,120,129,5,518.2,69.758,8.83E-03,2.00E+00,0.05,48900,6472351.9,1892427.3,1,130,0,0,0.035,#N/A
1,272,121,129,6,297.5,66.946,8.83E-03,2.00E+00,0.05,48901,6472821.8,1892598.3,1,130,0,0,0.035,#N/A
1,273,121,129,7,507.2,63.257,8.83E-03,2.00E+00,0.05,49081,6472992.8,1892128.5,1,130,0,0,0.035,#N/A
1,274,121,129,8,648.9,60.734,8.83E-03,2.00E+00,0.05,49261,6473163.8,1891658.6,1,130,0,0,0.035,#N/A
1,274,122,129,9,514.7,56.386,8.83E-03,2.00E+00,0.05,49262,6473633.7,1891829.6,1,130,0,0,0.035,#N/A
1,274,123,129,10,514.7,51.35,8.83E-03,2.00E+00,0.05,49263,6474103.5,1892000.6,1,130,0,0,0.035,#N/A
1,274,124,129,11,383,46.313,8.83E-03,2.00E+00,0.05,49264,6474573.4,1892171.6,1,130,0,0,0.035,#N/A
1,273,124,129,12,131.7,41.277,8.83E-03,2.00E+00,0.05,49084,6474402.3,1892641.5,1,130,0,0,0.035,#N/A
1,273,125,129,13,617.1,36.241,8.83E-03,2.00E+00,0.05,49085,6474872.2,1892812.5,1,130,0,0,0.035,#N/A
1,273,126,129,14,320.2,31.205,8.83E-03,2.00E+00,0.05,49086,6475342,1892983.5,1,130,0,0,0.035,#N/A
1,273,126,130,1,326.4,26.169,1.22E-03,2.00E+00,0.1,49086,6475342,1892983.5,1,132,0,0,0.035,#N/A
1,274,126,130,2,275.4,25.725,1.22E-03,2.00E+00,0.1,49266,6475513,1892513.7,1,132,0,0,0.035,#N/A
1,274,127,130,3,528,25.281,1.22E-03,2.00E+00,0.1,49267,6475982.9,1892684.7,1,132,0,0,0.035,#N/A
1,275,127,130,4,368.3,24.837,1.22E-03,2.00E+00,0.1,49447,6476153.9,1892214.8,1,132,0,0,0.035,#N/A
1,275,128,130,5,156.2,24.394,1.22E-03,2.00E+00,0.1,49448,6476623.7,1892385.8,1,132,0,0,0.035,#N/A
1,276,128,130,6,700.1,23.95,1.22E-03,2.00E+00,0.1,49628,6476794.8,1891916,1,132,0,0,0.035,#N/A
1,277,128,130,7,64.1,23.506,1.22E-03,2.00E+00,0.1,49808,6476965.8,1891446.1,1,132,0,0,0.035,#N/A
1,277,129,130,8,512,23.063,1.22E-03,2.00E+00,0.1,49809,6477435.6,1891617.2,1,132,0,0,0.035,#N/A
1,278,129,130,9,515.3,22.619,1.22E-03,2.00E+00,0.1,49989,6477606.6,1891147.3,1,132,0,0,0.035,#N/A
1,279,129,130,10,533.6,22.175,1.22E-03,2.00E+00,0.1,50169,6477777.6,1890677.5,1,132,0,0,0.035,#N/A
1,280,129,130,11,159.5,21.731,1.22E-03,2.00E+00,0.1,50349,6477948.6,1890207.6,1,132,0,0,0.035,#N/A
1,280,130,130,12,68.2,21.288,1.22E-03,2.00E+00,0.1,50350,6478418.5,1890378.6,1,132,0,0,0.035,#N/A
1,271,136,131,1,592.6,89.441,1.07E-02,2.00E+00,0.25,48736,6479698.5,1895633.3,1,132,0,0,0.035,#N/A
1,272,136,131,2,153.8,83.856,1.07E-02,2.00E+00,0.25,48916,6479869.5,1895163.5,1,132,0,0,0.035,#N/A
1,272,135,131,3,429.6,75.55,1.07E-02,2.00E+00,0.25,48915,6479399.6,1894992.4,1,132,0,0,0.035,#N/A
1,273,135,131,4,632.7,66.897,1.07E-02,2.00E+00,0.25,49095,6479570.7,1894522.6,1,132,0,0,0.035,#N/A
1,274,135,131,5,557,59.245,1.07E-02,2.00E+00,0.25,49275,6479741.7,1894052.8,1,132,0,0,0.035,#N/A
1,275,135,131,6,422.1,55.916,1.07E-02,2.00E+00,0.25,49455,6479912.7,1893582.9,1,132,0,0,0.035,#N/A
1,275,134,131,7,118.5,52.586,1.07E-02,2.00E+00,0.25,49454,6479442.8,1893411.9,1,132,0,0,0.035,#N/A
1,276,134,131,8,657,49.256,1.07E-02,2.00E+00,0.25,49634,6479613.8,1892942.1,1,132,0,0,0.035,#N/A
1,276,133,131,9,35.5,47.188,1.07E-02,2.00E+00,0.25,49633,6479144,1892771,1,132,0,0,0.035,#N/A
1,277,133,131,10,660.2,42.597,1.07E-02,2.00E+00,0.25,49813,6479315,1892301.2,1,132,0,0,0.035,#N/A
1,277,132,131,11,95.4,36.997,1.07E-02,2.00E+00,0.25,49812,6478845.2,1892130.2,1,132,0,0,0.035,#N/A
1,278,132,131,12,552.4,36.319,1.07E-02,2.00E+00,0.25,49992,6479016.2,1891660.3,1,132,0,0,0.035,#N/A
1,278,131,131,13,64.4,33.429,1.07E-02,2.00E+00,0.25,49991,6478546.3,1891489.3,1,132,0,0,0.035,#N/A
1,278,132,131,14,121.3,33.133,1.07E-02,2.00E+00,0.25,49992,6479016.2,1891660.3,1,132,0,0,0.035,#N/A
1,278,131,131,15,151.4,32.76,1.07E-02,2.00E+00,0.25,49991,6478546.3,1891489.3,1,132,0,0,0.035,#N/A
1,279,131,131,16,269.7,30.823,1.07E-02,2.00E+00,0.25,50171,6478717.3,1891019.5,1,132,0,0,0.035,#N/A
1,278,131,131,17,88.5,28.887,1.07E-02,2.00E+00,0.25,49991,6478546.3,1891489.3,1,132,0,0,0.035,#N/A
1,279,131,131,18,523.1,26.95,1.07E-02,2.00E+00,0.25,50171,6478717.3,1891019.5,1,132,0,0,0.035,#N/A
1,279,130,131,19,111.8,24.915,1.07E-02,2.00E+00,0.25,50170,6478247.5,1890848.5,1,132,0,0,0.035,#N/A
1,280,130,131,20,511.2,22.879,1.07E-02,2.00E+00,0.25,50350,6478418.5,1890378.6,1,132,0,0,0.035,#N/A
1,280,130,132,1,205.2,20.844,1.20E-03,2.00E+00,0.1,50350,6478418.5,1890378.6,1,133,0,0,0.035,#N/A
1,280,129,132,2,109,20.4,1.20E-03,2.00E+00,0.1,50349,6477948.6,1890207.6,1,133,0,0,0.035,#N/A
1,281,129,132,3,534.4,19.956,1.20E-03,2.00E+00,0.1,50529,6478119.7,1889737.8,1,133,0,0,0.035,#N/A
1,282,129,132,4,536.5,19.512,1.20E-03,2.00E+00,0.1,50709,6478290.7,1889267.9,1,133,0,0,0.035,#N/A
1,283,129,132,5,514.2,19.069,1.20E-03,2.00E+00,0.1,50889,6478461.7,1888798.1,1,133,0,0,0.035,#N/A
1,284,129,132,6,372.9,18.625,1.20E-03,2.00E+00,0.1,51069,6478632.7,1888328.2,1,133,0,0,0.035,#N/A
1,284,130,132,7,179.1,18.181,1.20E-03,2.00E+00,0.1,51070,6479102.5,1888499.2,1,133,0,0,0.035,#N/A
1,285,130,132,8,515.6,17.738,1.20E-03,2.00E+00,0.1,51250,6479273.5,1888029.4,1,133,0,0,0.035,#N/A
1,286,130,132,9,297.1,17.294,1.20E-03,2.00E+00,0.1,51430,6479444.6,1887559.5,1,133,0,0,0.035,#N/A
1,286,129,132,10,311.3,16.85,1.20E-03,2.00E+00,0.1,51429,6478974.7,1887388.5,1,133,0,0,0.035,#N/A
1,287,129,133,1,538.3,16.406,1.15E-03,2.00E+00,0.1,51609,6479145.7,1886918.7,1,142,0,0,0.035,#N/A
1,288,129,133,2,387,15.963,1.15E-03,2.00E+00,0.1,51789,6479316.7,1886448.8,1,142,0,0,0.035,#N/A
1,288,128,133,3,145.2,15.519,1.15E-03,2.00E+00,0.1,51788,6478846.9,1886277.8,1,142,0,0,0.035,#N/A
1,289,128,133,4,208.3,15.075,1.15E-03,2.00E+00,0.1,51968,6479017.9,1885808,1,142,0,0,0.035,#N/A
1,289,129,133,5,321,14.631,1.15E-03,2.00E+00,0.1,51969,6479487.7,1885979,1,142,0,0,0.035,#N/A
1,290,129,133,6,693.6,14.188,1.15E-03,2.00E+00,0.1,52149,6479658.7,1885509.2,1,142,0,0,0.035,#N/A
1,291,129,133,7,522.5,13.744,1.15E-03,2.00E+00,0.1,52329,6479829.8,1885039.3,1,142,0,0,0.035,#N/A
1,292,129,133,8,523.4,13.3,1.15E-03,2.00E+00,0.1,52509,6480000.8,1884569.5,1,142,0,0,0.035,#N/A
1,293,129,133,9,504.8,12.856,1.15E-03,2.00E+00,0.1,52689,6480171.8,1884099.6,1,142,0,0,0.035,#N/A
1,294,129,133,10,500.4,12.413,1.15E-03,2.00E+00,0.1,52869,6480342.8,1883629.8,1,142,0,0,0.035,#N/A
1,295,129,133,11,501.5,11.969,1.15E-03,2.00E+00,0.1,53049,6480513.8,1883159.9,1,142,0,0,0.035,#N/A
1,296,129,133,12,533.5,11.525,1.15E-03,2.00E+00,0.1,53229,6480684.8,1882690.1,1,142,0,0,0.035,#N/A
1,297,129,133,13,306.5,11.081,1.15E-03,2.00E+00,0.1,53409,6480855.8,1882220.2,1,142,0,0,0.035,#N/A
1,297,128,133,14,559.7,10.637,1.15E-03,2.00E+00,0.1,53408,6480386,1882049.2,1,142,0,0,0.035,#N/A
1,297,127,133,15,82.2,10.194,1.15E-03,2.00E+00,0.1,53407,6479916.1,1881878.2,1,142,0,0,0.035,#N/A
1,298,127,133,16,141.2,9.75,1.15E-03,2.00E+00,0.1,53587,6480087.1,1881408.4,1,142,0,0,0.035,#N/A
1,298,128,133,17,375,9.306,1.15E-03,2.00E+00,0.1,53588,6480557,1881579.4,1,142,0,0,0.035,#N/A
1,299,128,133,18,82.3,8.863,1.15E-03,2.00E+00,0.1,53768,6480728,1881109.5,1,142,0,0,0.035,#N/A
1,299,127,133,19,640,8.419,1.15E-03,2.00E+00,0.1,53767,6480258.1,1880938.5,1,142,0,0,0.035,#N/A
1,299,126,133,20,73.2,7.975,1.15E-03,2.00E+00,0.1,53766,6479788.3,1880767.5,1,142,0,0,0.035,#N/A
1,279,100,134,1,229.1,120.26,7.05E-03,2.00E+00,5,50140,6464152.1,1885718.2,1,136,0,0,0.035,#N/A
1,279,101,134,2,500,115.945,7.05E-03,2.00E+00,5,50141,6464621.9,1885889.2,1,136,0,0,0.035,#N/A
1,279,102,134,3,500.1,108.758,7.05E-03,2.00E+00,5,50142,6465091.8,1886060.2,1,136,0,0,0.035,#N/A
1,279,103,134,4,501.7,103.643,7.05E-03,2.00E+00,5,50143,6465561.6,1886231.2,1,136,0,0,0.035,#N/A
1,279,104,134,5,619,103.093,7.05E-03,2.00E+00,5,50144,6466031.5,1886402.2,1,136,0,0,0.035,#N/A
1,280,104,134,6,469.6,99.174,7.05E-03,2.00E+00,5,50324,6466202.5,1885932.4,1,136,0,0,0.035,#N/A
1,280,105,134,7,84.8,94.134,7.05E-03,2.00E+00,5,50325,6466672.3,1886103.4,1,136,0,0,0.035,#N/A
1,281,105,134,8,615.8,92.094,7.05E-03,2.00E+00,5,50505,6466843.3,1885633.5,1,136,0,0,0.035,#N/A
1,282,105,134,9,524,90.596,7.05E-03,2.00E+00,5,50685,6467014.4,1885163.7,1,136,0,0,0.035,#N/A
1,282,106,134,10,500.2,89.099,7.05E-03,2.00E+00,5,50686,6467484.2,1885334.7,1,136,0,0,0.035,#N/A
1,282,107,134,11,500.2,87.601,7.05E-03,2.00E+00,5,50687,6467954,1885505.7,1,136,0,0,0.035,#N/A
1,282,108,134,12,322.5,84.346,7.05E-03,2.00E+00,5,50688,6468423.9,1885676.7,1,136,0,0,0.035,#N/A
1,272,94,135,1,93.1,159.031,6.95E-03,2.00E+00,5,48874,6460135.9,1887981,1,136,0,0,0.035,#N/A
1,272,95,135,2,545.3,153.442,6.95E-03,2.00E+00,5,48875,6460605.8,1888152,1,136,0,0,0.035,#N/A
1,272,96,135,3,513.3,143.874,6.95E-03,2.00E+00,5,48876,6461075.6,1888323.1,1,136,0,0,0.035,#N/A
1,272,97,135,4,520.8,137.316,6.95E-03,2.00E+00,5,48877,6461545.5,1888494.1,1,136,0,0,0.035,#N/A
1,272,98,135,5,509.1,133.415,6.95E-03,2.00E+00,5,48878,6462015.3,1888665.1,1,136,0,0,0.035,#N/A
1,272,99,135,6,526.2,129.513,6.95E-03,2.00E+00,5,48879,6462485.2,1888836.1,1,136,0,0,0.035,#N/A
1,272,100,135,7,549.4,126.379,6.95E-03,2.00E+00,5,48880,6462955,1889007.1,1,136,0,0,0.035,#N/A
1,272,101,135,8,531.2,124.293,6.95E-03,2.00E+00,5,48881,6463424.9,1889178.1,1,136,0,0,0.035,#N/A
1,272,102,135,9,597.9,122.08,6.95E-03,2.00E+00,5,48882,6463894.7,1889349.1,1,136,0,0,0.035,#N/A
1,272,103,135,10,92.1,120.083,6.95E-03,2.00E+00,5,48883,6464364.6,1889520.1,1,136,0,0,0.035,#N/A
1,273,103,135,11,508.5,118.382,6.95E-03,2.00E+00,5,49063,6464535.6,1889050.3,1,136,0,0,0.035,#N/A
1,273,104,135,12,545.7,116.117,6.95E-03,2.00E+00,5,49064,6465005.4,1889221.3,1,136,0,0,0.035,#N/A
1,273,105,135,13,397.8,112.473,6.95E-03,2.00E+00,5,49065,6465475.3,1889392.3,1,136,0,0,0.035,#N/A
1,274,105,135,14,234,108.83,6.95E-03,2.00E+00,5,49245,6465646.3,1888922.5,1,136,0,0,0.035,#N/A
1,274,106,135,15,326.9,107.049,6.95E-03,2.00E+00,5,49246,6466116.1,1889093.5,1,136,0,0,0.035,#N/A
