layer,row,column,ISEG,IREACH,RCHLEN,STRTOP,SLOPE,STRTHICK,STRHC1,cellid,x,y,ICALC,OUTSEG,IUPSEG,IPRIOR,ROUGHCH,SWSID
1,117,66,63,3,508.3,226.735,1.95E-03,2.00E+00,0.5,20946,6420473.7,1956018.9,1,64,0,0,0.035,10201
1,118,66,63,4,527,226.47,1.95E-03,2.00E+00,0.5,21126,6420644.7,1955549.1,1,64,0,0,0.035,10201
1,119,66,63,5,515.9,225.474,1.95E-03,2.00E+00,0.5,21306,6420815.7,1955079.2,1,64,0,0,0.035,10201
1,120,66,63,6,516.4,222.981,1.95E-03,2.00E+00,0.5,21486,6420986.7,1954609.4,1,64,0,0,0.035,10201
1,121,66,63,7,193.2,222.316,1.95E-03,2.00E+00,0.5,21666,6421157.7,1954139.5,1,64,0,0,0.035,10201
1,121,66,64,1,337,221.65,3.69E-03,2.00E+00,0.5,21666,6421157.7,1954139.5,1,68,0,0,0.035,10201
1,122,66,64,2,558.2,220.985,3.69E-03,2.00E+00,0.5,21846,6421328.7,1953669.7,1,68,0,0,0.035,10201
1,123,66,64,3,11,219.201,3.69E-03,2.00E+00,0.5,22026,6421499.7,1953199.9,1,68,0,0,0.035,10201
1,123,67,64,4,283.4,218.401,3.69E-03,2.00E+00,0.5,22027,6421969.6,1953370.9,1,68,0,0,0.035,10201
1,122,62,65,1,4.1,269.664,1.62E-02,2.00E+00,0.05,21842,6419449.3,1952985.7,1,67,0,0,0.035,10201
1,122,63,65,2,523.1,262.103,1.62E-02,2.00E+00,0.05,21843,6419919.2,1953156.7,1,67,0,0,0.035,10201
1,122,64,65,3,423.7,246.477,1.62E-02,2.00E+00,0.05,21844,6420389,1953327.7,1,67,0,0,0.035,10201
1,121,64,65,4,111.4,239.539,1.62E-02,2.00E+00,0.05,21664,6420218,1953797.5,1,67,0,0,0.035,10201
1,121,65,65,5,337,237.338,1.62E-02,2.00E+00,0.05,21665,6420687.9,1953968.5,1,67,0,0,0.035,10201
1,122,65,65,6,540.6,235.228,1.62E-02,2.00E+00,0.05,21845,6420858.9,1953498.7,1,67,0,0,0.035,10201
1,123,65,65,7,115.3,232.52,1.62E-02,2.00E+00,0.05,22025,6421029.9,1953028.8,1,67,0,0,0.035,10201
1,123,66,65,8,448.3,230.511,1.62E-02,2.00E+00,0.05,22026,6421499.7,1953199.9,1,67,0,0,0.035,10201
1,124,66,65,9,46,228.767,1.62E-02,2.00E+00,0.05,22206,6421670.8,1952730,1,67,0,0,0.035,10201
1,125,64,66,1,507.6,230.298,1.44E-03,2.00E+00,0.05,22384,6420902.1,1951918.1,1,67,0,0,0.035,10201
1,125,65,66,2,80.6,229.529,1.44E-03,2.00E+00,0.05,22385,6421371.9,1952089.1,1,67,0,0,0.035,10201
1,124,65,66,3,526.8,229.163,1.44E-03,2.00E+00,0.05,22205,6421200.9,1952559,1,67,0,0,0.035,10201
1,124,66,66,4,282.4,228.852,1.44E-03,2.00E+00,0.05,22206,6421670.8,1952730,1,67,0,0,0.035,10201
1,124,66,67,1,71.5,228.542,2.55E-02,2.00E+00,0.05,22206,6421670.8,1952730,1,68,0,0,0.035,10201
1,123,66,67,2,253.4,223.532,2.55E-02,2.00E+00,0.05,22026,6421499.7,1953199.9,1,68,0,0,0.035,10201
1,123,67,67,3,206.9,218.523,2.55E-02,2.00E+00,0.05,22027,6421969.6,1953370.9,1,68,0,0,0.035,10201
1,123,67,68,1,44.5,217.84,2.55E-02,2.00E+00,0.5,22027,6421969.6,1953370.9,1,70,0,0,0.035,10201
1,121,69,69,1,246.8,231.793,7.37E-03,2.00E+00,0.05,21669,6422567.3,1954652.6,1,70,0,0,0.035,10201
1,122,69,69,2,360.5,229.218,7.37E-03,2.00E+00,0.05,21849,6422738.3,1954182.7,1,70,0,0,0.035,10201
1,122,68,69,3,520.3,227.756,7.37E-03,2.00E+00,0.05,21848,6422268.4,1954011.7,1,70,0,0,0.035,10201
1,123,68,69,4,87.1,227.292,7.37E-03,2.00E+00,0.05,22028,6422439.4,1953541.9,1,70,0,0,0.035,10201
1,123,67,69,5,386.2,222.326,7.37E-03,2.00E+00,0.05,22027,6421969.6,1953370.9,1,70,0,0,0.035,10201
1,123,67,70,1,252.1,217.36,1.79E-03,2.00E+00,0.5,22027,6421969.6,1953370.9,1,73,0,0,0.035,10201
1,124,67,70,2,408,216.88,1.79E-03,2.00E+00,0.5,22207,6422140.6,1952901,1,73,0,0,0.035,10201
1,124,68,70,3,190.8,216.4,1.79E-03,2.00E+00,0.5,22208,6422610.4,1953072,1,73,0,0,0.035,10201
1,125,68,70,4,475.5,215.399,1.79E-03,2.00E+00,0.5,22388,6422781.5,1952602.2,1,73,0,0,0.035,10201
1,125,69,70,5,595,214.687,1.79E-03,2.00E+00,0.5,22389,6423251.3,1952773.2,1,73,0,0,0.035,10201
1,126,69,70,6,1.7,214.319,1.79E-03,2.00E+00,0.5,22569,6423422.3,1952303.3,1,73,0,0,0.035,10201
1,126,70,70,7,531.7,213.047,1.79E-03,2.00E+00,0.5,22570,6423892.2,1952474.4,1,73,0,0,0.035,10201
1,126,71,70,8,589.4,212.442,1.79E-03,2.00E+00,0.5,22571,6424362,1952645.4,1,73,0,0,0.035,10201
1,126,72,70,9,93.2,211.836,1.79E-03,2.00E+00,0.5,22572,6424831.9,1952816.4,1,73,0,0,0.035,10201
1,127,72,70,10,606,211.365,1.79E-03,2.00E+00,0.5,22752,6425002.9,1952346.5,1,73,0,0,0.035,10201
1,127,73,70,11,229.4,210.893,1.79E-03,2.00E+00,0.5,22753,6425472.7,1952517.5,1,73,0,0,0.035,10201
1,128,73,70,12,40,210.421,1.79E-03,2.00E+00,0.5,22933,6425643.7,1952047.7,1,73,0,0,0.035,10201
1,135,62,71,1,512.9,369.664,2.34E-02,2.00E+00,5,24182,6421672.5,1946877.7,1,72,0,0,0.035,10335
1,135,63,71,2,153.1,360.381,2.34E-02,2.00E+00,5,24183,6422142.3,1947048.7,1,72,0,0,0.035,10335
1,136,63,71,3,667.7,346.75,2.34E-02,2.00E+00,5,24363,6422313.3,1946578.8,1,72,0,0,0.035,10335
1,137,63,71,4,50.1,339.562,2.34E-02,2.00E+00,5,24543,6422484.3,1946109,1,72,0,0,0.035,10335
1,137,64,71,5,623.3,328.508,2.34E-02,2.00E+00,5,24544,6422954.2,1946280,1,72,0,0,0.035,10335
1,137,65,71,6,552.5,312.941,2.34E-02,2.00E+00,5,24545,6423424,1946451,1,72,0,0,0.035,10335
1,137,66,71,7,509,302.287,2.34E-02,2.00E+00,5,24546,6423893.9,1946622,1,72,0,0,0.035,10335
1,136,66,71,8,254.5,296.402,2.34E-02,2.00E+00,5,24366,6423722.9,1947091.8,1,72,0,0,0.035,10335
1,136,67,71,9,704.4,283.653,2.34E-02,2.00E+00,5,24367,6424192.7,1947262.9,1,72,0,0,0.035,10335
1,136,68,71,10,148.1,278.276,2.34E-02,2.00E+00,5,24368,6424662.6,1947433.9,1,72,0,0,0.035,10335
1,135,68,71,11,333.1,273.947,2.34E-02,2.00E+00,5,24188,6424491.6,1947903.7,1,72,0,0,0.035,10335
1,135,68,72,1,113.4,271.092,1.21E-02,2.00E+00,5,24188,6424491.6,1947903.7,1,73,0,0,0.035,10177
1,135,69,72,2,329.1,268.258,1.21E-02,2.00E+00,5,24189,6424961.4,1948074.7,1,73,0,0,0.035,10177
1,134,69,72,3,550.3,261.804,1.21E-02,2.00E+00,5,24009,6424790.4,1948544.6,1,73,0,0,0.035,10177
1,133,69,72,4,287.1,257.436,1.21E-02,2.00E+00,5,23829,6424619.4,1949014.4,1,73,0,0,0.035,10177
1,133,70,72,5,250.9,253.068,1.21E-02,2.00E+00,5,23830,6425089.2,1949185.4,1,73,0,0,0.035,10177
1,132,70,72,6,511,248.489,1.21E-02,2.00E+00,5,23650,6424918.2,1949655.3,1,73,0,0,0.035,10177
1,131,70,72,7,513.5,242.19,1.21E-02,2.00E+00,5,23470,6424747.2,1950125.1,1,73,0,0,0.035,10177
1,130,70,72,8,646.1,234.785,1.21E-02,2.00E+00,5,23290,6424576.2,1950595,1,73,0,0,0.035,10177
1,130,71,72,9,105.8,231.58,1.21E-02,2.00E+00,5,23291,6425046,1950766,1,73,0,0,0.035,10177
1,129,71,72,10,554.9,227.013,1.21E-02,2.00E+00,5,23111,6424875,1951235.8,1,73,0,0,0.035,10177
1,129,72,72,11,215.3,222.882,1.21E-02,2.00E+00,5,23112,6425344.9,1951406.8,1,73,0,0,0.035,10177
1,128,72,72,12,439.2,219.393,1.21E-02,2.00E+00,5,22932,6425173.9,1951876.7,1,73,0,0,0.035,10177
1,128,73,72,13,277.6,215.642,1.21E-02,2.00E+00,5,22933,6425643.7,1952047.7,1,73,0,0,0.035,10177
1,128,73,73,1,390.8,209.95,2.22E-03,2.00E+00,0.5,22933,6425643.7,1952047.7,1,79,0,0,0.035,10244
1,128,74,73,2,272.1,207.984,2.22E-03,2.00E+00,0.5,22934,6426113.6,1952218.7,1,79,0,0,0.035,10244
1,129,74,73,3,625.1,207.333,2.22E-03,2.00E+00,0.5,23114,6426284.6,1951748.9,1,79,0,0,0.035,10244
1,130,74,73,4,157.5,206.348,2.22E-03,2.00E+00,0.5,23294,6426455.6,1951279,1,79,0,0,0.035,10244
1,130,75,73,5,372.6,205.854,2.22E-03,2.00E+00,0.5,23295,6426925.4,1951450,1,79,0,0,0.035,10244
1,131,75,73,6,487.4,205.359,2.22E-03,2.00E+00,0.5,23475,6427096.4,1950980.2,1,79,0,0,0.035,10244
1,131,76,73,7,596.2,202.937,2.22E-03,2.00E+00,0.5,23476,6427566.3,1951151.2,1,79,0,0,0.035,10244
1,131,77,73,8,307.6,200.777,2.22E-03,2.00E+00,0.5,23477,6428036.1,1951322.2,1,79,0,0,0.035,10244
1,132,77,73,9,584,200.018,2.22E-03,2.00E+00,0.5,23657,6428207.1,1950852.3,1,79,0,0,0.035,10244
1,133,77,73,10,353.7,199.26,2.22E-03,2.00E+00,0.5,23837,6428378.2,1950382.5,1,79,0,0,0.035,10244
1,133,78,73,11,192.3,198.849,2.22E-03,2.00E+00,0.5,23838,6428848,1950553.5,1,79,0,0,0.035,10244
1,134,78,73,12,607.9,198.439,2.22E-03,2.00E+00,0.5,24018,6429019,1950083.7,1,79,0,0,0.035,10244
1,135,78,73,13,155.6,197.61,2.22E-03,2.00E+00,0.5,24198,6429190,1949613.8,1,79,0,0,0.035,10244
1,135,79,73,14,400.5,196.782,2.22E-03,2.00E+00,0.5,24199,6429659.9,1949784.8,1,79,0,0,0.035,10244
1,136,79,73,15,359,195.954,2.22E-03,2.00E+00,0.5,24379,6429830.9,1949315,1,79,0,0,0.035,10244
1,136,80,73,16,671.6,195.126,2.22E-03,2.00E+00,0.5,24380,6430300.7,1949486,1,79,0,0,0.035,10244
1,137,80,73,17,517.1,194.718,2.22E-03,2.00E+00,0.5,24560,6430471.7,1949016.1,1,79,0,0,0.035,10244
1,138,80,73,18,373.2,194.311,2.22E-03,2.00E+00,0.5,24740,6430642.7,1948546.3,1,79,0,0,0.035,10244
1,152,61,74,1,513.6,300.171,2.22E-03,2.00E+00,5,27241,6424109.8,1938719.3,1,75,0,0,0.035,10154
1,151,62,75,1,560.1,292.837,2.22E-03,2.00E+00,5,27062,6424408.6,1939360.1,1,77,0,0,0.035,10154
1,150,62,76,1,297,289.17,1.32E-02,2.00E+00,5,26882,6424237.6,1939830,1,77,0,0,0.035,10155
1,151,62,76,2,212.6,285.816,1.32E-02,2.00E+00,5,27062,6424408.6,1939360.1,1,77,0,0,0.035,10155
1,151,62,77,1,134,284.797,7.53E-03,2.00E+00,5,27062,6424408.6,1939360.1,1,78,0,0,0.035,10197
1,151,63,77,2,107.3,284.183,7.53E-03,2.00E+00,5,27063,6424878.5,1939531.1,1,78,0,0,0.035,10197
1,150,63,77,3,591.5,279.949,7.53E-03,2.00E+00,5,26883,6424707.5,1940001,1,78,0,0,0.035,10197
1,149,63,77,4,172.4,276.405,7.53E-03,2.00E+00,5,26703,6424536.5,1940470.8,1,78,0,0,0.035,10197
1,149,64,77,5,676.4,271.808,7.53E-03,2.00E+00,5,26704,6425006.3,1940641.8,1,78,0,0,0.035,10197
1,149,65,77,6,527.7,266.596,7.53E-03,2.00E+00,5,26705,6425476.2,1940812.8,1,78,0,0,0.035,10197
1,149,66,77,7,536.1,261.748,7.53E-03,2.00E+00,5,26706,6425946,1940983.8,1,78,0,0,0.035,10197
1,149,67,77,8,546.4,258.216,7.53E-03,2.00E+00,5,26707,6426415.9,1941154.9,1,78,0,0,0.035,10197
1,149,68,77,9,67.8,256.435,7.53E-03,2.00E+00,5,26708,6426885.7,1941325.9,1,78,0,0,0.035,10197
1,148,68,77,10,486.6,254.423,7.53E-03,2.00E+00,5,26528,6426714.7,1941795.7,1,78,0,0,0.035,10197
1,148,69,77,11,553.7,250.52,7.53E-03,2.00E+00,5,26529,6427184.5,1941966.7,1,78,0,0,0.035,10197
1,147,69,77,12,241.7,246.606,7.53E-03,2.00E+00,5,26349,6427013.5,1942436.6,1,78,0,0,0.035,10197
1,147,70,77,13,597.2,242.293,7.53E-03,2.00E+00,5,26350,6427483.4,1942607.6,1,78,0,0,0.035,10197
1,146,70,77,14,3.1,240.164,7.53E-03,2.00E+00,5,26170,6427312.4,1943077.4,1,78,0,0,0.035,10197
1,146,71,77,15,607.2,238.034,7.53E-03,2.00E+00,5,26171,6427782.2,1943248.4,1,78,0,0,0.035,10197
1,146,72,77,16,221.6,236.166,7.53E-03,2.00E+00,5,26172,6428252.1,1943419.4,1,78,0,0,0.035,10197
1,145,72,77,17,530.2,234.084,7.53E-03,2.00E+00,5,25992,6428081,1943889.3,1,78,0,0,0.035,10332
1,144,72,77,18,521.3,229.266,7.53E-03,2.00E+00,5,25812,6427910,1944359.1,1,78,0,0,0.035,10332
1,144,73,77,19,58.8,227.674,7.53E-03,2.00E+00,5,25813,6428379.9,1944530.1,1,78,0,0,0.035,10104
1,143,73,77,20,685.8,225.777,7.53E-03,2.00E+00,5,25633,6428208.9,1945000,1,78,0,0,0.035,10104
1,143,74,77,21,10.3,222.913,7.53E-03,2.00E+00,5,25634,6428678.7,1945171,1,78,0,0,0.035,10104
1,142,74,77,22,622.7,221.611,7.53E-03,2.00E+00,5,25454,6428507.7,1945640.9,1,78,0,0,0.035,10104
1,142,75,77,23,512.4,218.95,7.53E-03,2.00E+00,5,25455,6428977.6,1945811.9,1,78,0,0,0.035,10104
1,141,75,77,24,95.4,217.108,7.53E-03,2.00E+00,5,25275,6428806.5,1946281.7,1,78,0,0,0.035,10104
1,141,75,78,1,313.3,215.266,7.27E-03,2.00E+00,5,25275,6428806.5,1946281.7,1,79,0,0,0.035,10104
1,141,76,78,2,148.8,212.018,7.27E-03,2.00E+00,5,25276,6429276.4,1946452.7,1,79,0,0,0.035,10104
1,140,76,78,3,693,209.252,7.27E-03,2.00E+00,5,25096,6429105.4,1946922.6,1,79,0,0,0.035,10104
1,139,76,78,4,16.2,207.661,7.27E-03,2.00E+00,5,24916,6428934.4,1947392.4,1,79,0,0,0.035,10104
1,139,77,78,5,533.1,206.403,7.27E-03,2.00E+00,5,24917,6429404.2,1947563.4,1,79,0,0,0.035,10104
1,139,78,78,6,589.4,203.013,7.27E-03,2.00E+00,5,24918,6429874.1,1947734.4,1,79,0,0,0.035,10104
1,139,79,78,7,232,200.051,7.27E-03,2.00E+00,5,24919,6430343.9,1947905.4,1,79,0,0,0.035,10104
1,138,79,78,8,317.4,196.337,7.27E-03,2.00E+00,5,24739,6430172.9,1948375.3,1,79,0,0,0.035,10104
1,138,80,78,9,140.7,195.222,7.27E-03,2.00E+00,5,24740,6430642.7,1948546.3,1,79,0,0,0.035,10104
1,138,80,79,1,190.9,193.904,1.51E-03,2.00E+00,0.5,24740,6430642.7,1948546.3,1,81,0,0,0.035,10334
1,139,80,79,2,317.2,193.497,1.51E-03,2.00E+00,0.5,24920,6430813.8,1948076.5,1,81,0,0,0.035,10334
1,139,81,79,3,149.3,193.167,1.51E-03,2.00E+00,0.5,24921,6431283.6,1948247.5,1,81,0,0,0.035,10334
1,138,81,80,1,366.4,208.418,3.28E-02,2.00E+00,0.05,24741,6431112.6,1948717.3,1,81,0,0,0.035,10199
1,139,81,80,2,108.3,200.628,3.28E-02,2.00E+00,0.05,24921,6431283.6,1948247.5,1,81,0,0,0.035,10199
1,139,81,81,1,104,192.837,3.28E-02,2.00E+00,0.5,24921,6431283.6,1948247.5,1,82,0,0,0.035,10156
1,139,81,82,1,295.7,191.905,2.33E-03,2.00E+00,0.5,24921,6431283.6,1948247.5,1,84,0,0,0.035,10156
1,139,82,82,2,390.7,190.972,2.33E-03,2.00E+00,0.5,24922,6431753.4,1948418.5,1,84,0,0,0.035,10156
1,140,82,82,3,252.2,190.811,2.33E-03,2.00E+00,0.5,25102,6431924.5,1947948.6,1,84,0,0,0.035,10156
1,140,83,82,4,388.7,190.028,2.33E-03,2.00E+00,0.5,25103,6432394.3,1948119.6,1,84,0,0,0.035,10156
1,141,83,82,5,553.6,188.489,2.33E-03,2.00E+00,0.5,25283,6432565.3,1947649.8,1,84,0,0,0.035,10156
1,142,83,82,6,119.4,187.317,2.33E-03,2.00E+00,0.5,25463,6432736.3,1947179.9,1,84,0,0,0.035,10156
1,142,84,82,7,554,186.145,2.33E-03,2.00E+00,0.5,25464,6433206.2,1947351,1,84,0,0,0.035,10156
1,143,84,82,8,188.1,185.276,2.33E-03,2.00E+00,0.5,25644,6433377.2,1946881.1,1,84,0,0,0.035,10156
1,143,85,82,9,503.9,184.684,2.33E-03,2.00E+00,0.5,25645,6433847,1947052.1,1,84,0,0,0.035,10156
1,144,85,82,10,320.6,183.865,2.33E-03,2.00E+00,0.5,25825,6434018,1946582.3,1,84,0,0,0.035,10156
1,144,86,82,11,280.9,183.182,2.33E-03,2.00E+00,0.5,25826,6434487.9,1946753.3,1,84,0,0,0.035,10156
1,145,86,82,12,655.9,182.498,2.33E-03,2.00E+00,0.5,26006,6434658.9,1946283.4,1,84,0,0,0.035,10156
1,145,87,82,13,174.7,182.069,2.33E-03,2.00E+00,0.5,26007,6435128.7,1946454.4,1,84,0,0,0.035,10156
1,146,87,82,14,421.1,181.301,2.33E-03,2.00E+00,0.5,26187,6435299.7,1945984.6,1,84,0,0,0.035,10156
1,146,88,82,15,294.8,180.533,2.33E-03,2.00E+00,0.5,26188,6435769.6,1946155.6,1,84,0,0,0.035,10156
1,147,88,82,16,540.1,179.566,2.33E-03,2.00E+00,0.5,26368,6435940.6,1945685.8,1,84,0,0,0.035,10156
1,148,88,82,17,420.1,178.555,2.33E-03,2.00E+00,0.5,26548,6436111.6,1945215.9,1,84,0,0,0.035,10156
1,148,89,82,18,195.5,177.714,2.33E-03,2.00E+00,0.5,26549,6436581.5,1945386.9,1,84,0,0,0.035,10156
1,149,89,82,19,475.3,177.256,2.33E-03,2.00E+00,0.5,26729,6436752.5,1944917.1,1,84,0,0,0.035,10156
1,149,90,82,20,413.2,176.445,2.33E-03,2.00E+00,0.5,26730,6437222.3,1945088.1,1,84,0,0,0.035,10156
1,150,90,82,21,518.7,175.408,2.33E-03,2.00E+00,0.5,26910,6437393.3,1944618.2,1,84,0,0,0.035,10156
1,151,90,82,22,306.3,174.409,2.33E-03,2.00E+00,0.5,27090,6437564.3,1944148.4,1,84,0,0,0.035,10156
1,151,91,82,23,22.2,173.002,2.33E-03,2.00E+00,0.5,27091,6438034.2,1944319.4,1,84,0,0,0.035,10156
1,145,94,83,1,566.2,230.726,1.29E-02,2.00E+00,5,26014,6438417.7,1947651.5,1,84,0,0,0.035,10286
1,146,94,83,2,6.1,224.067,1.29E-02,2.00E+00,5,26194,6438588.7,1947181.7,1,84,0,0,0.035,10286
1,146,93,83,3,532.3,219.791,1.29E-02,2.00E+00,5,26193,6438118.8,1947010.7,1,84,0,0,0.035,10286
1,147,93,83,4,531.5,210.944,1.29E-02,2.00E+00,5,26373,6438289.8,1946540.8,1,84,0,0,0.035,10286
1,148,93,83,5,467.9,206.647,1.29E-02,2.00E+00,5,26553,6438460.8,1946071,1,84,0,0,0.035,10286
1,148,94,83,6,58.3,205.176,1.29E-02,2.00E+00,5,26554,6438930.7,1946242,1,84,0,0,0.035,10286
1,149,94,83,7,168.2,204.238,1.29E-02,2.00E+00,5,26734,6439101.7,1945772.1,1,84,0,0,0.035,10286
1,149,93,83,8,580.5,201.221,1.29E-02,2.00E+00,5,26733,6438631.9,1945601.1,1,84,0,0,0.035,10286
1,149,92,83,9,287.5,196.165,1.29E-02,2.00E+00,5,26732,6438162,1945430.1,1,84,0,0,0.035,10286
1,150,92,83,10,468.4,191.782,1.29E-02,2.00E+00,5,26912,6438333,1944960.3,1,84,0,0,0.035,10286
1,150,91,83,11,255.1,184.167,1.29E-02,2.00E+00,5,26911,6437863.2,1944789.3,1,84,0,0,0.035,10286
1,151,91,83,12,488.5,180.45,1.29E-02,2.00E+00,5,27091,6438034.2,1944319.4,1,84,0,0,0.035,10286
1,151,91,84,1,209.8,171.595,4.45E-03,2.00E+00,0.5,27091,6438034.2,1944319.4,1,86,0,0,0.035,10149
1,152,91,84,2,143.9,170.187,4.45E-03,2.00E+00,0.5,27271,6438205.2,1943849.6,1,86,0,0,0.035,10149
1,152,90,84,3,407,168.78,4.45E-03,2.00E+00,0.5,27270,6437735.3,1943678.6,1,86,0,0,0.035,10149
1,153,90,84,4,15.7,167.373,4.45E-03,2.00E+00,0.5,27450,6437906.4,1943208.7,1,86,0,0,0.035,10149
1,153,91,84,5,591.3,165.966,4.45E-03,2.00E+00,0.5,27451,6438376.2,1943379.7,1,86,0,0,0.035,10149
1,153,92,84,6,373.7,164.558,4.45E-03,2.00E+00,0.5,27452,6438846.1,1943550.7,1,86,0,0,0.035,10149
1,154,92,84,7,278.1,163.151,4.45E-03,2.00E+00,0.5,27632,6439017.1,1943080.9,1,86,0,0,0.035,10149
1,154,93,84,8,302.8,161.744,4.45E-03,2.00E+00,0.5,27633,6439486.9,1943251.9,1,86,0,0,0.035,10149
1,155,93,84,9,524.3,160.336,4.45E-03,2.00E+00,0.5,27813,6439657.9,1942782,1,86,0,0,0.035,10149
1,156,93,84,10,212.9,158.929,4.45E-03,2.00E+00,0.5,27993,6439828.9,1942312.2,1,86,0,0,0.035,10149
1,158,97,85,1,299.1,215.412,1.69E-02,2.00E+00,5,28357,6442050.3,1942056.5,1,86,0,0,0.035,10149
1,158,96,85,2,756.1,206.519,1.69E-02,2.00E+00,5,28356,6441580.5,1941885.5,1,86,0,0,0.035,10149
1,157,96,85,3,56.8,198.69,1.69E-02,2.00E+00,5,28176,6441409.5,1942355.4,1,86,0,0,0.035,10149
1,157,95,85,4,599.2,192.083,1.69E-02,2.00E+00,5,28175,6440939.6,1942184.4,1,86,0,0,0.035,10149
1,158,95,85,5,486.9,186.323,1.69E-02,2.00E+00,5,28355,6441110.6,1941714.5,1,86,0,0,0.035,10149
1,157,95,85,6,91.3,180.563,1.69E-02,2.00E+00,5,28175,6440939.6,1942184.4,1,86,0,0,0.035,10149
1,157,94,85,7,562.6,174.803,1.69E-02,2.00E+00,5,28174,6440469.8,1942013.4,1,86,0,0,0.035,10149
1,156,94,85,8,163,169.042,1.69E-02,2.00E+00,5,27994,6440298.8,1942483.2,1,86,0,0,0.035,10149
1,156,93,85,9,427.7,163.282,1.69E-02,2.00E+00,5,27993,6439828.9,1942312.2,1,86,0,0,0.035,10149
1,156,93,86,1,321.6,157.522,1.89E-03,2.00E+00,0.5,27993,6439828.9,1942312.2,1,88,0,0,0.035,10149
1,157,93,86,2,520.4,156.977,1.89E-03,2.00E+00,0.5,28173,6439999.9,1941842.3,1,88,0,0,0.035,10149
1,158,93,86,3,54.7,155.956,1.89E-03,2.00E+00,0.5,28353,6440170.9,1941372.5,1,88,0,0,0.035,10149
1,158,92,86,4,502.6,155.494,1.89E-03,2.00E+00,0.5,28352,6439701.1,1941201.5,1,88,0,0,0.035,10149
1,159,92,86,5,511,153.853,1.89E-03,2.00E+00,0.5,28532,6439872.1,1940731.6,1,88,0,0,0.035,10149
1,160,92,86,6,503.5,153.096,1.89E-03,2.00E+00,0.5,28712,6440043.1,1940261.8,1,88,0,0,0.035,10149
1,161,92,86,7,506.1,152.339,1.89E-03,2.00E+00,0.5,28892,6440214.1,1939792,1,88,0,0,0.035,10149
1,162,92,86,8,349.6,151.852,1.89E-03,2.00E+00,0.5,29072,6440385.1,1939322.1,1,88,0,0,0.035,10149
1,162,93,86,9,220.9,150.808,1.89E-03,2.00E+00,0.5,29073,6440855,1939493.1,1,88,0,0,0.035,10149
1,163,93,86,10,614.1,150.467,1.89E-03,2.00E+00,0.5,29253,6441026,1939023.3,1,88,0,0,0.035,10149
1,164,93,86,11,129.3,149.285,1.89E-03,2.00E+00,0.5,29433,6441197,1938553.4,1,88,0,0,0.035,10149
1,164,94,86,12,387.4,148.751,1.89E-03,2.00E+00,0.5,29434,6441666.9,1938724.4,1,88,0,0,0.035,10149
1,165,94,86,13,549.1,148.217,1.89E-03,2.00E+00,0.5,29614,6441837.9,1938254.6,1,88,0,0,0.035,10149
1,166,94,86,14,538.6,147.521,1.89E-03,2.00E+00,0.5,29794,6442008.9,1937784.7,1,88,0,0,0.035,10149
1,167,94,86,15,512.7,146.825,1.89E-03,2.00E+00,0.5,29974,6442179.9,1937314.9,1,88,0,0,0.035,10149
1,168,94,86,16,533.3,145.454,1.89E-03,2.00E+00,0.5,30154,6442350.9,1936845,1,88,0,0,0.035,10149
1,169,94,86,17,525.2,145.046,1.89E-03,2.00E+00,0.5,30334,6442521.9,1936375.2,1,88,0,0,0.035,10149
1,169,93,86,18,50,144.637,1.89E-03,2.00E+00,0.5,30333,6442052.1,1936204.2,1,88,0,0,0.035,10149
1,170,93,86,19,536.9,143.644,1.89E-03,2.00E+00,0.5,30513,6442223.1,1935734.3,1,88,0,0,0.035,10149
1,171,93,86,20,289.8,142.704,1.89E-03,2.00E+00,0.5,30693,6442394.1,1935264.5,1,88,0,0,0.035,10149
1,155,86,87,1,343.8,183.146,4.22E-03,2.00E+00,0.05,27806,6436369,1941585,1,88,0,0,0.035,10149
1,155,87,87,2,243.4,182.634,4.22E-03,2.00E+00,0.05,27807,6436838.8,1941756,1,88,0,0,0.035,10149
1,156,87,87,3,525.9,179.233,4.22E-03,2.00E+00,0.05,27987,6437009.8,1941286.1,1,88,0,0,0.035,10149
1,157,87,87,4,462.9,179.101,4.22E-03,2.00E+00,0.05,28167,6437180.9,1940816.3,1,88,0,0,0.035,10149
1,157,88,87,5,115.6,178.841,4.22E-03,2.00E+00,0.05,28168,6437650.7,1940987.3,1,88,0,0,0.035,10149
1,158,88,87,6,553.8,178.581,4.22E-03,2.00E+00,0.05,28348,6437821.7,1940517.5,1,88,0,0,0.035,10149
1,159,88,87,7,527.2,175.751,4.22E-03,2.00E+00,0.05,28528,6437992.7,1940047.6,1,88,0,0,0.035,10149
1,160,88,87,8,211.4,174.76,4.22E-03,2.00E+00,0.05,28708,6438163.7,1939577.8,1,88,0,0,0.035,10149
1,160,89,87,9,340.2,173.99,4.22E-03,2.00E+00,0.05,28709,6438633.6,1939748.8,1,88,0,0,0.035,10149
1,161,89,87,10,550.6,172.847,4.22E-03,2.00E+00,0.05,28889,6438804.6,1939278.9,1,88,0,0,0.035,10149
1,162,89,87,11,305.9,172.016,4.22E-03,2.00E+00,0.05,29069,6438975.6,1938809.1,1,88,0,0,0.035,10149
1,162,90,87,12,251,171.029,4.22E-03,2.00E+00,0.05,29070,6439445.4,1938980.1,1,88,0,0,0.035,10149
1,163,90,87,13,523.2,169.485,4.22E-03,2.00E+00,0.05,29250,6439616.5,1938510.2,1,88,0,0,0.035,10149
