wellname,layer,row,column,roffset,coffset,xlocal,ylocal,x,y,active,geometry,Simulation,merr,mae,rmse,maxae,r2
NC-187,-9,281,97,0.338050839,-0.434363108,48032.81845,104080.9746,6462938.295,1884032.315,1,POINT (6462938.295 1884032.315),Simulated,-145.148206949225,145.148206949225,147.81874807330854,168.6632080078,0.0078022897191953365
NC-188,-4,281,96,-0.382062657,0.226811971,47863.40599,104441.0313,6462655.953,1884312.715,1,POINT (6462655.953 1884312.715),Simulated,-156.03389015196,156.03389015196,156.5488531161553,174.4683113095,0.01112077114121571
NC-189,-7,280,103,-0.375923475,-0.281752777,51109.12361,104937.9617,6465535.97,1885889.778,1,POINT (6465535.97 1885889.778),Simulated,-2.493975830090001,9.74425659179,12.909348190366833,25.928306579600005,0.4526765034273033
NC-190,-6,279,118,0.06624814,-0.284069008,58607.9655,105216.8759,6472487.182,1888716.627,1,POINT (6472487.182 1888716.627),Simulated,-8.378724416033334,9.184019724499999,12.731704529369603,21.4733695983,0.7478708873155187
NC-199,-5,85,47,0.099242377,-0.351424635,23074.28768,202200.3788,6405926.135,1967698.075,1,POINT (6405926.135 1967698.075),Simulated,-1.4073715210000017,2.9052505494999963,3.387406197501517,4.692565918000014,0.9128675550579897
NC-203,-4,88,51,0.315868452,0.43008379,25465.04189,200592.0658,6408722.785,1967004.441,1,POINT (6408722.785 1967004.441),Simulated,-1.0601501464999927,1.9907531735000106,2.6179463059392503,4.91461181599999,0.931159493287679
NC-204,-5,190,92,0.345491674,0.27561772,45887.80886,149577.2542,6445362.001,1926051.197,1,POINT (6445362.001 1926051.197),Simulated,-3.664525032000002,3.846280097750002,4.748335894006925,8.99520874000001,0.23511908674344656
NC-212,-3,139,80,-0.014870586,0.393432752,39946.71638,175257.4353,6430996.061,1948150.7,1,POINT (6430996.061 1948150.7),Simulated,-10.423049926555557,10.423049926555557,11.974592578268478,18.841705322000024,0.8408916389574452
NC-214s,-2,317,124,-0.146380373,-0.303584799,61598.2076,86323.19019,6481759.111,1871985.093,1,POINT (6481759.111 1871985.093),Simulated,6.685524087145546,6.685524087145546,6.7444067037904185,9.492009639740001,0.1635032775286301
NC-215d,3,317,124,-0.146380373,-0.303584799,61598.2076,86323.19019,6481759.111,1871985.093,1,POINT (6481759.111 1871985.093),Simulated,3.125682025406377,3.125682025406377,3.2204992875492486,5.653565108774,0.07476543594112367
NC-216s,-2,262,108,0.101608293,-0.243023247,53628.48838,113699.1959,6464906.88,1894984.319,1,POINT (6464906.88 1894984.319),Simulated,9.631183833864835,9.631183833864835,11.138588149634742,23.6010551452,0.6152011589944887
NC-217d,3,262,108,0.101608293,-0.243023247,53628.48838,113699.1959,6464906.88,1894984.319,1,POINT (6464906.88 1894984.319),Simulated,6.177034293282223,6.177034293282223,6.89500138942258,15.493087768599999,0.7767837022492403
NC-218s,-2,267,126,0.054990276,0.003747336,62751.87367,111222.5049,6474327.136,1895777.372,1,POINT (6474327.136 1895777.372),Simulated,6.221390757070115,6.221390757070115,6.712150062062605,14.984394073499999,0.6699836718751401
NC-219d,3,267,126,0.054990276,0.003747336,62751.87367,111222.5049,6474327.136,1895777.372,1,POINT (6474327.136 1895777.372),Simulated,5.863603811150575,5.863603811150575,6.10070991168431,11.655010223399998,0.795844392075109
NC-220s,-2,223,113,0.246978133,-0.244839004,56127.5805,133126.5109,6460610.725,1914094.763,1,POINT (6460610.725 1914094.763),Simulated,5.668600209552221,5.668600209552221,6.210846190237442,13.706947326700003,0.5929652795244429
NC-221d,3,223,113,0.246978133,-0.244839004,56127.5805,133126.5109,6460610.725,1914094.763,1,POINT (6460610.725 1914094.763),Simulated,6.244038013925844,6.244038013925844,6.710051757305094,13.363059997600004,0.6551485156569609
NC-222s,-2,139,81,-0.102665445,-0.400832912,40049.58354,175301.3327,6431077.711,1948227.133,1,POINT (6431077.711 1948227.133),Simulated,-2.555962019107525,2.835933562290321,3.2240881769349268,6.588195801000012,0.44761778167400434
NC-223d,3,139,81,-0.102665445,-0.400832912,40049.58354,175301.3327,6431077.711,1948227.133,1,POINT (6431077.711 1948227.133),Simulated,-14.220277282091955,14.220277282091955,16.225581863763963,30.179153442,0.2385802787346455
NC-224,-4,104,64,0.437850787,0.150943487,31825.47174,192531.0746,6417456.655,1961604.982,1,POINT (6417456.655 1961604.982),Simulated,-3.509691238500004,4.1630153655000015,5.989145116439192,14.28976440400001,0.8528375810487526
NC-225,-4,105,61,0.168767934,0.220871274,30360.43564,192165.616,6416204.966,1960760.492,1,POINT (6416204.966 1960760.492),Simulated,34.029396056875,34.029396056875,34.387833330039626,43.51539611800001,0.8828272610721064
NC-226,-5,301,141,-0.147027394,0.373743379,70436.87169,94323.5137,6487328.467,1882525.939,1,POINT (6487328.467 1882525.939),Simulated,51.73060332402222,51.73060332402222,51.75901059660897,54.919710159299996,0.9535969641272473
NC-227,-4,277,98,0.329330465,0.494889136,48997.44457,106085.3348,6463159.216,1886245.719,1,POINT (6463159.216 1886245.719),Simulated,5.505960676399998,12.245222727466665,13.947809996710456,21.723758697499996,0.6583344200442379
NC-228,-3,278,132,-0.480563782,-0.178129964,65660.93502,105990.2819,6478850.285,1891855.648,1,POINT (6478850.285 1891855.648),Simulated,-71.40639294512322,71.40639294512322,75.20134806229261,103.26549386931,0.5248650787245726
NC-229,-3,286,133,0.385463934,-0.303342786,66098.32861,101557.268,6480777.48,1887839.575,1,POINT (6480777.48 1887839.575),Simulated,-38.563202381099,38.563202381099,40.422260613396126,57.186828136429995,0.3111847949798919
NC-230,-5,49,14,-0.326265294,0.185944917,6842.972459,220413.1326,6384444.56,1979261.029,1,POINT (6384444.56 1979261.029),Simulated,9.456532795999996,9.456532795999996,9.537423971715103,10.437347412000008,0.8902160464019532
NC-43,-3,287,140,-0.081483178,-0.277452211,69611.27389,101290.7416,6484169.726,1888790.62,1,POINT (6484169.726 1888790.62),Simulated,27.15763304793642,27.15763304793642,28.418398525602182,48.941031456000005,0.6186132783723557
NC-51,-8,298,148,0.180054838,0.213261412,73856.63071,95659.97258,6490084.893,1884951.426,1,POINT (6490084.893 1884951.426),Simulated,-51.62309883436067,51.62309883436067,52.84033994234166,69.4803237915,0.45794355618419075
NC-56,-5,292,137,0.139374901,0.390792151,68445.39608,98680.31255,6483966.979,1885938.866,1,POINT (6483966.979 1885938.866),Simulated,5.102677044711756,8.721149806930804,11.870979140284994,40.20478248592,0.5847423068786528
NC-75,-4,285,131,0.305239687,-0.195169531,65152.41523,102097.3802,6479703.883,1888023.593,1,POINT (6479703.883 1888023.593),Simulated,-13.221144970081802,14.612777018891638,17.761776648116832,44.186407089199996,0.6236000887742751
NC-76,-6,277,136,-0.411687284,-0.275197082,67612.40146,106455.8436,6480524.832,1892960.574,1,POINT (6480524.832 1892960.574),Simulated,35.53134151305754,35.53134151305754,38.91699616622801,62.770269393899994,0.6605466593293103
NC-95,4,306,144,0.215949485,-0.385624603,71557.1877,91642.02526,6489298.343,1880389.334,1,POINT (6489298.343 1880389.334),Simulated,56.11636767555947,56.941288360424856,68.12566469705168,127.0083980565,0.4608141677483445
NC-98,-7,304,147,0.093345631,-0.160437813,73169.78109,92703.32718,6490450.698,1881938.171,1,POINT (6490450.698 1881938.171),Simulated,20.689193640004362,20.689193640004362,23.19518830666268,40.5773124695,0.7535023396221119
SL29MW-1,1,297,114,0.195022804,0.239160152,56869.58008,96152.4886,6473953.837,1879604.326,1,POINT (6473953.837 1879604.326),Simulated,31.440427017210006,31.440427017210006,31.45779658157362,32.8310146332,0.13166762733571377
SL29MW-3A,1,297,114,0.36565759,0.406645026,56953.32251,96067.1712,6474061.709,1879552.795,1,POINT (6474061.709 1879552.795),Simulated,31.3904733658,31.3904733658,31.403857601414153,32.3217506409,0.294915596566074
SL29MW-3B,1,297,114,0.371125031,0.399987809,56949.9939,96064.43748,6474059.516,1879549.088,1,POINT (6474059.516 1879549.088),Simulated,30.96332645415,30.96332645415,30.980331955104674,32.2329883576,0.3232914726060522
SL29MW-3C,-2,297,114,0.371918605,0.406787824,56953.39391,96064.0407,6474062.847,1879549.878,1,POINT (6474062.847 1879549.878),Simulated,30.343362331374998,30.343362331374998,30.353946850041268,31.322376251199998,0.476513980832671
SL29MW-4A,1,298,115,-0.491221824,-0.18795444,57156.02278,95995.61091,6474276.66,1879554.878,1,POINT (6474276.66 1879554.878),Simulated,29.63477230075,29.63477230075,29.647469633674863,30.787958145199998,0.5105599796613945
SL29MW-4B,1,298,115,-0.48569999,-0.186867239,57156.56638,95992.85,6474278.115,1879552.47,1,POINT (6474278.115 1879552.47),Simulated,29.651932716349997,29.651932716349997,29.664940942876168,30.8455619812,0.5059730756515454
SL29MW-4C,-2,298,115,-0.480473319,-0.186160578,57156.91971,95990.23666,6474279.341,1879550.135,1,POINT (6474279.341 1879550.135),Simulated,29.548830032325,29.548830032325,29.5597247970917,30.603952407799998,0.5224209107477631
SL29MW-5A,1,298,115,-0.191662357,-0.198714881,57150.64256,95845.83118,6474322.832,1879412.291,1,POINT (6474322.832 1879412.291),Simulated,30.630423068975,30.630423068975,30.644967007076716,31.904392242400004,0.48958751780854004
SL29MW-5B,1,298,115,-0.185397503,-0.197717502,57151.14125,95842.69875,6474324.372,1879409.518,1,POINT (6474324.372 1879409.518),Simulated,30.224728902200003,30.224728902200003,30.240030218622838,31.552850723299997,0.7401009841954347
SL29MW-5C,-2,298,115,-0.179530028,-0.195901472,57152.04926,95839.76501,6474326.229,1879407.072,1,POINT (6474326.229 1879407.072),Simulated,29.409323215475002,29.409323215475002,29.42667356125026,30.6324882508,0.2696991711693507
SL71MW-1,1,154,77,0.303610939,0.283291643,38391.64582,167598.1945,6432154.388,1940421.503,1,POINT (6432154.388 1940421.503),Simulated,32.406959533999995,32.406959533999995,32.61318586250037,36.06877136200001,
SL71MW-2,1,154,78,0.131879852,-0.388665574,38555.66721,167684.0601,6432279.15,1940558.289,1,POINT (6432279.15 1940558.289),Simulated,30.750434875500005,30.750434875500005,31.053278898465585,35.07673645,
SL71MW-4,1,155,78,-0.329705502,-0.285994414,38607.00279,167414.8528,6432419.464,1940322.874,1,POINT (6432419.464 1940322.874),Simulated,30.84508514400001,30.84508514400001,30.89156160423838,32.538986206000004,
T006BC-1,1,282,109,0.237397546,-0.318446363,54090.77682,103631.3012,6468784.711,1885681.704,1,POINT (6468784.711 1885681.704),Simulated,14.924618530280004,14.924618530280004,15.056021778743027,17.633617401099997,0.12797037625037777
T006NP-7,1,283,109,-0.282242532,-0.13090382,54184.54809,103391.1213,6468954.974,1885488.081,1,POINT (6468954.974 1885488.081),Simulated,14.829800287916667,14.829800287916667,14.9477803660831,17.0768203735,0.23109202997579623
T008BC-4,1,309,116,0.471356489,-0.253924428,57623.03779,90014.32176,6476761.232,1874094.034,1,POINT (6476761.232 1874094.034),Simulated,13.566323934277145,13.566323934277145,13.638160746713213,16.0344352722,0.0013689441794398091
T008MW-2,1,310,116,-0.344027256,-0.041378547,57729.31073,89922.01363,6476892.667,1874043.64,1,POINT (6476892.667 1874043.64),Simulated,12.375516947576472,12.375516947576472,12.432839412805874,14.5308151245,0.04028365358649336
T008V-1,1,309,116,0.468173533,-0.254772037,57622.61398,90015.91323,6476760.29,1874095.384,1,POINT (6476760.29 1874095.384),Simulated,13.447223168825925,13.447223168825925,13.517521972947717,15.6016902924,0.010019117967775095
T029MW-1,1,68,34,-0.091421322,-0.442005692,16528.99715,210795.7107,6396835.797,1973536.424,1,POINT (6396835.797 1973536.424),Simulated,10.658337402299997,10.658337402299997,10.66708479624917,11.240905760999965,0.9531231381733042
T029MW-3,1,68,33,-0.073815021,0.296482349,16398.24117,210786.9075,6396715.938,1973483.43,1,POINT (6396715.938 1973483.43),Simulated,10.376678466599992,10.376678466599992,10.388019033806733,11.24392700200002,0.9534513869847469
T037C-9,1,71,30,-0.380247567,0.31528044,14907.64022,209440.1238,6395775.858,1971708.052,1,POINT (6395775.858 1971708.052),Simulated,14.016855875500008,14.016855875500008,14.02082743683974,14.510101318000011,0.8266910748912298
T044EX-6,1,300,126,-0.10158265,-0.178268392,62660.8658,94800.79132,6479858.173,1880314.882,1,POINT (6479858.173 1880314.882),Simulated,11.598939273664346,11.598939273664346,12.819535949098238,20.912610054,0.018921340516403727
T044MW-17,1,300,125,-0.071242216,0.380957116,62440.47856,94785.62111,6479656.265,1880225.25,1,POINT (6479656.265 1880225.25),Simulated,21.04919794628095,21.04919794628095,21.059297406412117,22.488718986499997,0.2433206135245572
T061MW-2,1,142,72,-0.293163094,0.475611012,35987.80551,173896.5815,6427741.342,1945517.889,1,POINT (6427741.342 1945517.889),Simulated,29.41040166208334,29.41040166208334,30.136504736140406,41.40663146900002,0.27025539421015005
T110MW-1,1,310,122,0.20898371,0.163585333,60831.79267,89645.50814,6479902.617,1874844.921,1,POINT (6479902.617 1874844.921),Simulated,2.8677734375025707,2.8714723314579995,3.3017955471741858,7.6215405463999994,0.002714783465763111
T110MW-11,1,311,122,-0.099452752,0.313271103,60906.63555,89299.72638,6480091.211,1874545.59,1,POINT (6480091.211 1874545.59),Simulated,0.20942716598657155,0.7538433211197143,0.9028757862196547,2.5005264282200006,0.4289792338949775
T110MW-19,1,312,123,-0.375884493,-0.120972871,61189.51356,88937.94225,6480480.767,1874302.374,1,POINT (6480480.767 1874302.374),Simulated,2.7856460889179995,2.7856460889179995,3.1301970248237545,6.57180786133,0.31726423394894127
T110MW-9,1,310,123,0.473078461,-0.275762206,61112.1189,89513.46077,6480211.2,1874816.714,1,POINT (6480211.2 1874816.714),Simulated,-0.13462669508628575,1.1569944449834286,1.401530036805094,3.8652224540700004,0.3070238626798964
T124MW-13,1,311,120,0.461616731,0.427239841,59963.61992,89019.19163,6479301.014,1873959.443,1,POINT (6479301.014 1873959.443),Simulated,0.8435772941247621,1.5660804112742859,2.1711709953811016,5.517047882030001,0.16571823236186367
T124MW-2,1,312,121,-0.375043516,-0.427591585,60036.20421,88937.52176,6479397.154,1873907.524,1,POINT (6479397.154 1873907.524),Simulated,0.8030361129409678,2.113537811466129,2.6705053247135218,6.02733993533,0.12134864848825518
T132MW-1,1,63,23,0.199328523,0.350354044,11425.17702,213150.3357,6391234.446,1974003.438,1,POINT (6391234.446 1974003.438),Simulated,14.374084472499987,14.374084472499987,16.175461206377307,21.792388915999993,
T143MW-3,1,148,65,0.096119124,0.0257344,32262.8672,170701.9404,6425333.676,1941241.904,1,POINT (6425333.676 1941241.904),Simulated,42.64006705904348,42.64006705904348,46.52419272952408,69.72410583500002,0.7281329950961771
T153MW-2,1,298,111,-0.478032354,0.133280194,55316.6401,95989.01618,6472550.461,1878919.575,1,POINT (6472550.461 1878919.575),Simulated,40.07974319456,40.07974319456,40.10031143053638,41.505069732600006,0.16085432115589596
T153MW-5,1,297,111,0.275217689,-0.004371152,55247.81442,96112.39116,6472443.59,1879011.97,1,POINT (6472443.59 1879011.97),Simulated,39.64565811159999,39.64565811159999,39.66815633708114,41.2538928986,0.19075153852758622
T164EX-1,-2,311,124,-0.094328285,-0.467528192,61516.2359,89297.16414,6480664.924,1874751.678,1,POINT (6480664.924 1874751.678),Simulated,0.9867821064874093,1.804180069402591,2.148490769576059,4.72629070282,0.45133459624541494
T164MW-1,1,311,124,-0.082100083,-0.417360696,61541.31965,89291.05004,6480690.586,1874754.512,1,POINT (6480690.586 1874754.512),Simulated,0.5636696338653334,1.2723884741473332,1.6297124208539895,3.8914818763700003,0.5355752838595608
T164MW-4,1,311,123,-0.03580899,0.35364677,61426.82338,89267.90449,6480590.911,1874693.602,1,POINT (6480590.911 1874693.602),Simulated,0.7322885513313332,1.298135852814,1.7446073219146834,4.09067726135,0.6093487415978158
T166MW-3,1,296,143,-0.337704887,-0.228127566,71135.93622,96918.85244,6487097.715,1885203.854,1,POINT (6487097.715 1885203.854),Simulated,35.57474136352,35.57474136352,35.60373332491773,37.40968513488,0.16822233335621734
T168MW-6,1,142,73,-0.242649361,-0.092965603,36203.5172,173871.3247,6427952.683,1945567.933,1,POINT (6427952.683 1945567.933),Simulated,27.589847099560977,27.589847099560977,28.14659540224069,40.06211852999999,0.021836867260379186
T190MW-8,1,140,72,-0.13761193,0.003559959,35751.77998,174818.806,6427204.131,1946303.771,1,POINT (6427204.131 1946303.771),Simulated,40.303209192588234,40.303209192588234,40.60667374420372,49.828521728,0.2824021143297189
T196MW-2,1,70,31,0.41067287,-0.377419233,15061.29038,209544.6636,6395884.488,1971858.839,1,POINT (6395884.488 1971858.839),Simulated,10.142346191399998,10.142346191399998,10.18106800867942,11.679595946999996,0.30395380335345124
T196MW-3,1,71,31,-0.478656748,-0.410390057,15044.80497,209489.3284,6395887.922,1971801.202,1,POINT (6395887.922 1971801.202),Simulated,8.430776977599999,10.3124053956,10.343210264872607,11.920104981000009,0.023163844404993642
T205MW-8,1,306,111,-0.088583447,-0.135425667,55182.28717,91794.29172,6473858.891,1874931.872,1,POINT (6473858.891 1874931.872),Simulated,25.1342976888,25.1342976888,25.179582719551572,27.2526798248,0.3288020068374865
T224MW-6,1,298,113,0.060950607,-0.034906461,56232.54677,95719.5247,6473503.304,1878979.595,1,POINT (6473503.304 1878979.595),Simulated,26.044155502320002,26.044155502320002,26.0954881253426,27.575614929199997,0.2951125691624958
T241MW-3,1,298,117,0.114627327,0.030348416,58265.17421,95692.68634,6475422.528,1879649.574,1,POINT (6475422.528 1879649.574),Simulated,22.198798751840002,22.198798751840002,22.213652668224942,23.9254169465,0.11631204370080879
T244MW10D,3,305,116,-0.459573626,0.423284935,57961.64247,92479.78681,6476236.178,1876526.623,1,POINT (6476236.178 1876526.623),Simulated,13.750204086311765,13.750204086311765,14.053722413111085,18.218290329000002,0.02004448426607313
T244MW11D,3,305,117,-0.481095743,0.27220227,58386.10114,92490.54787,6476631.358,1876681.908,1,POINT (6476631.358 1876681.908),Simulated,8.463947071758822,8.463947071758822,9.000976544546056,13.7980651855,0.0064504616611266545
T244MW-4,1,304,117,0.218915383,-0.338295724,58080.85214,92640.54231,6476293.217,1876718.455,1,POINT (6476293.217 1876718.455),Simulated,14.402141234429411,14.402141234429411,14.506951398763682,17.107713699300003,0.027650211154602474
T244MW-6,1,305,117,-0.364699516,-0.386412463,58056.79377,92432.34976,6476341.815,1876514.59,1,POINT (6476341.815 1876514.59),Simulated,14.614364175235293,14.614364175235293,14.79749466161089,18.351650238100003,0.03690722095369096
T244MW-7S,1,305,117,-0.497196351,0.272313519,58386.15676,92498.59818,6476628.657,1876689.492,1,POINT (6476628.657 1876689.492),Simulated,13.931597092570588,13.931597092570588,14.056010330032379,17.1100063323,0.02274645204486058
T244MW-8S,1,304,116,0.249581484,0.398525003,57949.2625,92625.20926,6476174.807,1876659.041,1,POINT (6476174.807 1876659.041),Simulated,15.41474611618235,15.41474611618235,15.58796901287342,19.606590270999998,0.07411114583687865
T244MW-9D,3,304,116,0.257063438,0.392533466,57946.26673,92621.46828,6476173.271,1876654.501,1,POINT (6476173.271 1876654.501),Simulated,8.505839740517649,8.505839740517649,9.219985957449847,14.001541137699999,0.003989165301009158
T244PZ-1,2,304,116,0.257063438,0.392533466,57946.26673,92621.46828,6476173.271,1876654.501,1,POINT (6476173.271 1876654.501),Simulated,9.978493858794117,9.978493858794117,10.565146348329419,16.555236816399997,0.024420604108793688
T244PZ-2,2,305,116,-0.459573626,0.423284935,57961.64247,92479.78681,6476236.178,1876526.623,1,POINT (6476236.178 1876526.623),Simulated,16.20645624049412,16.20645624049412,16.464647503091395,20.984334945700002,0.005720476896500666
T244PZ-3,2,305,117,-0.481095743,0.27220227,58386.10114,92490.54787,6476631.358,1876681.908,1,POINT (6476631.358 1876681.908),Simulated,8.810613744411764,8.810613744411764,9.426318514152017,14.0332412719,0.0022754946301805474
T244U-1,1,304,116,0.138386306,0.257146602,57878.5733,92680.80685,6476089.365,1876687.108,1,POINT (6476089.365 1876687.108),Simulated,17.226619271682353,17.226619271682353,17.31456606978582,20.6808776855,0.019762719144907865
T250MW-4,1,70,30,-0.021965537,0.139625358,14819.81268,209760.9828,6395583.587,1971979.522,1,POINT (6395583.587 1971979.522),Simulated,11.929595122513517,11.929595122513517,12.029396905030833,17.147705078,0.5419693840045191
T256MW-4,-2,315,118,-0.394009312,0.379102917,58939.55146,87447.00466,6478876.425,1872131.819,1,POINT (6478876.425 1872131.819),Simulated,4.875989933802917,4.875989933802917,5.377629309189162,11.33597755435,0.13465564102034455
T256MW-8,2,315,118,-0.390283592,0.367704847,58933.85242,87445.1418,6478871.706,1872128.119,1,POINT (6478871.706 1872128.119),Simulated,4.19114245474625,4.551611845695416,4.7501937860060846,8.25359106067,0.016693319232253014
T259ML5-5,1,71,35,-0.142591116,-0.058739544,17220.63023,209321.2956,6397990.0,1972387.479,1,POINT (6397990 1972387.479),Simulated,5.742757161333316,5.742757161333316,5.750763641712736,6.014068602999998,0.8696607862941413
T259MW2,1,71,35,-0.281839718,-0.065973967,17217.01302,209390.9199,6397962.788,1972451.668,1,POINT (6397962.788 1972451.668),Simulated,2.976135253999985,2.976135253999985,3.0270109247919263,3.5287780759999805,
T259MW6,1,71,34,-0.2697301,0.258559337,16879.27967,209384.865,6397647.493,1972330.466,1,POINT (6397647.493 1972330.466),Simulated,4.476074218999997,4.476074218999997,4.482193399843516,4.710205078999991,
T262MW-3,1,301,117,0.091847016,-0.116113424,58191.94329,94204.07649,6475862.848,1878225.692,1,POINT (6475862.848 1878225.692),Simulated,16.80393583124545,16.80393583124545,16.85356695200757,20.091045379700002,0.2272291814601068
T284MW-1,1,309,128,0.117224023,0.133085853,63816.54293,90191.38799,6482520.663,1876378.725,1,POINT (6482520.663 1876378.725),Simulated,12.235854943593333,12.235854943593333,12.288720473081748,14.90763711934,0.6155640653996767
