wellname,time,Simulated,Observed
NC-133,2019-03-05,75.4248428345,87.6999969482
NC-133,2019-03-28,76.6573944092,87.5100021362
NC-133,2019-04-09,76.8801269531,86.9800033569
NC-133,2019-05-22,77.206413269,86.0999984741
NC-133,2019-06-12,76.5140762329,84.4400024414
NC-133,2019-07-23,73.9158325195,81.3499984741
NC-133,2019-08-21,72.0711593628,79.2600021362
NC-133,2019-09-17,71.4861831665,77.4899978638
NC-134,1984-04-09,69.4055709839,73.4000015259
NC-134,1984-10-10,69.2619018555,66.4000015259
NC-134,1985-06-11,71.1351928711,70.4000015259
NC-134,1985-10-16,70.1372070312,67.4000015259
NC-134,1986-03-19,74.8538360596,79.1999969482
NC-134,1986-10-29,69.0146789551,67.5999984741
NC-134,1987-07-10,62.4970817566,64.1999969482
NC-134,1987-11-05,65.6412811279,63.7000007629
NC-134,1988-04-25,70.5436019897,69.6999969482
NC-134,1988-10-25,63.5453453064,63.7999992371
NC-134,1989-05-24,63.0221366882,71.0
NC-134,1989-10-05,62.4710350037,65.9000015259
NC-134,1990-04-03,64.9986877441,68.9000015259
NC-134,1990-10-25,61.6116065979,69.9000015259
NC-134,1991-02-25,66.5916137695,62.0999984741
NC-134,1991-04-17,66.0338821411,73.5
NC-134,1991-10-18,63.1608047485,64.5
NC-134,1992-04-06,66.3757781982,71.5999984741
NC-134,1992-11-04,63.0504188538,62.4000015259
NC-134,1993-04-26,68.0555419922,72.5
NC-134,1993-11-05,63.6675987244,64.1999969482
NC-134,1994-04-07,64.3213195801,71.1999969482
NC-134,1994-10-14,59.911529541,65.4000015259
NC-134,1995-05-05,66.8059921265,73.4000015259
NC-134,1995-10-26,62.0424804688,66.0
NC-134,1996-04-12,69.7163391113,74.4000015259
NC-134,1996-10-22,64.7251052856,66.0
NC-134,1997-04-30,72.2610626221,70.5999984741
NC-134,1997-10-07,64.6917800903,64.6999969482
NC-134,1998-05-14,68.0188751221,73.4000015259
NC-134,1998-10-23,63.9523391724,67.0
NC-134,1999-05-18,70.8391876221,72.3000030518
NC-134,1999-10-22,66.1856002808,60.7000007629
NC-134,2000-04-04,72.7578353882,71.9000015259
NC-134,2000-10-05,64.4381332397,60.9000015259
NC-134,2001-04-09,66.0293273926,56.5999984741
NC-134,2001-10-12,60.5804100037,61.7000007629
NC-134,2002-04-09,64.8874588013,71.5999984741
NC-134,2002-10-07,58.764667511,59.9000015259
NC-134,2003-04-07,66.7864608765,72.5999984741
NC-134,2003-10-03,60.1324386597,60.5
NC-134,2004-04-12,70.6589202881,71.0
NC-134,2004-10-13,63.8584403992,56.2000007629
NC-134,2005-04-12,72.9827270508,75.0
NC-134,2005-10-04,65.670249939,56.7999992371
NC-134,2006-04-28,74.2672271729,75.0999984741
NC-134,2006-10-16,67.1867446899,61.7000007629
NC-134,2007-04-10,68.2230987549,67.5999984741
NC-134,2007-10-09,61.9337768555,57.2999992371
NC-134,2008-05-05,67.399230957,65.9000015259
NC-134,2008-10-06,60.1936836243,58.5999984741
NC-134,2009-04-06,63.5406074524,69.5
NC-134,2009-10-12,59.6178092957,57.9000015259
NC-134,2010-04-13,64.1265716553,73.5999984741
NC-134,2010-10-20,62.5029067993,60.0
NC-134,2011-04-19,65.988243103,72.8000030518
NC-134,2011-10-11,63.4313926697,64.9499969482
NC-134,2012-04-17,67.3520584106,73.6699981689
NC-134,2012-10-17,62.8945274353,61.0800018311
NC-134,2013-04-16,67.8100585938,69.9499969482
NC-134,2013-10-15,61.8168334961,59.4799995422
NC-134,2014-03-14,64.0663986206,64.9000015259
NC-134,2014-10-14,58.7089881897,58.9500007629
NC-134,2015-03-16,65.0814361572,70.3199996948
NC-134,2015-10-23,58.985168457,58.4000015259
NC-134,2016-04-20,67.6917190552,71.75
NC-134,2016-10-20,62.424823761,59.8499984741
NC-134,2017-04-17,71.968963623,74.4899978638
NC-134,2017-10-25,64.5188674927,60.2000007629
NC-134,2018-04-23,66.9454727173,68.3300018311
NC-134,2018-10-25,61.2727050781,60.1599998474
NC-134,2019-04-09,71.9649200439,74.6600036621
NC-136,1984-04-16,33.4409980774,34.2000007629
NC-136,1984-10-10,33.995426178,18.2000007629
NC-136,1985-06-10,37.1612548828,24.7000007629
NC-136,1985-10-16,34.2952079773,15.6999998093
NC-136,1986-03-19,37.3370018005,42.2000007629
NC-136,1986-10-30,34.5796165466,17.7000007629
NC-136,1987-07-10,33.1706733704,9.69999980927
NC-136,1987-11-02,32.5106468201,12.6999998093
NC-136,1988-04-22,33.9286346436,25.7000007629
NC-136,1988-10-24,29.5907802582,13.6000003815
NC-136,1989-05-24,32.4688262939,25.1000003815
NC-136,1989-10-04,28.6758937836,22.1000003815
NC-136,1990-04-04,33.1283111572,29.2999992371
NC-136,1990-10-25,30.4199447632,18.2000007629
NC-136,1991-02-25,33.7601356506,16.7000007629
NC-136,1991-04-17,34.3173561096,33.7000007629
NC-136,1991-10-25,31.0758113861,12.3000001907
NC-136,1992-04-06,33.7179756165,31.2000007629
NC-136,1992-11-04,30.1194076538,8.19999980927
NC-136,1993-04-26,32.4431800842,32.2000007629
NC-136,1993-11-05,29.2050685883,2.20000004768
NC-136,1994-04-11,32.2928123474,25.2000007629
NC-136,1994-10-17,28.0569419861,17.3999996185
NC-136,1995-05-05,32.2129707336,35.2000007629
NC-136,1995-10-24,28.1072998047,17.2999992371
NC-136,1996-04-11,33.3420829773,4.40000009537
NC-136,1996-11-14,31.4036750793,16.1000003815
NC-136,1997-05-01,35.3711585999,23.2000007629
NC-136,1997-10-23,31.2357311249,9.39999961853
NC-136,1998-05-19,34.0344085693,31.7999992371
NC-136,1998-12-18,32.2956924438,29.2000007629
NC-136,1999-05-19,35.0739135742,25.3999996185
NC-136,1999-10-26,30.9651679993,9.10000038147
NC-136,2000-04-05,35.1800880432,30.2999992371
NC-136,2000-10-05,31.2127227783,13.1999998093
NC-136,2001-04-10,33.8825683594,29.3999996185
NC-136,2001-10-12,29.2277908325,11.0
NC-136,2002-04-09,33.4689559937,32.2000007629
NC-136,2002-10-07,28.4785003662,9.89999961853
NC-136,2003-04-08,34.3158988953,32.5
NC-136,2003-10-06,30.3006267548,13.3000001907
NC-136,2004-04-12,34.0264816284,29.6000003815
NC-136,2004-10-12,30.1961708069,10.3999996185
NC-136,2005-04-12,34.5906715393,38.2000007629
NC-136,2005-10-04,31.4287605286,12.3000001907
NC-136,2006-05-01,36.45362854,36.4000015259
NC-136,2006-10-16,33.1191864014,14.0
NC-136,2007-04-10,34.2878837585,29.0
NC-136,2007-10-09,30.3546772003,10.3000001907
NC-136,2008-04-21,33.0700111389,20.6000003815
NC-136,2008-10-06,28.2784996033,10.3000001907
NC-136,2009-04-06,32.1703796387,26.2000007629
NC-136,2009-10-12,28.3859100342,7.5
NC-136,2010-04-13,32.4163665771,34.5999984741
NC-136,2010-10-20,29.797252655,9.30000019073
NC-136,2011-04-19,34.1189346313,33.5999984741
NC-136,2011-10-11,31.678150177,16.0
NC-136,2012-04-17,34.1711883545,35.7999992371
NC-136,2012-10-17,30.1274662018,8.59000015259
NC-136,2013-04-16,32.9115753174,23.3500003815
NC-136,2013-10-15,28.9839878082,8.69999980927
NC-136,2014-03-18,31.9887104034,29.7000007629
NC-136,2015-03-30,31.2182331085,28.7399997711
NC-136,2015-08-10,27.4433021545,14.6899995804
NC-136,2015-10-12,26.3361530304,12.1000003815
NC-136,2015-11-20,27.3686237335,15.3500003815
NC-136,2015-12-30,29.2512397766,22.0300006866
NC-136,2016-01-26,30.2740402222,31.6200008392
NC-136,2016-03-29,32.0920906067,33.7200012207
NC-136,2016-04-20,32.1923027039,34.0999984741
NC-136,2016-05-31,31.0605754852,27.4500007629
NC-136,2016-06-15,30.1979846954,24.2000007629
NC-136,2016-07-19,28.7089366913,17.2000007629
NC-136,2016-08-30,27.3199577332,13.1999998093
NC-136,2016-09-26,26.8344764709,11.4899997711
NC-136,2016-10-12,27.8825836182,11.9099998474
NC-136,2016-11-18,29.6319217682,22.9899997711
NC-136,2016-12-28,30.9857120514,33.0099983215
NC-136,2017-01-30,32.732673645,39.2400016785
NC-136,2017-02-27,33.8225784302,40.4900016785
NC-136,2017-03-28,34.2337265015,38.8300018311
NC-136,2017-04-26,34.575958252,38.0999984741
NC-136,2017-05-30,34.0834503174,27.9099998474
NC-136,2017-06-21,33.6592407227,24.8500003815
NC-136,2017-07-14,32.76222229,1.29999995232
NC-136,2017-08-29,30.962720871,15.5100002289
NC-136,2017-09-13,30.6231536865,13.1999998093
NC-136,2017-10-26,30.0788288116,12.5
NC-136,2017-11-27,31.7404403687,22.3299999237
NC-136,2017-12-29,30.8831768036,23.3999996185
NC-136,2018-01-22,31.989818573,26.8099994659
NC-136,2018-02-21,31.4690952301,26.5100002289
NC-136,2018-03-29,32.8394737244,32.0999984741
NC-136,2018-04-09,33.2869110107,34.0200004578
NC-136,2018-05-30,32.5657424927,25.3999996185
NC-136,2018-06-12,31.9543800354,22.8500003815
NC-136,2018-07-10,30.8008575439,17.0499992371
NC-136,2018-08-16,29.5309524536,13.6000003815
NC-136,2018-09-19,28.7674331665,13.2600002289
NC-136,2018-10-25,28.4880218506,11.6400003433
NC-136,2018-12-31,31.2420558929,27.3899993896
NC-136,2019-01-30,32.4338912964,35.9199981689
NC-136,2019-03-05,33.7406654358,40.25
NC-136,2019-03-28,34.1497268677,39.0999984741
NC-136,2019-05-23,34.4173622131,34.5800018311
NC-136,2019-06-12,33.9781036377,27.7800006866
NC-136,2019-07-23,32.1924858093,20.8099994659
NC-136,2019-08-21,31.1293640137,16.3999996185
NC-136,2019-09-18,30.4545173645,13.9300003052
NC-139,1984-04-09,66.5203170776,77.8000030518
NC-139,1984-10-18,58.0156555176,68.3000030518
NC-139,1985-06-11,61.9081764221,73.8000030518
NC-139,1985-10-16,59.5371017456,69.3000030518
NC-139,1986-03-19,62.6564559937,81.3000030518
NC-139,1986-10-30,60.392124176,69.5
NC-139,1987-07-10,57.0153312683,72.0999984741
NC-139,1987-11-04,54.411857605,65.1999969482
NC-139,1988-04-18,56.4183197021,72.4000015259
NC-139,1988-10-24,51.5418128967,65.3000030518
NC-139,1989-05-24,52.1835708618,74.0999984741
NC-139,1989-10-04,48.8808288574,67.3000030518
NC-139,1990-04-03,51.8210601807,69.3000030518
NC-139,1990-10-25,50.1142501831,65.5
NC-139,1991-02-25,53.519821167,57.5999984741
NC-139,1991-04-17,54.8642807007,74.8000030518
NC-139,1991-10-18,52.3413848877,67.5
NC-139,1992-04-06,54.1204032898,76.0
NC-139,1992-11-04,50.6974105835,67.0
NC-139,1993-04-23,55.6139259338,77.0
NC-139,1993-11-04,51.3335075378,69.0
NC-139,1994-04-07,51.5703582764,70.8000030518
NC-139,1994-10-20,48.2770500183,67.0
NC-139,1995-05-08,53.0984535217,79.3000030518
NC-139,1995-10-26,49.82787323,71.4000015259
NC-139,1996-04-19,53.5140838623,78.3000030518
NC-139,1996-10-22,51.7678794861,71.3000030518
NC-139,1997-04-30,57.8039665222,75.8000030518
NC-139,1997-05-09,57.8834686279,68.4000015259
NC-139,1997-10-07,55.0322761536,72.8000030518
NC-139,1998-05-14,56.7227554321,78.4000015259
NC-139,1998-12-17,53.3921089172,71.9000015259
NC-139,1999-05-18,58.1039047241,76.3000030518
NC-139,1999-10-22,55.3629112244,70.0
NC-139,2000-04-05,58.5500793457,76.8000030518
NC-139,2000-10-05,55.4561424255,66.8000030518
NC-139,2001-04-09,56.144618988,73.9000015259
NC-139,2001-10-12,50.3287620544,64.9000015259
NC-139,2002-04-09,53.9786148071,76.9000015259
NC-139,2002-10-07,49.6476325989,66.1999969482
NC-139,2003-04-07,54.5178947449,77.0999984741
NC-139,2003-10-03,52.1936531067,68.5999984741
NC-139,2004-04-12,56.4643936157,76.4000015259
NC-139,2004-10-12,52.2407646179,65.4000015259
NC-139,2005-04-12,57.3574714661,77.5999984741
NC-139,2005-10-04,56.0921287537,69.8000030518
NC-139,2006-04-28,61.4959869385,78.5
NC-139,2006-10-16,58.3211097717,69.4000015259
NC-139,2007-04-10,58.3835830688,71.0
NC-139,2007-10-09,52.8483085632,63.4000015259
NC-139,2008-04-21,54.9410743713,73.9000015259
NC-139,2008-10-06,49.6619758606,64.8000030518
NC-139,2009-04-06,51.1465911865,74.4000015259
NC-139,2009-10-12,47.0110435486,65.3000030518
NC-139,2010-04-13,50.9555778503,77.8000030518
NC-139,2010-10-20,49.8397865295,68.5999984741
NC-139,2011-04-19,54.740650177,77.9000015259
NC-139,2011-10-11,54.0500335693,70.8000030518
NC-139,2012-04-17,55.7660903931,76.3099975586
NC-139,2012-10-17,51.7685203552,67.6999969482
NC-139,2013-04-16,55.9225654602,74.5500030518
NC-139,2013-10-15,50.7537574768,64.1299972534
NC-139,2014-03-14,51.0547294617,66.8000030518
NC-139,2014-10-14,47.1233139038,60.7000007629
NC-139,2015-03-17,50.7344512939,73.5999984741
NC-139,2015-10-15,46.4471168518,63.0999984741
NC-139,2016-04-08,50.2918624878,76.4800033569
NC-139,2016-10-12,47.5254631042,66.2900009155
NC-139,2017-04-19,55.4023361206,77.5299987793
NC-139,2017-10-26,53.0101089478,67.1999969482
NC-139,2018-04-23,54.4773139954,70.9499969482
NC-139,2018-10-25,49.9418907166,64.3499984741
NC-139,2019-04-25,55.4051818848,77.0100021362
NC-142,2001-10-05,0.2454906106,-20.2999992371
NC-142,2002-01-04,36.0408325195,-13.5
NC-142,2002-04-04,39.6091461182,-11.1999998093
NC-142,2002-07-03,-3.80102539062,-17.0
NC-142,2002-10-09,-2.90489435196,-23.3999996185
NC-142,2003-04-08,40.9548454285,-11.3999996185
NC-142,2003-10-08,0.391751080751,-22.7999992371
NC-142,2004-04-13,24.9492454529,-13.3999996185
NC-142,2004-10-13,9.47543907166,-25.2000007629
NC-142,2005-04-13,37.8286628723,-12.3000001907
NC-142,2005-10-05,-1.09603893757,-23.5
NC-142,2006-05-04,38.4337387085,-11.1999998093
NC-142,2006-10-18,8.24994182587,-22.5
NC-142,2007-04-13,29.0955142975,-18.2000007629
NC-142,2007-10-11,4.32356643677,-27.7000007629
NC-142,2008-04-23,14.3599739075,-25.5
NC-142,2008-10-13,-6.79706859589,-32.4000015259
NC-142,2009-04-13,24.6309185028,-23.7999992371
NC-142,2009-10-15,3.27422213554,-34.5999984741
NC-142,2010-04-15,32.1810684204,-23.7000007629
NC-142,2010-10-22,13.7058887482,-23.7999992371
NC-142,2011-04-21,21.3571090698,-24.7999992371
NC-142,2011-10-19,11.7994213104,-24.1000003815
NC-142,2012-04-23,34.3994636536,-24.1000003815
NC-142,2012-10-25,7.08076715469,-24.6499996185
NC-142,2013-04-18,19.1804885864,-32.2000007629
NC-142,2013-10-23,-7.54660129547,-24.6000003815
NC-142,2014-03-17,21.4881057739,-24.7000007629
NC-142,2014-10-13,-10.5816926956,-26.5
NC-142,2015-03-11,11.0424051285,-32.2000007629
NC-142,2018-11-01,-4.26442241669,-23.7999992371
NC-142,2019-04-23,10.8147516251,-24.7999992371
NC-169,2014-04-24,205.060592651,228.199996948
NC-169,2014-10-24,196.228652954,200.600006104
NC-169,2015-03-25,203.94078064,230.0
NC-169,2015-10-12,193.875869751,203.669998169
NC-169,2016-04-25,209.132217407,233.399993896
NC-169,2016-10-24,199.340042114,202.600006104
NC-169,2017-04-26,220.598495483,240.800003052
NC-169,2017-10-31,205.572143555,192.300003052
NC-169,2018-03-30,208.480056763,239.600006104
NC-169,2018-11-29,199.755905151,210.0
NC-169,2019-04-29,216.224319458,233.160003662
NC-171,2014-04-28,194.949157715,214.600006104
NC-171,2014-10-01,186.092605591,172.300003052
NC-171,2015-03-18,193.091247559,217.119995117
NC-171,2015-08-10,185.668121338,158.100006104
NC-171,2015-10-23,183.404434204,164.0
NC-171,2015-11-16,183.141769409,173.550003052
NC-171,2015-12-29,185.724899292,198.38999939
NC-171,2016-01-25,189.368499756,212.699996948
NC-171,2016-03-28,196.652511597,226.0
NC-171,2016-04-06,197.27532959,224.160003662
NC-171,2016-05-25,195.859481812,202.729995728
NC-171,2016-06-15,194.095794678,192.050003052
NC-171,2016-07-18,191.509170532,176.330001831
NC-171,2016-08-30,188.531906128,163.949996948
NC-171,2016-09-26,187.553466797,167.100006104
NC-171,2016-10-18,188.118255615,173.880004883
NC-171,2016-11-18,190.276397705,195.100006104
NC-171,2016-12-28,194.625198364,214.779998779
NC-171,2017-01-30,199.685287476,226.949996948
NC-171,2017-02-27,203.773468018,230.61000061
NC-171,2017-03-28,205.936920166,226.460006714
NC-171,2017-04-06,206.29447937,224.779998779
NC-171,2017-05-30,204.700805664,202.800003052
NC-171,2017-06-22,202.390487671,183.589996338
NC-171,2017-07-17,199.942779541,175.729995728
NC-171,2017-08-29,196.386459351,161.419998169
NC-171,2017-09-13,195.643722534,168.199996948
NC-171,2017-10-25,193.717773438,174.0
NC-171,2017-11-27,193.077041626,194.490005493
NC-171,2017-12-28,191.987670898,204.880004883
NC-171,2018-01-22,193.624710083,213.570007324
NC-171,2018-02-28,194.072494507,216.289993286
NC-171,2018-03-29,196.993118286,223.600006104
NC-171,2018-04-19,198.786880493,223.759994507
NC-171,2018-05-30,198.097763062,189.600006104
NC-171,2018-06-12,196.856079102,185.800003052
NC-171,2018-07-10,194.527648926,158.449996948
NC-171,2018-08-16,191.723434448,148.5
NC-171,2018-09-19,190.025802612,143.130004883
NC-171,2018-10-24,189.140548706,164.149993896
NC-171,2018-12-31,190.264968872,199.600006104
NC-171,2019-01-30,193.960693359,215.399993896
NC-171,2019-03-05,199.14982605,225.63999939
NC-171,2019-03-28,201.675186157,226.960006714
NC-171,2019-04-11,202.438919067,226.330001831
NC-171,2019-05-22,204.618972778,216.529998779
NC-171,2019-06-14,203.542572021,206.970001221
NC-171,2019-07-23,199.854812622,192.0
NC-171,2019-08-21,197.550430298,179.850006104
NC-172,2014-10-23,193.542327881,172.25
NC-172,2015-03-18,203.835266113,208.5
NC-172,2015-10-23,190.686325073,167.919998169
NC-172,2016-04-06,208.941726685,209.949996948
NC-172,2016-10-18,197.223556519,171.070007324
NC-172,2017-04-12,220.013320923,223.600006104
NC-172,2017-10-23,203.757858276,171.970001221
NC-172,2018-04-19,210.872116089,219.399993896
NC-172,2018-11-15,197.72567749,162.699996948
NC-172,2019-04-17,215.699645996,220.479995728
NC-174,2014-04-28,217.311904907,233.869995117
NC-174,2014-10-23,206.790969849,191.699996948
NC-174,2015-10-27,202.317016602,185.199996948
NC-174,2016-04-19,221.037185669,223.199996948
NC-174,2017-04-26,237.714187622,245.149993896
NC-174,2018-04-19,225.667785645,238.5
NC-174,2018-11-15,214.374862671,193.800003052
NC-174,2019-04-19,229.990036011,244.199996948
NC-177,2014-04-28,125.134338379,139.580001831
NC-177,2014-10-01,117.241111755,135.039993286
NC-177,2015-03-16,124.329376221,139.649993896
NC-177,2015-10-07,116.695968628,135.949996948
NC-177,2016-04-06,125.508285522,140.580001831
NC-177,2016-10-12,118.255828857,136.619995117
NC-177,2017-04-06,129.872879028,140.869995117
NC-177,2017-10-25,123.0809021,136.880004883
NC-177,2018-04-19,126.746795654,140.410003662
NC-177,2018-10-29,120.119384766,137.199996948
NC-177,2019-04-11,127.739120483,140.740005493
NC-179,2014-04-25,56.6439323425,54.0999984741
NC-179,2014-10-20,51.0920181274,47.6500015259
NC-179,2015-03-18,57.4766273499,59.9399986267
NC-179,2015-10-12,50.6918296814,46.8499984741
NC-179,2016-04-08,58.3788261414,64.3399963379
NC-179,2016-10-20,52.9821166992,49.0400009155
NC-179,2017-04-17,61.7211914062,66.2200012207
NC-179,2017-10-26,56.3308181763,49.2599983215
NC-179,2018-04-23,59.0116691589,59.7599983215
NC-179,2018-11-15,53.6420211792,47.8800010681
NC-179,2019-04-09,61.2276153564,66.4800033569
NC-181,2014-04-25,85.847869873,70.8000030518
NC-181,2014-10-14,70.568901062,56.2000007629
NC-181,2015-03-16,76.9941177368,111.080001831
NC-181,2015-10-12,66.239906311,75.5999984741
NC-181,2016-04-08,79.1335983276,115.059997559
NC-181,2016-10-12,67.3560333252,54.4500007629
NC-181,2017-04-06,83.5907897949,117.349998474
NC-181,2017-10-26,75.3033752441,63.2000007629
NC-181,2018-04-23,85.8070297241,108.980003357
NC-181,2018-10-29,73.7485580444,76.9499969482
NC-181,2019-04-24,84.5702285767,113.88999939
NC-182,2014-04-28,14.573559761,-46.1300010681
NC-182,2014-10-14,1.9668545723,-69.6999969482
NC-182,2015-03-30,8.9193649292,-30.6700000763
NC-182,2015-08-10,-14.3892068863,-69.25
NC-182,2015-10-15,-0.473543703556,-75.5999984741
NC-182,2015-11-20,3.72350764275,-61.0
NC-182,2015-12-30,5.23385715485,-44.2700004578
NC-182,2016-01-26,7.33346128464,-24.2000007629
NC-182,2016-03-28,11.6136865616,-19.2199993134
NC-182,2016-04-15,12.1324100494,-30.1299991608
NC-182,2016-05-25,7.07637643814,-41.0699996948
NC-182,2016-06-15,-3.4402551651,-55.0999984741
NC-182,2016-07-19,-12.6959180832,-73.9199981689
NC-182,2016-08-30,-10.8677053452,-108.25
NC-182,2016-09-26,-2.97706055641,-94.1299972534
NC-182,2016-10-12,0.848002374172,-90.5
NC-182,2016-11-18,6.27029800415,-73.4199981689
NC-182,2016-12-29,9.45216751099,-44.0400009155
NC-182,2017-01-30,12.8070640564,-28.0200004578
NC-182,2017-02-27,15.5797233582,-16.0900001526
NC-182,2017-03-28,16.6828746796,-17.1499996185
NC-182,2017-04-20,17.8616333008,-11.8500003815
NC-182,2017-05-30,9.16471767426,-39.5999984741
NC-182,2017-06-22,0.120442979038,-55.3499984741
NC-182,2017-07-13,-5.37560558319,-68.8499984741
NC-182,2017-08-29,-7.35167598724,-88.5999984741
NC-182,2017-09-13,-1.36163938046,-95.2300033569
NC-182,2017-10-25,6.43665361404,-88.9000015259
NC-182,2017-11-27,9.93416213989,-75.0
NC-182,2017-12-29,11.4875421524,-64.8099975586
NC-182,2018-01-29,12.4651021957,-53.8100013733
NC-182,2018-02-21,11.480006218,-49.4000015259
NC-182,2018-03-29,13.2899341583,-39.5699996948
NC-182,2018-04-13,14.7014131546,-56.7200012207
NC-182,2018-05-30,7.45685195923,-56.3600006104
NC-182,2018-06-12,0.439829856157,-64.8799972534
NC-182,2018-07-10,-7.10383462906,-118.199996948
NC-182,2018-08-15,-8.89513206482,-101.050003052
NC-182,2018-09-19,-2.08091163635,-103.919998169
NC-182,2018-11-16,5.42606401443,-89.1699981689
NC-182,2018-12-31,8.65927505493,-82.6399993896
NC-182,2019-01-30,10.9295368195,-43.2000007629
NC-182,2019-03-05,13.6601486206,-29.6000003815
NC-182,2019-03-28,14.7783327103,-29.1299991608
NC-182,2019-04-25,12.5430898666,-37.4599990845
NC-182,2019-05-22,15.2400112152,-42.7799987793
NC-182,2019-06-12,5.19435691833,-62.6300010681
NC-182,2019-07-23,-7.98220777512,-84.5699996948
NC-182,2019-08-21,-9.49416065216,-97.9300003052
NC-182,2019-09-18,-0.896568417549,-98.5800018311
NC-183,2014-04-25,43.3754348755,33.75
NC-183,2014-10-14,39.2057762146,21.8500003815
NC-183,2015-03-17,41.2953300476,37.8499984741
NC-183,2015-10-15,38.4007644653,15.6000003815
NC-183,2016-04-20,41.4041786194,38.2000007629
NC-183,2016-10-12,38.9657592773,23.7199993134
NC-183,2017-04-19,44.7701072693,42.7900009155
NC-183,2017-10-26,43.7079620361,16.8899993896
NC-183,2018-04-17,44.8738327026,38.9900016785
NC-183,2018-10-25,41.6522827148,20.9300003052
NC-183,2019-04-25,44.7483291626,40.8499984741
NC-184,2014-04-28,49.9281463623,35.5999984741
NC-184,2014-10-14,44.4681396484,23.6000003815
NC-184,2015-03-17,47.7247810364,46.0
NC-184,2015-10-15,43.591468811,18.5499992371
NC-184,2016-04-08,47.7149124146,50.0900001526
NC-184,2016-10-12,44.4598579407,25.8600006104
NC-184,2017-04-19,52.724445343,53.8699989319
NC-184,2017-10-27,50.3208351135,25.5
NC-184,2018-04-17,52.0384407043,46.1599998474
NC-184,2018-10-30,47.5592956543,17.7999992371
NC-185,2014-04-25,51.0641288757,60.4300003052
NC-185,2014-10-14,46.3662643433,46.4500007629
NC-185,2015-03-18,49.5403060913,48.0
NC-185,2015-08-10,46.0778007507,52.0
NC-185,2015-10-15,45.6602210999,46.5099983215
NC-185,2015-11-20,46.0361251831,49.9199981689
NC-185,2015-12-30,46.3475608826,53.0299987793
NC-185,2016-01-26,46.8379745483,60.8699989319
NC-185,2016-03-28,48.7463722229,70.0199966431
NC-185,2016-04-20,49.4415588379,66.4899978638
NC-185,2016-05-31,49.4146957397,63.4199981689
NC-185,2016-06-15,48.5557441711,56.5
NC-185,2016-08-11,46.5069961548,55.5
NC-185,2016-09-26,46.0288925171,47.5
NC-185,2016-10-12,46.5836372375,51.4000015259
NC-185,2016-11-18,47.4639625549,55.7900009155
NC-185,2016-12-28,48.2676277161,62.2599983215
NC-185,2017-01-30,49.8449020386,70.6200027466
NC-185,2017-02-27,51.8893356323,72.5699996948
NC-185,2017-03-28,53.5278549194,71.8399963379
NC-185,2017-04-19,54.5417938232,71.2799987793
NC-185,2017-05-30,54.7919273376,65.0400009155
NC-185,2017-06-21,54.2945175171,59.5
NC-185,2017-07-14,53.5390319824,58.4000015259
NC-185,2017-08-29,52.0278663635,52.9799995422
NC-185,2017-09-13,52.0643424988,50.9000015259
NC-185,2017-11-27,52.6170730591,55.7999992371
NC-185,2017-12-29,52.53723526,55.7299995422
NC-185,2018-01-22,52.6807327271,58.5900001526
NC-185,2018-02-21,52.4753456116,57.4700012207
NC-185,2018-04-23,53.6342811584,56.3499984741
NC-185,2018-05-30,52.9498901367,47.5999984741
NC-185,2018-06-12,52.2423400879,38.0499992371
NC-185,2018-07-17,50.6113204956,46.4399986267
NC-185,2018-08-15,49.5229072571,44.6300010681
NC-185,2018-09-19,49.0434684753,43.2400016785
NC-185,2018-10-30,49.3026237488,38.7900009155
NC-185,2018-12-31,50.0184440613,56.8800010681
NC-185,2019-01-30,50.8585395813,66.0
NC-185,2019-03-28,54.0244903564,70.5500030518
NC-185,2019-05-22,55.749256134,67.2200012207
NC-185,2019-06-12,55.3618927002,60.1800003052
NC-185,2019-07-23,53.8206520081,49.0499992371
NC-185,2019-08-21,52.9262466431,46.8800010681
NC-185,2019-09-18,52.8103256226,35.4000015259
NC-186,2014-04-25,67.5483932495,7.80000019073
NC-186,2014-10-14,54.6702270508,5.0
NC-186,2015-03-20,61.8868675232,34.4000015259
NC-187,2015-03-20,61.402179718,-96.8000030518
NC-187,2015-10-15,52.0005264282,-31.1000003815
NC-187,2016-04-20,63.359588623,-96.2900009155
NC-187,2016-10-12,53.3609771729,-99.1500015259
NC-187,2017-04-17,71.7769012451,-44.3499984741
NC-187,2017-10-25,61.6553535461,-94.9899978638
NC-187,2018-04-09,69.9632110596,-98.6999969482
NC-187,2018-11-19,61.5169219971,-104.769996643
NC-188,2014-04-25,68.9794158936,-78.9499969482
NC-188,2014-10-14,53.2316856384,-79.4000015259
NC-188,2015-03-20,61.6512565613,-78.75
NC-188,2015-10-15,51.7390632629,-107.300003052
NC-188,2016-04-20,64.7799835205,-95.6299972534
NC-188,2017-04-17,74.768196106,-96.0899963379
NC-188,2017-10-25,62.1083106995,-112.36000061
NC-188,2018-04-09,71.9761428833,-95.3099975586
NC-188,2018-11-19,62.9323005676,-87.0999984741
NC-188,2019-04-24,71.0825576782,-86.1999969482
NC-189,2014-04-28,62.9928855896,65.1600036621
NC-189,2014-10-14,55.059047699,55.3499984741
NC-189,2015-03-20,61.9136734009,73.8399963379
NC-189,2015-10-15,54.3324279785,57.0400009155
NC-189,2016-10-12,55.5324554443,41.7299995422
NC-189,2017-04-17,70.9302749634,83.1500015259
NC-189,2017-10-31,62.3003997803,40.8400001526
