 sp  tstp    time
187     1  5676.5
187     1  5676.5
187     1  5676.5
187     2  5692.0
187     2  5692.0
187     2  5692.0
187     2  5692.0
188     1  5707.0
188     1  5707.0
188     1  5707.0
188     1  5707.0
188     2  5722.0
188     2  5722.0
188     2  5722.0
188     2  5722.0
189     1  5737.5
189     1  5737.5
189     1  5737.5
189     1  5737.5
189     2  5753.0
189     2  5753.0
189     2  5753.0
189     2  5753.0
190     1  5768.5
190     1  5768.5
190     1  5768.5
190     1  5768.5
190     2  5784.0
190     2  5784.0
190     2  5784.0
190     2  5784.0
191     1  5798.5
191     1  5798.5
191     1  5798.5
191     1  5798.5
191     2  5813.0
191     2  5813.0
191     2  5813.0
191     2  5813.0
192     1  5828.5
192     1  5828.5
192     1  5828.5
192     1  5828.5
192     2  5844.0
192     2  5844.0
192     2  5844.0
192     2  5844.0
193     1  5859.0
193     1  5859.0
193     1  5859.0
193     1  5859.0
193     2  5874.0
193     2  5874.0
193     2  5874.0
193     2  5874.0
194     1  5889.5
194     1  5889.5
194     1  5889.5
194     1  5889.5
194     2  5905.0
194     2  5905.0
194     2  5905.0
194     2  5905.0
195     1  5920.0
195     1  5920.0
195     1  5920.0
195     1  5920.0
195     2  5935.0
195     2  5935.0
195     2  5935.0
195     2  5935.0
196     1  5950.5
196     1  5950.5
196     1  5950.5
196     1  5950.5
196     2  5966.0
196     2  5966.0
196     2  5966.0
196     2  5966.0
197     1  5981.5
197     1  5981.5
197     1  5981.5
197     1  5981.5
197     2  5997.0
197     2  5997.0
197     2  5997.0
197     2  5997.0
198     1  6012.0
198     1  6012.0
198     1  6012.0
198     1  6012.0
198     2  6027.0
198     2  6027.0
198     2  6027.0
198     2  6027.0
199     1  6042.5
199     1  6042.5
199     1  6042.5
199     1  6042.5
199     2  6058.0
199     2  6058.0
199     2  6058.0
199     2  6058.0
200     1  6073.0
200     1  6073.0
200     1  6073.0
200     1  6073.0
200     2  6088.0
200     2  6088.0
200     2  6088.0
200     2  6088.0
201     1  6103.5
201     1  6103.5
201     1  6103.5
201     1  6103.5
201     2  6119.0
201     2  6119.0
201     2  6119.0
201     2  6119.0
202     1  6134.5
202     1  6134.5
202     1  6134.5
202     1  6134.5
202     2  6150.0
202     2  6150.0
202     2  6150.0
202     2  6150.0
203     1  6164.0
203     1  6164.0
203     1  6164.0
203     1  6164.0
203     2  6178.0
203     2  6178.0
203     2  6178.0
203     2  6178.0
204     1  6193.5
204     1  6193.5
204     1  6193.5
204     1  6193.5
204     2  6209.0
204     2  6209.0
204     2  6209.0
204     2  6209.0
205     1  6224.0
205     1  6224.0
205     1  6224.0
205     1  6224.0
205     2  6239.0
205     2  6239.0
205     2  6239.0
205     2  6239.0
206     1  6254.5
206     1  6254.5
206     1  6254.5
206     1  6254.5
206     2  6270.0
206     2  6270.0
206     2  6270.0
206     2  6270.0
207     1  6285.0
207     1  6285.0
207     1  6285.0
207     1  6285.0
207     2  6300.0
207     2  6300.0
207     2  6300.0
207     2  6300.0
208     1  6315.5
208     1  6315.5
208     1  6315.5
208     1  6315.5
208     2  6331.0
208     2  6331.0
208     2  6331.0
208     2  6331.0
209     1  6346.5
209     1  6346.5
209     1  6346.5
209     1  6346.5
209     2  6362.0
209     2  6362.0
209     2  6362.0
209     2  6362.0
210     1  6377.0
210     1  6377.0
210     1  6377.0
210     1  6377.0
210     2  6392.0
210     2  6392.0
210     2  6392.0
210     2  6392.0
211     1  6407.5
211     1  6407.5
211     1  6407.5
211     1  6407.5
211     2  6423.0
211     2  6423.0
211     2  6423.0
211     2  6423.0
212     1  6438.0
212     1  6438.0
212     1  6438.0
212     1  6438.0
212     2  6453.0
212     2  6453.0
212     2  6453.0
212     2  6453.0
213     1  6468.5
213     1  6468.5
213     1  6468.5
213     1  6468.5
213     2  6484.0
213     2  6484.0
213     2  6484.0
213     2  6484.0
214     1  6499.5
214     1  6499.5
214     1  6499.5
214     1  6499.5
214     2  6515.0
214     2  6515.0
214     2  6515.0
214     2  6515.0
215     1  6529.0
215     1  6529.0
215     1  6529.0
215     1  6529.0
215     2  6543.0
215     2  6543.0
215     2  6543.0
215     2  6543.0
216     1  6558.5
216     1  6558.5
216     1  6558.5
216     1  6558.5
216     2  6574.0
216     2  6574.0
216     2  6574.0
216     2  6574.0
217     1  6589.0
217     1  6589.0
217     1  6589.0
217     1  6589.0
217     2  6604.0
217     2  6604.0
217     2  6604.0
217     2  6604.0
218     1  6619.5
218     1  6619.5
218     1  6619.5
218     1  6619.5
218     2  6635.0
218     2  6635.0
218     2  6635.0
218     2  6635.0
219     1  6650.0
219     1  6650.0
219     1  6650.0
219     1  6650.0
219     2  6665.0
219     2  6665.0
219     2  6665.0
219     2  6665.0
220     1  6680.5
220     1  6680.5
220     1  6680.5
220     1  6680.5
220     2  6696.0
220     2  6696.0
220     2  6696.0
220     2  6696.0
221     1  6711.5
221     1  6711.5
221     1  6711.5
221     1  6711.5
221     2  6727.0
221     2  6727.0
221     2  6727.0
221     2  6727.0
222     1  6742.0
222     1  6742.0
222     1  6742.0
222     1  6742.0
222     2  6757.0
222     2  6757.0
222     2  6757.0
222     2  6757.0
223     1  6772.5
223     1  6772.5
223     1  6772.5
223     1  6772.5
223     2  6788.0
223     2  6788.0
223     2  6788.0
223     2  6788.0
224     1  6803.0
224     1  6803.0
224     1  6803.0
224     1  6803.0
224     2  6818.0
224     2  6818.0
224     2  6818.0
224     2  6818.0
225     1  6833.5
225     1  6833.5
225     1  6833.5
225     1  6833.5
225     2  6849.0
225     2  6849.0
225     2  6849.0
225     2  6849.0
226     1  6864.5
226     1  6864.5
226     1  6864.5
226     1  6864.5
226     2  6880.0
226     2  6880.0
226     2  6880.0
226     2  6880.0
227     1  6894.0
227     1  6894.0
227     1  6894.0
227     1  6894.0
227     2  6908.0
227     2  6908.0
227     2  6908.0
227     2  6908.0
228     1  6923.5
228     1  6923.5
228     1  6923.5
228     1  6923.5
228     2  6939.0
228     2  6939.0
228     2  6939.0
228     2  6939.0
229     1  6954.0
229     1  6954.0
229     1  6954.0
229     1  6954.0
229     2  6969.0
229     2  6969.0
229     2  6969.0
229     2  6969.0
230     1  6984.5
230     1  6984.5
230     1  6984.5
230     1  6984.5
230     2  7000.0
230     2  7000.0
230     2  7000.0
230     2  7000.0
231     1  7015.0
231     1  7015.0
231     1  7015.0
231     1  7015.0
231     2  7030.0
231     2  7030.0
231     2  7030.0
231     2  7030.0
232     1  7045.5
232     1  7045.5
232     1  7045.5
232     1  7045.5
232     2  7061.0
232     2  7061.0
232     2  7061.0
232     2  7061.0
233     1  7076.5
233     1  7076.5
233     1  7076.5
233     1  7076.5
233     2  7092.0
233     2  7092.0
233     2  7092.0
233     2  7092.0
234     1  7107.0
234     1  7107.0
234     1  7107.0
234     1  7107.0
234     2  7122.0
234     2  7122.0
234     2  7122.0
234     2  7122.0
235     1  7137.5
235     1  7137.5
235     1  7137.5
235     1  7137.5
235     2  7153.0
235     2  7153.0
235     2  7153.0
235     2  7153.0
236     1  7168.0
236     1  7168.0
236     1  7168.0
236     1  7168.0
236     2  7183.0
236     2  7183.0
236     2  7183.0
236     2  7183.0
237     1  7198.5
237     1  7198.5
237     1  7198.5
237     1  7198.5
237     2  7214.0
237     2  7214.0
237     2  7214.0
237     2  7214.0
238     1  7229.5
238     1  7229.5
238     1  7229.5
238     1  7229.5
238     2  7245.0
238     2  7245.0
238     2  7245.0
238     2  7245.0
239     1  7259.5
239     1  7259.5
239     1  7259.5
239     1  7259.5
239     2  7274.0
239     2  7274.0
239     2  7274.0
239     2  7274.0
240     1  7289.5
240     1  7289.5
240     1  7289.5
240     1  7289.5
240     2  7305.0
240     2  7305.0
240     2  7305.0
240     2  7305.0
241     1  7320.0
241     1  7320.0
241     1  7320.0
241     1  7320.0
241     2  7335.0
241     2  7335.0
241     2  7335.0
241     2  7335.0
242     1  7350.5
242     1  7350.5
242     1  7350.5
242     1  7350.5
242     2  7366.0
242     2  7366.0
242     2  7366.0
242     2  7366.0
243     1  7381.0
243     1  7381.0
243     1  7381.0
243     1  7381.0
243     2  7396.0
243     2  7396.0
243     2  7396.0
243     2  7396.0
244     1  7411.5
244     1  7411.5
244     1  7411.5
244     1  7411.5
244     2  7427.0
244     2  7427.0
244     2  7427.0
244     2  7427.0
245     1  7442.5
245     1  7442.5
245     1  7442.5
245     1  7442.5
245     2  7458.0
245     2  7458.0
245     2  7458.0
245     2  7458.0
246     1  7473.0
246     1  7473.0
246     1  7473.0
246     1  7473.0
246     2  7488.0
246     2  7488.0
246     2  7488.0
246     2  7488.0
247     1  7503.5
247     1  7503.5
247     1  7503.5
247     1  7503.5
247     2  7519.0
247     2  7519.0
247     2  7519.0
247     2  7519.0
248     1  7534.0
248     1  7534.0
248     1  7534.0
248     1  7534.0
248     2  7549.0
248     2  7549.0
248     2  7549.0
248     2  7549.0
249     1  7564.5
249     1  7564.5
249     1  7564.5
249     1  7564.5
249     2  7580.0
249     2  7580.0
249     2  7580.0
249     2  7580.0
250     1  7595.5
250     1  7595.5
250     1  7595.5
250     1  7595.5
250     2  7611.0
250     2  7611.0
250     2  7611.0
250     2  7611.0
251     1  7625.0
251     1  7625.0
251     1  7625.0
251     1  7625.0
251     2  7639.0
251     2  7639.0
251     2  7639.0
251     2  7639.0
252     1  7654.5
252     1  7654.5
252     1  7654.5
252     1  7654.5
252     2  7670.0
252     2  7670.0
252     2  7670.0
252     2  7670.0
253     1  7685.0
253     1  7685.0
253     1  7685.0
253     1  7685.0
253     2  7700.0
253     2  7700.0
253     2  7700.0
253     2  7700.0
254     1  7715.5
254     1  7715.5
254     1  7715.5
254     1  7715.5
254     2  7731.0
254     2  7731.0
254     2  7731.0
254     2  7731.0
255     1  7746.0
255     1  7746.0
255     1  7746.0
255     1  7746.0
255     2  7761.0
255     2  7761.0
255     2  7761.0
255     2  7761.0
256     1  7776.5
256     1  7776.5
256     1  7776.5
256     1  7776.5
256     2  7792.0
256     2  7792.0
256     2  7792.0
256     2  7792.0
257     1  7807.5
257     1  7807.5
257     1  7807.5
257     1  7807.5
257     2  7823.0
257     2  7823.0
257     2  7823.0
257     2  7823.0
258     1  7838.0
258     1  7838.0
258     1  7838.0
258     1  7838.0
258     2  7853.0
258     2  7853.0
258     2  7853.0
258     2  7853.0
259     1  7868.5
259     1  7868.5
259     1  7868.5
259     1  7868.5
259     2  7884.0
259     2  7884.0
259     2  7884.0
259     2  7884.0
260     1  7899.0
260     1  7899.0
260     1  7899.0
260     1  7899.0
260     2  7914.0
260     2  7914.0
260     2  7914.0
260     2  7914.0
261     1  7929.5
261     1  7929.5
261     1  7929.5
261     1  7929.5
261     2  7945.0
261     2  7945.0
261     2  7945.0
261     2  7945.0
262     1  7960.5
262     1  7960.5
262     1  7960.5
262     1  7960.5
262     2  7976.0
262     2  7976.0
262     2  7976.0
262     2  7976.0
263     1  7990.0
263     1  7990.0
263     1  7990.0
263     1  7990.0
263     2  8004.0
263     2  8004.0
263     2  8004.0
263     2  8004.0
264     1  8019.5
264     1  8019.5
264     1  8019.5
264     1  8019.5
264     2  8035.0
264     2  8035.0
264     2  8035.0
264     2  8035.0
265     1  8050.0
265     1  8050.0
265     1  8050.0
265     1  8050.0
265     2  8065.0
265     2  8065.0
265     2  8065.0
265     2  8065.0
266     1  8080.5
266     1  8080.5
266     1  8080.5
266     1  8080.5
266     2  8096.0
266     2  8096.0
266     2  8096.0
266     2  8096.0
267     1  8111.0
267     1  8111.0
267     1  8111.0
267     1  8111.0
267     2  8126.0
267     2  8126.0
267     2  8126.0
267     2  8126.0
268     1  8141.5
268     1  8141.5
268     1  8141.5
268     1  8141.5
268     2  8157.0
268     2  8157.0
268     2  8157.0
268     2  8157.0
269     1  8172.5
269     1  8172.5
269     1  8172.5
269     1  8172.5
269     2  8188.0
269     2  8188.0
269     2  8188.0
269     2  8188.0
270     1  8203.0
270     1  8203.0
270     1  8203.0
270     1  8203.0
270     2  8218.0
270     2  8218.0
270     2  8218.0
270     2  8218.0
271     1  8233.5
271     1  8233.5
271     1  8233.5
271     1  8233.5
271     2  8249.0
271     2  8249.0
271     2  8249.0
271     2  8249.0
272     1  8264.0
272     1  8264.0
272     1  8264.0
272     1  8264.0
272     2  8279.0
272     2  8279.0
272     2  8279.0
272     2  8279.0
273     1  8294.5
273     1  8294.5
273     1  8294.5
273     1  8294.5
273     2  8310.0
273     2  8310.0
273     2  8310.0
273     2  8310.0
274     1  8325.5
274     1  8325.5
274     1  8325.5
274     1  8325.5
274     2  8341.0
274     2  8341.0
274     2  8341.0
274     2  8341.0
275     1  8355.0
275     1  8355.0
275     1  8355.0
275     1  8355.0
275     2  8369.0
275     2  8369.0
275     2  8369.0
275     2  8369.0
276     1  8384.5
276     1  8384.5
276     1  8384.5
276     1  8384.5
276     2  8400.0
276     2  8400.0
276     2  8400.0
276     2  8400.0
277     1  8415.0
277     1  8415.0
277     1  8415.0
277     1  8415.0
277     2  8430.0
277     2  8430.0
277     2  8430.0
277     2  8430.0
278     1  8445.5
278     1  8445.5
278     1  8445.5
278     1  8445.5
278     2  8461.0
278     2  8461.0
278     2  8461.0
278     2  8461.0
279     1  8476.0
279     1  8476.0
279     1  8476.0
279     1  8476.0
279     2  8491.0
279     2  8491.0
279     2  8491.0
279     2  8491.0
280     1  8506.5
280     1  8506.5
280     1  8506.5
280     1  8506.5
280     2  8522.0
280     2  8522.0
280     2  8522.0
280     2  8522.0
281     1  8537.5
281     1  8537.5
281     1  8537.5
281     1  8537.5
281     2  8553.0
281     2  8553.0
281     2  8553.0
281     2  8553.0
282     1  8568.0
282     1  8568.0
282     1  8568.0
282     1  8568.0
282     2  8583.0
282     2  8583.0
282     2  8583.0
282     2  8583.0
283     1  8598.5
283     1  8598.5
283     1  8598.5
283     1  8598.5
283     2  8614.0
283     2  8614.0
283     2  8614.0
283     2  8614.0
284     1  8629.0
284     1  8629.0
284     1  8629.0
284     1  8629.0
284     2  8644.0
284     2  8644.0
284     2  8644.0
284     2  8644.0
285     1  8659.5
285     1  8659.5
285     1  8659.5
285     1  8659.5
285     2  8675.0
285     2  8675.0
285     2  8675.0
285     2  8675.0
286     1  8690.5
286     1  8690.5
286     1  8690.5
286     1  8690.5
286     2  8706.0
286     2  8706.0
286     2  8706.0
286     2  8706.0
287     1  8720.5
287     1  8720.5
287     1  8720.5
287     1  8720.5
287     2  8735.0
287     2  8735.0
287     2  8735.0
287     2  8735.0
288     1  8750.5
288     1  8750.5
288     1  8750.5
288     1  8750.5
288     2  8766.0
288     2  8766.0
288     2  8766.0
288     2  8766.0
289     1  8781.0
289     1  8781.0
289     1  8781.0
289     1  8781.0
289     2  8796.0
289     2  8796.0
289     2  8796.0
289     2  8796.0
290     1  8811.5
290     1  8811.5
290     1  8811.5
290     1  8811.5
290     2  8827.0
290     2  8827.0
290     2  8827.0
290     2  8827.0
291     1  8842.0
291     1  8842.0
291     1  8842.0
291     1  8842.0
291     2  8857.0
291     2  8857.0
291     2  8857.0
291     2  8857.0
292     1  8872.5
292     1  8872.5
292     1  8872.5
292     1  8872.5
292     2  8888.0
292     2  8888.0
292     2  8888.0
292     2  8888.0
293     1  8903.5
293     1  8903.5
293     1  8903.5
293     1  8903.5
293     2  8919.0
293     2  8919.0
293     2  8919.0
293     2  8919.0
294     1  8934.0
294     1  8934.0
294     1  8934.0
294     1  8934.0
294     2  8949.0
294     2  8949.0
294     2  8949.0
294     2  8949.0
295     1  8964.5
295     1  8964.5
295     1  8964.5
295     1  8964.5
295     2  8980.0
295     2  8980.0
295     2  8980.0
295     2  8980.0
296     1  8995.0
296     1  8995.0
296     1  8995.0
296     1  8995.0
296     2  9010.0
296     2  9010.0
296     2  9010.0
296     2  9010.0
297     1  9025.5
297     1  9025.5
297     1  9025.5
297     1  9025.5
297     2  9041.0
297     2  9041.0
297     2  9041.0
297     2  9041.0
298     1  9056.5
298     1  9056.5
298     1  9056.5
298     1  9056.5
298     2  9072.0
298     2  9072.0
298     2  9072.0
298     2  9072.0
299     1  9086.0
299     1  9086.0
299     1  9086.0
299     1  9086.0
299     2  9100.0
299     2  9100.0
299     2  9100.0
299     2  9100.0
300     1  9115.5
300     1  9115.5
300     1  9115.5
300     1  9115.5
300     2  9131.0
300     2  9131.0
300     2  9131.0
300     2  9131.0
301     1  9146.0
301     1  9146.0
301     1  9146.0
301     1  9146.0
301     2  9161.0
301     2  9161.0
301     2  9161.0
301     2  9161.0
302     1  9176.5
302     1  9176.5
302     1  9176.5
302     1  9176.5
302     2  9192.0
302     2  9192.0
302     2  9192.0
302     2  9192.0
303     1  9207.0
303     1  9207.0
303     1  9207.0
303     1  9207.0
303     2  9222.0
303     2  9222.0
303     2  9222.0
303     2  9222.0
304     1  9237.5
304     1  9237.5
304     1  9237.5
304     1  9237.5
304     2  9253.0
304     2  9253.0
304     2  9253.0
304     2  9253.0
305     1  9268.5
305     1  9268.5
305     1  9268.5
305     1  9268.5
305     2  9284.0
305     2  9284.0
305     2  9284.0
305     2  9284.0
306     1  9299.0
306     1  9299.0
306     1  9299.0
306     1  9299.0
306     2  9314.0
306     2  9314.0
306     2  9314.0
306     2  9314.0
307     1  9329.5
307     1  9329.5
307     1  9329.5
307     1  9329.5
307     2  9345.0
307     2  9345.0
307     2  9345.0
307     2  9345.0
308     1  9360.0
308     1  9360.0
308     1  9360.0
308     1  9360.0
308     2  9375.0
308     2  9375.0
308     2  9375.0
308     2  9375.0
309     1  9390.5
309     1  9390.5
309     1  9390.5
309     1  9390.5
309     2  9406.0
309     2  9406.0
309     2  9406.0
309     2  9406.0
310     1  9421.5
310     1  9421.5
310     1  9421.5
310     1  9421.5
310     2  9437.0
310     2  9437.0
310     2  9437.0
310     2  9437.0
311     1  9451.0
311     1  9451.0
311     1  9451.0
311     1  9451.0
311     2  9465.0
311     2  9465.0
311     2  9465.0
311     2  9465.0
312     1  9480.5
312     1  9480.5
312     1  9480.5
312     1  9480.5
312     2  9496.0
312     2  9496.0
312     2  9496.0
312     2  9496.0
313     1  9511.0
313     1  9511.0
313     1  9511.0
313     1  9511.0
313     2  9526.0
313     2  9526.0
313     2  9526.0
313     2  9526.0
314     1  9541.5
314     1  9541.5
314     1  9541.5
314     1  9541.5
314     2  9557.0
314     2  9557.0
314     2  9557.0
314     2  9557.0
315     1  9572.0
315     1  9572.0
315     1  9572.0
315     1  9572.0
315     2  9587.0
315     2  9587.0
315     2  9587.0
315     2  9587.0
316     1  9602.5
316     1  9602.5
316     1  9602.5
316     1  9602.5
316     2  9618.0
316     2  9618.0
316     2  9618.0
316     2  9618.0
317     1  9633.5
317     1  9633.5
317     1  9633.5
317     1  9633.5
317     2  9649.0
317     2  9649.0
317     2  9649.0
317     2  9649.0
318     1  9664.0
318     1  9664.0
318     1  9664.0
318     1  9664.0
318     2  9679.0
318     2  9679.0
318     2  9679.0
318     2  9679.0
319     1  9694.5
319     1  9694.5
319     1  9694.5
319     1  9694.5
319     2  9710.0
319     2  9710.0
319     2  9710.0
319     2  9710.0
320     1  9725.0
320     1  9725.0
320     1  9725.0
320     1  9725.0
320     2  9740.0
320     2  9740.0
320     2  9740.0
320     2  9740.0
321     1  9755.5
321     1  9755.5
321     1  9755.5
321     1  9755.5
321     2  9771.0
321     2  9771.0
321     2  9771.0
321     2  9771.0
322     1  9786.5
322     1  9786.5
322     1  9786.5
322     1  9786.5
322     2  9802.0
322     2  9802.0
322     2  9802.0
322     2  9802.0
323     1  9816.0
323     1  9816.0
323     1  9816.0
323     1  9816.0
323     2  9830.0
323     2  9830.0
323     2  9830.0
323     2  9830.0
324     1  9845.5
324     1  9845.5
324     1  9845.5
324     1  9845.5
324     2  9861.0
324     2  9861.0
324     2  9861.0
324     2  9861.0
325     1  9876.0
325     1  9876.0
325     1  9876.0
325     1  9876.0
325     2  9891.0
325     2  9891.0
325     2  9891.0
325     2  9891.0
326     1  9906.5
326     1  9906.5
326     1  9906.5
326     1  9906.5
326     2  9922.0
326     2  9922.0
326     2  9922.0
326     2  9922.0
327     1  9937.0
327     1  9937.0
327     1  9937.0
327     1  9937.0
327     2  9952.0
327     2  9952.0
327     2  9952.0
327     2  9952.0
328     1  9967.5
328     1  9967.5
328     1  9967.5
328     1  9967.5
328     2  9983.0
328     2  9983.0
328     2  9983.0
328     2  9983.0
329     1  9998.5
329     1  9998.5
329     1  9998.5
329     1  9998.5
329     2 10014.0
329     2 10014.0
329     2 10014.0
329     2 10014.0
330     1 10029.0
330     1 10029.0
330     1 10029.0
330     1 10029.0
330     2 10044.0
330     2 10044.0
330     2 10044.0
330     2 10044.0
331     1 10059.5
331     1 10059.5
331     1 10059.5
331     1 10059.5
331     2 10075.0
331     2 10075.0
331     2 10075.0
331     2 10075.0
332     1 10090.0
332     1 10090.0
332     1 10090.0
332     1 10090.0
332     2 10105.0
332     2 10105.0
332     2 10105.0
332     2 10105.0
333     1 10120.5
333     1 10120.5
333     1 10120.5
333     1 10120.5
333     2 10136.0
333     2 10136.0
333     2 10136.0
333     2 10136.0
334     1 10151.5
334     1 10151.5
334     1 10151.5
334     1 10151.5
334     2 10167.0
334     2 10167.0
334     2 10167.0
334     2 10167.0
335     1 10181.5
335     1 10181.5
335     1 10181.5
335     1 10181.5
335     2 10196.0
335     2 10196.0
335     2 10196.0
335     2 10196.0
336     1 10211.5
336     1 10211.5
336     1 10211.5
336     1 10211.5
336     2 10227.0
336     2 10227.0
336     2 10227.0
336     2 10227.0
337     1 10242.0
337     1 10242.0
337     1 10242.0
337     1 10242.0
337     2 10257.0
337     2 10257.0
337     2 10257.0
337     2 10257.0
338     1 10272.5
338     1 10272.5
338     1 10272.5
338     1 10272.5
338     2 10288.0
338     2 10288.0
338     2 10288.0
338     2 10288.0
339     1 10303.0
339     1 10303.0
339     1 10303.0
339     1 10303.0
339     2 10318.0
339     2 10318.0
339     2 10318.0
339     2 10318.0
340     1 10333.5
340     1 10333.5
340     1 10333.5
340     1 10333.5
340     2 10349.0
340     2 10349.0
340     2 10349.0
340     2 10349.0
341     1 10364.5
341     1 10364.5
341     1 10364.5
341     1 10364.5
341     2 10380.0
341     2 10380.0
341     2 10380.0
341     2 10380.0
342     1 10395.0
342     1 10395.0
342     1 10395.0
342     1 10395.0
342     2 10410.0
342     2 10410.0
342     2 10410.0
342     2 10410.0
343     1 10425.5
343     1 10425.5
343     1 10425.5
343     1 10425.5
343     2 10441.0
343     2 10441.0
343     2 10441.0
343     2 10441.0
344     1 10456.0
344     1 10456.0
344     1 10456.0
344     1 10456.0
344     2 10471.0
344     2 10471.0
344     2 10471.0
344     2 10471.0
345     1 10486.5
345     1 10486.5
345     1 10486.5
345     1 10486.5
345     2 10502.0
345     2 10502.0
345     2 10502.0
345     2 10502.0
346     1 10517.5
346     1 10517.5
346     1 10517.5
346     1 10517.5
346     2 10533.0
346     2 10533.0
346     2 10533.0
346     2 10533.0
347     1 10547.0
347     1 10547.0
347     1 10547.0
347     1 10547.0
347     2 10561.0
347     2 10561.0
347     2 10561.0
347     2 10561.0
348     1 10576.5
348     1 10576.5
348     1 10576.5
348     1 10576.5
348     2 10592.0
348     2 10592.0
348     2 10592.0
348     2 10592.0
349     1 10607.0
349     1 10607.0
349     1 10607.0
349     1 10607.0
349     2 10622.0
349     2 10622.0
349     2 10622.0
349     2 10622.0
350     1 10637.5
350     1 10637.5
350     1 10637.5
350     1 10637.5
350     2 10653.0
350     2 10653.0
350     2 10653.0
350     2 10653.0
351     1 10668.0
351     1 10668.0
351     1 10668.0
351     1 10668.0
351     2 10683.0
351     2 10683.0
351     2 10683.0
351     2 10683.0
352     1 10698.5
352     1 10698.5
352     1 10698.5
352     1 10698.5
352     2 10714.0
352     2 10714.0
352     2 10714.0
352     2 10714.0
353     1 10729.5
353     1 10729.5
353     1 10729.5
353     1 10729.5
353     2 10745.0
353     2 10745.0
353     2 10745.0
353     2 10745.0
354     1 10760.0
354     1 10760.0
354     1 10760.0
354     1 10760.0
354     2 10775.0
354     2 10775.0
354     2 10775.0
354     2 10775.0
355     1 10790.5
355     1 10790.5
355     1 10790.5
355     1 10790.5
355     2 10806.0
355     2 10806.0
355     2 10806.0
355     2 10806.0
356     1 10821.0
356     1 10821.0
356     1 10821.0
356     1 10821.0
356     2 10836.0
356     2 10836.0
356     2 10836.0
356     2 10836.0
357     1 10851.5
357     1 10851.5
357     1 10851.5
357     1 10851.5
357     2 10867.0
357     2 10867.0
357     2 10867.0
357     2 10867.0
358     1 10882.5
358     1 10882.5
358     1 10882.5
358     1 10882.5
358     2 10898.0
358     2 10898.0
358     2 10898.0
358     2 10898.0
359     1 10912.0
359     1 10912.0
359     1 10912.0
359     1 10912.0
359     2 10926.0
359     2 10926.0
359     2 10926.0
359     2 10926.0
360     1 10941.5
360     1 10941.5
360     1 10941.5
360     1 10941.5
360     2 10957.0
360     2 10957.0
360     2 10957.0
360     2 10957.0
361     1 10972.0
361     1 10972.0
361     1 10972.0
361     1 10972.0
361     2 10987.0
361     2 10987.0
361     2 10987.0
361     2 10987.0
362     1 11002.5
362     1 11002.5
362     1 11002.5
362     1 11002.5
362     2 11018.0
362     2 11018.0
362     2 11018.0
362     2 11018.0
363     1 11033.0
363     1 11033.0
363     1 11033.0
363     1 11033.0
363     2 11048.0
363     2 11048.0
363     2 11048.0
363     2 11048.0
364     1 11063.5
364     1 11063.5
364     1 11063.5
364     1 11063.5
364     2 11079.0
364     2 11079.0
364     2 11079.0
364     2 11079.0
365     1 11094.5
365     1 11094.5
365     1 11094.5
365     1 11094.5
365     2 11110.0
365     2 11110.0
365     2 11110.0
365     2 11110.0
366     1 11125.0
366     1 11125.0
366     1 11125.0
366     1 11125.0
366     2 11140.0
366     2 11140.0
366     2 11140.0
366     2 11140.0
367     1 11155.5
367     1 11155.5
367     1 11155.5
367     1 11155.5
367     2 11171.0
367     2 11171.0
367     2 11171.0
367     2 11171.0
368     1 11186.0
368     1 11186.0
368     1 11186.0
368     1 11186.0
368     2 11201.0
368     2 11201.0
368     2 11201.0
368     2 11201.0
369     1 11216.5
369     1 11216.5
369     1 11216.5
369     1 11216.5
369     2 11232.0
369     2 11232.0
369     2 11232.0
369     2 11232.0
370     1 11247.5
370     1 11247.5
370     1 11247.5
370     1 11247.5
370     2 11263.0
370     2 11263.0
370     2 11263.0
370     2 11263.0
371     1 11277.0
371     1 11277.0
371     1 11277.0
371     1 11277.0
371     2 11291.0
371     2 11291.0
371     2 11291.0
371     2 11291.0
372     1 11306.5
372     1 11306.5
372     1 11306.5
372     1 11306.5
372     2 11322.0
372     2 11322.0
372     2 11322.0
372     2 11322.0
373     1 11337.0
373     1 11337.0
373     1 11337.0
373     1 11337.0
373     2 11352.0
373     2 11352.0
373     2 11352.0
373     2 11352.0
374     1 11367.5
374     1 11367.5
374     1 11367.5
374     1 11367.5
374     2 11383.0
374     2 11383.0
374     2 11383.0
374     2 11383.0
375     1 11398.0
375     1 11398.0
375     1 11398.0
375     1 11398.0
375     2 11413.0
375     2 11413.0
375     2 11413.0
375     2 11413.0
376     1 11428.5
376     1 11428.5
376     1 11428.5
376     1 11428.5
376     2 11444.0
376     2 11444.0
376     2 11444.0
376     2 11444.0
377     1 11459.5
377     1 11459.5
377     1 11459.5
377     1 11459.5
377     2 11475.0
377     2 11475.0
377     2 11475.0
377     2 11475.0
378     1 11490.0
378     1 11490.0
378     1 11490.0
378     1 11490.0
378     2 11505.0
378     2 11505.0
378     2 11505.0
378     2 11505.0
379     1 11520.5
379     1 11520.5
379     1 11520.5
379     1 11520.5
379     2 11536.0
379     2 11536.0
379     2 11536.0
379     2 11536.0
380     1 11551.0
380     1 11551.0
380     1 11551.0
380     1 11551.0
380     2 11566.0
380     2 11566.0
380     2 11566.0
380     2 11566.0
381     1 11581.5
381     1 11581.5
381     1 11581.5
