MF6Name,Well_Name,x,y,layer,mag,mag2,nInterp,localx,localy,Row,Column,nInterp,ibound1,ibound2,ibound3,ibound4,Column1,Column2,Column3,Column4,Row1,Row2,Row3,Row4,Weight1,Weight2,Weight3,Weight4,Node,Node1,Node2,Node3,Node4
H110A,324006104210801,560690.3,3614717.1,1,,,4,50627.30000000005,26793.100000000093,633,252,4,1,1,1,1,252,253,252,253,633,633,634,634,0.5730015691101383,0.11468235676293476,0.2602323448317416,0.05208372929518529,187324,187324,187325,187620,187621
H111A,323929104210703,560723.3,3613577.9,1,,,4,50660.30000000005,25653.899999999907,639,252,4,1,1,1,1,252,253,252,253,638,638,639,639,0.01656613257315772,0.008189295724869577,0.6526257866180702,0.32261878508390246,189100,188804,188805,189100,189101
H112A,HQ Home Houghtaling,544855.0,3612402.6,3,,,4,34792.0,24478.600000000093,645,173,4,1,1,1,1,173,174,173,174,644,644,645,645,0.10031128857299987,0.08206364183368467,0.449716548856805,0.3679085207365104,190797,190501,190502,190797,190798
H113A,SKP-2,558038.1,3611444.2,1,,,4,47975.09999999998,23520.200000000186,650,239,4,1,1,1,1,238,239,238,239,649,649,650,650,0.007209445395260441,0.41098827988982795,0.010029876961994633,0.571772397752917,192343,192046,192047,192342,192343
H114A,323818104405701,529730.9,3611250.1,3,,,4,19667.900000000023,23326.100000000093,651,98,4,1,1,1,1,98,99,98,99,650,650,651,651,0.3315983471449381,0.12173419083356467,0.39986987841768995,0.14679758360380735,192498,192202,192203,192498,192499
H115A,323810104221601,558940.2,3611134.4,1,,,4,48877.19999999995,23210.399999999907,651,243,4,1,1,1,1,243,244,243,244,651,651,652,652,0.46801250489509194,0.41017885754761874,0.06491519732382277,0.05689344023346649,192643,192643,192644,192939,192940
H116A,Middle Well,541521.9,3611130.3,3,,,4,31458.900000000023,23206.299999999814,651,157,4,1,1,1,1,156,157,156,157,651,651,652,652,0.10187905518926507,0.755931332147598,0.016887349010567803,0.12530226365256922,192557,192556,192557,192852,192853
H117A,Alfredo,557868.9,3610134.2,1,,,4,47805.90000000002,22210.200000000186,656,238,4,1,1,1,1,238,239,238,239,656,656,657,657,0.7778399771678467,0.12838765347002395,0.08048739100161079,0.013284978360518607,194118,194118,194119,194414,194415
H118A,NA1,557926.3,3610082.2,3,,,4,47863.30000000005,22158.200000000186,656,238,4,1,1,1,1,238,239,238,239,656,656,657,657,0.37114935407312494,0.2765878605940213,0.2018443626208403,0.15041842271201347,194118,194118,194119,194414,194415
H119A,ISCE,557154.3,3610075.7,3,,,4,47091.30000000005,22151.700000000186,656,235,4,1,1,1,1,234,235,234,235,656,656,657,657,0.2526829251317156,0.3627429875390901,0.15789927482007113,0.22667481250912316,194115,194114,194115,194410,194411
H120A,Bobbies,558335.4,3609926.2,1,,,4,48272.40000000002,22002.200000000186,657,240,4,1,1,1,1,240,241,240,241,657,657,658,658,0.4704741631705999,0.4017918035843686,0.06889591556911381,0.0588381176759176,194416,194416,194417,194712,194713
H121A,No. 2 Shallow,557415.7,3609650.4,1,,,4,47352.69999999995,21726.399999999907,658,236,4,1,1,1,1,235,236,235,236,658,658,659,659,0.055726853750318085,0.4455457144508113,0.05544390899518763,0.4432835228036829,194708,194707,194708,195003,195004
H122A,NA2,557982.5,3608938.9,3,,,4,47919.5,21014.899999999907,662,239,4,1,1,1,1,238,239,238,239,662,662,663,663,0.2831803162709034,0.6812474257153388,0.010444912393395065,0.025127345620362763,195895,195894,195895,196190,196191
H123A,323705104225501,557933.3,3608898.6,1,,,4,47870.30000000005,20974.600000000093,662,238,4,1,1,1,1,238,239,238,239,662,662,663,663,0.41123501994968026,0.3528626496601765,0.12696190997899517,0.10894042041114811,195894,195894,195895,196190,196191
H124A,ISCB,554350.8,3607919.3,3,,,4,44287.80000000005,19995.299999999814,667,221,4,1,1,1,1,220,221,220,221,667,667,668,668,0.31064841881685923,0.5853787823274872,0.03604688063400531,0.06792591822164824,197357,197356,197357,197652,197653
H125A,323615104220801,559169.7,3607594.4,1,,,4,49106.69999999995,19670.399999999907,669,245,4,1,1,1,1,244,245,244,245,668,668,669,669,0.11016134635551908,0.1707978519260206,0.28192884691564096,0.43711195480281934,197973,197676,197677,197972,197973
H126A,ISCK,552163.0,3607301.3,3,,,4,42100.0,19377.299999999814,670,210,4,1,1,1,1,209,210,209,210,670,670,671,671,0.18307123857874433,0.6408967881442327,0.03911121588716663,0.13692075738985643,198234,198233,198234,198529,198530
H127A,Cass Well,532555.3,3607197.9,3,,,4,22492.300000000047,19273.899999999907,671,112,4,1,1,1,1,112,113,112,113,670,670,671,671,0.2143322790493614,0.09563749745536895,0.47712958367224667,0.21290063982302299,198432,198136,198137,198432,198433
H128A,Point,554598.2,3607178.1,3,,,4,44535.19999999995,19254.100000000093,671,222,4,1,1,1,1,221,222,221,222,670,670,671,671,0.02472478802224221,0.18681979163302284,0.09215264775292133,0.6963027725918136,198542,198245,198246,198541,198542
H129A,Mateo,554406.2,3606890.1,3,,,4,44343.19999999995,18966.100000000093,672,221,4,1,1,1,1,220,221,220,221,672,672,673,673,0.05561004921125284,0.7242953035291951,0.015693537840495268,0.2044011094190569,198837,198836,198837,199132,199133
H130A,Shouse,551958.0,3606859.0,3,,,4,41895.0,18935.0,672,209,4,1,1,1,1,208,209,208,209,672,672,673,673,0.1508438535701797,0.4744643465411605,0.09038735616498926,0.2843044437236706,198825,198824,198825,199120,199121
H131A,323546104251601,554274.2,3606673.4,1,,,4,44211.19999999995,18749.399999999907,673,220,4,1,1,1,1,220,221,220,221,673,673,674,674,0.5111915442683552,0.1915047096085412,0.2162800217860008,0.08102372433710271,199132,199132,199133,199428,199429
H132A,323542104242701,555522.6,3606544.5,1,,,4,45459.59999999998,18620.5,674,226,4,1,1,1,1,226,227,226,227,673,673,674,674,0.0323140181786887,0.02962426226352507,0.4893991767627908,0.4486625427949954,199434,199138,199139,199434,199435
H133A,323541104243101,555448.2,3606525.9,1,,,4,45385.19999999995,18601.899999999907,674,226,4,1,1,1,1,226,227,226,227,674,674,675,675,0.8643415581134137,0.10513668892342191,0.027211770447833294,0.0033099825153310716,199434,199434,199435,199730,199731
H134A,ISCJ,551927.9,3606507.4,3,,,4,41864.90000000002,18583.399999999907,674,209,4,1,1,1,1,208,209,208,209,674,674,675,675,0.34298334646025325,0.5345319641254593,0.04787404636554619,0.07461064304874127,199417,199416,199417,199712,199713
H135A,Field7B,555478.3,3606490.1,1,,,4,45415.30000000005,18566.100000000093,674,226,4,1,1,1,1,226,227,226,227,674,674,675,675,0.58724834724694,0.20426919033405366,0.15467879822309785,0.053803664195908533,199434,199434,199435,199730,199731
H136A,ISCC,554329.6,3606302.9,3,,,4,44266.59999999998,18378.899999999907,675,221,4,1,1,1,1,220,221,220,221,675,675,676,676,0.3892190722855143,0.47173296779994073,0.06286078136914665,0.07618717854539832,199725,199724,199725,200020,200021
H137A,ISCI,552757.5,3605978.5,3,,,4,42694.5,18054.5,677,213,4,1,1,1,1,212,213,212,213,676,676,677,677,0.06630002451159127,0.18206949748000753,0.20064103967354613,0.550989438334855,200309,200012,200013,200308,200309
H138A,323516104245301,554878.9,3605752.9,1,,,4,44815.90000000002,17828.899999999907,678,223,4,1,1,1,1,223,224,223,224,677,677,678,678,0.09157524629421286,0.0353435479469796,0.6299510401924532,0.24313016556635428,200615,200319,200320,200615,200616
H139A,ISCL,551633.3,3605402.8,3,,,4,41570.30000000005,17478.799999999814,680,207,4,1,1,1,1,207,208,207,208,679,679,680,680,0.33064583180915097,0.055936527213271095,0.524659186881506,0.08875845409607193,201191,200895,200896,201191,201192
H140A,Piez-D,553427.4,3605304.8,3,,,4,43364.40000000002,17380.799999999814,680,216,4,1,1,1,1,216,217,216,217,680,680,681,681,0.8426631990994982,0.05676414520885252,0.09422537164714345,0.006347284044505903,201200,201200,201201,201496,201497
H141A,ISCG,553490.4,3605279.6,3,,,4,43427.40000000002,17355.600000000093,680,216,4,1,1,1,1,216,217,216,217,680,680,681,681,0.48285645331638344,0.2913024586383128,0.1408610365426498,0.084980051502654,201200,201200,201201,201496,201497
H142A,Terpening Stock NW Well,548920.2,3605033.5,3,,,4,38857.19999999995,17109.5,681,194,4,1,1,1,1,193,194,193,194,681,681,682,682,0.18839812526603564,0.36240518341134936,0.15364434669809643,0.2955523446245185,201474,201473,201474,201769,201770
H143A,323442104263901,552120.9,3604691.1,3,,,4,42057.90000000002,16767.100000000093,683,210,4,1,1,1,1,209,210,209,210,683,683,684,684,0.36619903187019326,0.4825443070311675,0.06526124014114584,0.08599542095749346,202082,202081,202082,202377,202378
H144A,ISCH,552763.7,3604612.8,3,,,4,42700.69999999995,16688.799999999814,684,213,4,1,1,1,1,212,213,212,213,683,683,684,684,0.10850150194831351,0.3510149221341881,0.1276195511020844,0.41286402481541395,202381,202084,202085,202380,202381
H145A,BPrice,551926.2,3604562.0,3,,,4,41863.19999999995,16638.0,684,209,4,1,1,1,1,208,209,208,209,683,683,684,684,0.08265323922758722,0.12433793233058513,0.31665480181298694,0.47635402662884063,202377,202080,202081,202376,202377
H146A,323409104281401,549649.0,3603662.3,3,,,4,39586.0,15738.299999999814,688,197,4,1,1,1,1,197,198,197,198,688,688,689,689,0.5283313309964127,0.20627854731340986,0.1908685417469107,0.07452157994326668,203549,203549,203550,203845,203846
H147A,323402104214901,559689.5,3603501.9,1,,,4,49626.5,15577.899999999907,689,247,4,1,1,1,1,247,248,247,248,689,689,690,690,0.7574801436072077,0.17978622082413573,0.05070008386397093,0.012033551704685692,203895,203895,203896,204191,204192
H148A,323359104233801,556847.7,3603392.8,1,,,4,46784.69999999995,15468.799999999814,690,233,4,1,1,1,1,233,234,233,234,689,689,690,690,0.369137102598485,0.02579648524764453,0.5655443576735263,0.039522054480344175,204177,203881,203882,204177,204178
H149A,Terpening NE of Home,550975.0,3602720.3,3,,,4,40912.0,14796.299999999814,693,204,4,1,1,1,1,203,204,203,204,692,692,693,693,0.006634556504391977,0.04532201710488024,0.1210597089852008,0.826983717405527,205036,204739,204740,205035,205036
H150A,323330104272301,550985.0,3602468.1,3,,,4,40922.0,14544.100000000093,694,204,4,1,1,1,1,203,204,203,204,694,694,695,695,0.06225337103778947,0.7360246851148178,0.01573119907281427,0.1859907447745785,205332,205331,205332,205627,205628
