wellname,time,obsgwl,obsname,weights
NC-95,4/25/1988,6.4,nc-95_7,1
NC-95,10/24/1988,-1.6,nc-95_8,1
NC-95,3/24/1989,-9.7,nc-95_9,1
NC-95,10/4/1989,-10.6,nc-95_10,1
NC-95,2/25/1990,4.9,nc-95_11,1
NC-95,4/3/1990,-8.4,nc-95_12,1
NC-95,10/25/1990,-12.9,nc-95_13,1
NC-95,4/18/1991,0.6,nc-95_14,1
NC-95,10/21/1991,-16.3,nc-95_15,1
NC-95,4/6/1992,2.7,nc-95_16,1
NC-95,11/9/1992,-33.6,nc-95_17,1
NC-95,4/26/1993,0.9,nc-95_18,1
NC-95,11/4/1993,-23.1,nc-95_19,1
NC-95,4/8/1994,-15.2,nc-95_20,1
NC-95,10/18/1994,-24.7,nc-95_21,1
NC-95,5/12/1995,-3.6,nc-95_22,1
NC-95,10/26/1995,-12.1,nc-95_23,1
NC-95,11/13/1996,-21.1,nc-95_24,1
NC-95,5/1/1997,-8.1,nc-95_25,1
NC-95,10/24/1997,-22.6,nc-95_26,1
NC-95,6/1/1998,1.9,nc-95_27,1
NC-95,12/21/1998,-13.1,nc-95_28,1
NC-95,5/20/1999,-2.8,nc-95_29,1
NC-95,10/22/1999,-13.6,nc-95_30,1
NC-95,3/1/2000,0.7,nc-95_31,1
NC-95,10/5/2000,-22.4,nc-95_32,1
NC-95,4/9/2001,-7.1,nc-95_33,1
NC-95,9/5/2001,-23.4,nc-95_34,1
NC-95,10/5/2001,-23.8,nc-95_35,1
NC-95,11/6/2001,-21.8,nc-95_36,1
NC-95,12/5/2001,-17.1,nc-95_37,1
NC-95,1/4/2002,-12.6,nc-95_38,1
NC-95,2/5/2002,-13.1,nc-95_39,1
NC-95,3/5/2002,-8.3,nc-95_40,1
NC-95,4/4/2002,-6.4,nc-95_41,1
NC-95,5/6/2002,-9.3,nc-95_42,1
NC-95,6/5/2002,-15.7,nc-95_43,1
NC-95,8/6/2002,-14.1,nc-95_44,1
NC-95,10/7/2002,-64.1,nc-95_45,1
NC-95,4/7/2003,-9.3,nc-95_46,1
NC-95,10/6/2003,-14.1,nc-95_47,1
NC-95,4/12/2004,-9.4,nc-95_48,1
NC-95,10/12/2004,-25.7,nc-95_49,1
NC-95,4/12/2005,-8.1,nc-95_50,1
NC-95,10/4/2005,-27.3,nc-95_51,1
NC-95,5/1/2006,-9.9,nc-95_52,1
NC-95,10/16/2006,-24.3,nc-95_53,1
NC-95,4/12/2007,-14.1,nc-95_54,1
NC-95,10/9/2007,-26.5,nc-95_55,1
NC-95,4/22/2008,-23.2,nc-95_56,1
NC-95,10/7/2008,-27.3,nc-95_57,1
NC-95,4/6/2009,-24.8,nc-95_58,1
NC-95,10/14/2009,-33,nc-95_59,1
NC-95,4/14/2010,-20,nc-95_60,1
NC-95,10/21/2010,-34.4,nc-95_61,1
NC-95,4/20/2011,-21.9,nc-95_62,1
NC-95,10/12/2011,-29.9,nc-95_63,1
NC-95,4/19/2012,-24.18,nc-95_64,1
NC-95,10/18/2012,-32.95,nc-95_65,1
NC-95,4/17/2013,-27.3,nc-95_66,1
NC-95,10/16/2013,-31.88,nc-95_67,1
NC-95,3/17/2014,-26.86,nc-95_68,1
NC-95,10/10/2014,-27.2,nc-95_69,1
NC-95,3/20/2015,-24.27,nc-95_70,1
NC-95,10/23/2015,-26.76,nc-95_71,1
NC-95,4/27/2016,-22.23,nc-95_72,1
NC-95,10/17/2016,-28.64,nc-95_73,1
NC-95,4/20/2017,-20.95,nc-95_74,1
NC-95,11/8/2017,-26.82,nc-95_75,1
NC-95,4/11/2018,-22.46,nc-95_76,1
NC-95,11/2/2018,-27.85,nc-95_77,1
NC-95,4/23/2019,-22.78,nc-95_78,1
NC-98,4/18/2000,-7.6,nc-98_1,1
NC-98,10/12/2000,-28.7,nc-98_2,1
NC-98,4/10/2001,-4.5,nc-98_3,1
NC-98,10/16/2001,-33.3,nc-98_4,1
NC-98,4/15/2002,-8.5,nc-98_5,1
NC-98,10/9/2002,-35.2,nc-98_6,1
NC-98,4/8/2003,-8.4,nc-98_7,1
NC-98,10/8/2003,-35.7,nc-98_8,1
NC-98,4/13/2004,-16.6,nc-98_9,1
NC-98,10/13/2004,-44.8,nc-98_10,1
NC-98,4/13/2005,-9.2,nc-98_11,1
NC-98,10/5/2005,-43.8,nc-98_12,1
NC-98,5/5/2006,-10.3,nc-98_13,1
NC-98,10/18/2006,-40.4,nc-98_14,1
NC-98,4/12/2007,-21.8,nc-98_15,1
NC-98,10/11/2007,-45.1,nc-98_16,1
NC-98,4/23/2008,-30.3,nc-98_17,1
NC-98,10/13/2008,-54.8,nc-98_18,1
NC-98,4/13/2009,-28.4,nc-98_19,1
NC-98,10/15/2009,-52.2,nc-98_20,1
NC-98,4/15/2010,-29.2,nc-98_21,1
NC-98,10/22/2010,-55,nc-98_22,1
NC-98,4/21/2011,-31.7,nc-98_23,1
NC-98,10/19/2011,-51,nc-98_24,1
NC-98,4/23/2012,-32.18,nc-98_25,1
NC-98,10/25/2012,-55.1,nc-98_26,1
NC-98,4/18/2013,-44.3,nc-98_27,1
NC-98,10/23/2013,-52.3,nc-98_28,1
NC-98,3/17/2014,-48.1,nc-98_29,1
NC-98,10/13/2014,-59.3,nc-98_30,1
NC-98,3/20/2015,-42.6,nc-98_31,1
NC-98,10/23/2015,-52.3,nc-98_32,1
NC-98,4/21/2016,-40.75,nc-98_33,1
NC-98,10/17/2016,-52.73,nc-98_34,1
NC-98,4/20/2017,-41.15,nc-98_35,1
NC-98,11/8/2017,-61.7,nc-98_36,1
NC-98,4/11/2018,-49.1,nc-98_37,1
NC-98,11/6/2018,-51.12,nc-98_38,1
NC-98,4/23/2019,-49,nc-98_39,1
SL71MW-1,12/10/2008,205.6,sl71mw-1_1,1
SL71MW-1,2/24/2009,213.13,sl71mw-1_2,1
SL71MW-2,12/10/2008,203.13,sl71mw-2_1,1
SL71MW-2,2/24/2009,211.97,sl71mw-2_2,1
SL71MW-4,12/10/2008,205.15,sl71mw-4_1,1
SL71MW-4,2/24/2009,208.74,sl71mw-4_2,1
SL82MW-10,12/14/2015,13.34,sl82mw-10_1,0
SL82MW-10,3/15/2016,16.26,sl82mw-10_2,0
SL82MW-10,5/11/2016,15.48,sl82mw-10_3,0
SL82MW-10,6/3/2016,10.53,sl82mw-10_4,0
SL82MW-10,7/13/2016,12.14,sl82mw-10_5,0
SL82MW-10,8/24/2016,11.43,sl82mw-10_6,0
SL82MW-10,9/14/2016,11.31,sl82mw-10_7,0
SL82MW-10,12/6/2016,13.73,sl82mw-10_8,0
SL82MW-10,3/6/2017,16.32,sl82mw-10_9,0
SL82MW-10,6/6/2017,11.98,sl82mw-10_10,0
SL82MW-10,9/7/2017,11.55,sl82mw-10_11,0
SL82MW-10,3/5/2018,14.88,sl82mw-10_12,0
SL82MW-10,9/10/2018,12.15,sl82mw-10_13,0
SL82MW-11,12/14/2015,9.5,sl82mw-11_1,0
SL82MW-11,3/15/2016,13.21,sl82mw-11_2,0
SL82MW-11,5/11/2016,10.48,sl82mw-11_3,0
SL82MW-11,6/3/2016,9.81,sl82mw-11_4,0
SL82MW-11,7/13/2016,8.63,sl82mw-11_5,0
SL82MW-11,8/24/2016,8.51,sl82mw-11_6,0
SL82MW-11,9/14/2016,8.49,sl82mw-11_7,0
SL82MW-11,12/6/2016,10.61,sl82mw-11_8,0
SL82MW-11,3/6/2017,13.33,sl82mw-11_9,0
SL82MW-11,9/6/2017,8.93,sl82mw-11_10,0
SL82MW-11,3/5/2018,11.35,sl82mw-11_11,0
SL82MW-11,9/10/2018,8.79,sl82mw-11_12,0
SL82MW-12,12/14/2015,18.78,sl82mw-12_1,0
SL82MW-12,3/15/2016,23.36,sl82mw-12_2,0
SL82MW-12,5/11/2016,21.01,sl82mw-12_3,0
SL82MW-12,6/3/2016,12.36,sl82mw-12_4,0
SL82MW-12,7/13/2016,17.48,sl82mw-12_5,0
SL82MW-12,8/24/2016,16.56,sl82mw-12_6,0
SL82MW-12,9/14/2016,16.42,sl82mw-12_7,0
SL82MW-12,12/6/2016,20.21,sl82mw-12_8,0
SL82MW-12,3/6/2017,23.67,sl82mw-12_9,0
SL82MW-12,6/6/2017,18.01,sl82mw-12_10,0
SL82MW-12,9/6/2017,16.79,sl82mw-12_11,0
SL82MW-12,3/5/2018,20.5,sl82mw-12_12,0
SL82MW-12,9/10/2018,17.31,sl82mw-12_13,0
SL82MW-13,12/14/2015,13.71,sl82mw-13_1,0
SL82MW-13,3/15/2016,17.55,sl82mw-13_2,0
SL82MW-13,5/11/2016,15.07,sl82mw-13_3,0
SL82MW-13,6/3/2016,14.13,sl82mw-13_4,0
SL82MW-13,7/13/2016,12.11,sl82mw-13_5,0
SL82MW-13,8/24/2016,11.75,sl82mw-13_6,0
SL82MW-13,9/14/2016,11.61,sl82mw-13_7,0
SL82MW-13,12/6/2016,14.75,sl82mw-13_8,0
SL82MW-13,3/6/2017,18.2,sl82mw-13_9,0
SL82MW-13,6/6/2017,14.85,sl82mw-13_10,0
SL82MW-13,9/6/2017,11.8,sl82mw-13_11,0
SL82MW-13,3/5/2018,15.48,sl82mw-13_12,0
SL82MW-13,9/10/2018,12.64,sl82mw-13_13,0
SL82MW-14,12/14/2015,9.61,sl82mw-14_1,0
SL82MW-14,3/15/2016,12.99,sl82mw-14_2,0
SL82MW-14,5/11/2016,10.59,sl82mw-14_3,0
SL82MW-14,6/3/2016,9.62,sl82mw-14_4,0
SL82MW-14,7/13/2016,8.93,sl82mw-14_5,0
SL82MW-14,8/24/2016,8.74,sl82mw-14_6,0
SL82MW-14,9/14/2016,8.42,sl82mw-14_7,0
SL82MW-14,12/6/2016,9.99,sl82mw-14_8,0
SL82MW-14,3/6/2017,12.61,sl82mw-14_9,0
SL82MW-14,9/6/2017,9.06,sl82mw-14_10,0
SL82MW-14,3/5/2018,11.04,sl82mw-14_11,0
SL82MW-14,9/10/2018,8.75,sl82mw-14_12,0
SL82MW-3,3/10/2005,22.86,sl82mw-3_1,0
SL82MW-3,6/17/2005,20.44,sl82mw-3_2,0
SL82MW-3,9/15/2005,19.28,sl82mw-3_3,0
SL82MW-3,12/15/2005,19.99,sl82mw-3_4,0
SL82MW-3,3/7/2006,25.41,sl82mw-3_5,0
SL82MW-3,6/6/2006,20.41,sl82mw-3_6,0
SL82MW-3,9/6/2006,18.94,sl82mw-3_7,0
SL82MW-3,12/5/2006,19.71,sl82mw-3_8,0
SL82MW-3,3/1/2007,22.64,sl82mw-3_9,0
SL82MW-3,6/1/2007,19.81,sl82mw-3_10,0
SL82MW-3,9/5/2007,18.43,sl82mw-3_11,0
SL82MW-3,12/4/2007,19.35,sl82mw-3_12,0
SL82MW-3,3/21/2008,20.8,sl82mw-3_13,0
SL82MW-3,6/6/2008,18.99,sl82mw-3_14,0
SL82MW-3,8/19/2008,17.05,sl82mw-3_15,0
SL82MW-3,12/16/2008,19.17,sl82mw-3_16,0
SL82MW-3,3/17/2009,22.48,sl82mw-3_17,0
SL82MW-3,5/27/2009,20.18,sl82mw-3_18,0
SL82MW-3,9/9/2009,21,sl82mw-3_19,0
SL82MW-3,12/2/2009,21.74,sl82mw-3_20,0
SL82MW-3,3/9/2010,25.7,sl82mw-3_21,0
SL82MW-3,6/2/2010,23.09,sl82mw-3_22,0
SL82MW-3,9/7/2010,21.65,sl82mw-3_23,0
SL82MW-3,3/24/2011,28.19,sl82mw-3_24,0
SL82MW-3,9/20/2011,21.46,sl82mw-3_25,0
SL82MW-3,3/20/2012,26.3,sl82mw-3_26,0
SL82MW-3,10/25/2012,21.22,sl82mw-3_27,0
SL82MW-3,3/25/2013,22.28,sl82mw-3_28,0
SL82MW-3,11/7/2013,20.73,sl82mw-3_29,0
SL82MW-3,3/18/2014,24.05,sl82mw-3_30,0
SL82MW-3,10/8/2014,20.98,sl82mw-3_31,0
SL82MW-3,12/14/2015,21.23,sl82mw-3_32,0
SL82MW-3,3/15/2016,28.04,sl82mw-3_33,0
SL82MW-3,5/11/2016,22.81,sl82mw-3_34,0
SL82MW-3,6/3/2016,21.89,sl82mw-3_35,0
SL82MW-3,7/13/2016,20.9,sl82mw-3_36,0
SL82MW-3,8/24/2016,20.99,sl82mw-3_37,0
SL82MW-3,11/9/2016,22.39,sl82mw-3_38,0
SL82MW-3,12/6/2016,22.79,sl82mw-3_39,0
SL82MW-3,3/6/2017,26.27,sl82mw-3_40,0
SL82MW-3,6/6/2017,22.54,sl82mw-3_41,0
SL82MW-3,9/6/2017,20.9,sl82mw-3_42,0
SL82MW-3,3/5/2018,24.69,sl82mw-3_43,0
SL82MW-3,9/10/2018,20.8,sl82mw-3_44,0
SL82MW-6,9/9/2009,21.19,sl82mw-6_1,0
SLMW-6,12/2/2009,21.93,sl82mw-6_2,0
SLMW-6,3/9/2010,24.89,sl82mw-6_3,0
SLMW-6,6/2/2010,20.05,sl82mw-6_4,0
SLMW-6,9/7/2010,18.97,sl82mw-6_5,0
SLMW-6,3/24/2011,26.4,sl82mw-6_6,0
SLMW-6,9/20/2011,19.65,sl82mw-6_7,0
SLMW-6,3/20/2012,23.37,sl82mw-6_8,0
SLMW-6,10/25/2012,21.29,sl82mw-6_9,0
SLMW-6,3/25/2013,22.4,sl82mw-6_10,0
SLMW-6,11/7/2013,20.99,sl82mw-6_11,0
SLMW-6,3/18/2014,23.57,sl82mw-6_12,0
SLMW-6,10/8/2014,21.07,sl82mw-6_13,0
SLMW-6,12/14/2015,20.97,sl82mw-6_14,0
SLMW-6,3/15/2016,25.85,sl82mw-6_15,0
SLMW-6,5/11/2016,23.01,sl82mw-6_16,0
SLMW-6,6/3/2016,22.45,sl82mw-6_17,0
SLMW-6,7/13/2016,21.25,sl82mw-6_18,0
SLMW-6,8/24/2016,21.5,sl82mw-6_19,0
SLMW-6,12/6/2016,22.95,sl82mw-6_20,0
SLMW-6,3/6/2017,26,sl82mw-6_21,0
SLMW-6,6/6/2017,22.95,sl82mw-6_22,0
SLMW-6,9/6/2017,21.63,sl82mw-6_23,0
SLMW-6,3/5/2018,24.85,sl82mw-6_24,0
SLMW-6,9/10/2018,21.47,sl82mw-6_25,0
SL82MW-9,12/14/2015,18.53,sl82mw-9_1,0
SL82MW-9,3/15/2016,23.04,sl82mw-9_2,0
SL82MW-9,5/11/2016,20.7,sl82mw-9_3,0
SL82MW-9,6/3/2016,19.87,sl82mw-9_4,0
SL82MW-9,7/13/2016,17.18,sl82mw-9_5,0
SL82MW-9,8/24/2016,16.34,sl82mw-9_6,0
SL82MW-9,9/14/2016,16.1,sl82mw-9_7,0
SL82MW-9,12/6/2016,19.89,sl82mw-9_8,0
SL82MW-9,3/6/2017,23.42,sl82mw-9_9,0
SL82MW-9,6/6/2017,19.74,sl82mw-9_10,0
SL82MW-9,9/6/2017,16.53,sl82mw-9_11,0
SL82MW-9,3/5/2018,20.21,sl82mw-9_12,0
SL82MW-9,9/10/2018,17.02,sl82mw-9_13,0
SL29MW-1,5/23/2005,60.38,sl29mw-1_1,1
SL29MW-1,8/29/2005,58.2,sl29mw-1_2,1
SL29MW-1,11/22/2005,58.87,sl29mw-1_3,1
SL29MW-1,2/24/2006,60.37,sl29mw-1_4,1
SL29MW-1,5/5/2006,60.65,sl29mw-1_5,1
SL29MW-1,8/11/2006,58.83,sl29mw-1_6,1
SL29MW-1,2/28/2007,60.88,sl29mw-1_7,1
SL29MW-1,5/25/2007,59,sl29mw-1_8,1
SL29MW-1,8/31/2007,58.38,sl29mw-1_9,1
SL29MW-1,12/4/2007,59.08,sl29mw-1_10,1
SL29MW-3A,2/28/2007,60.21,sl29mw-3a_1,1
SL29MW-3A,5/25/2007,58.31,sl29mw-3a_2,1
SL29MW-3A,8/31/2007,57.31,sl29mw-3a_3,1
SL29MW-3A,12/4/2007,58.22,sl29mw-3a_4,1
SL29MW-3B,2/28/2007,60.12,sl29mw-3b_1,1
SL29MW-3B,5/25/2007,57.82,sl29mw-3b_2,1
SL29MW-3B,8/31/2007,56.76,sl29mw-3b_3,1
SL29MW-3B,12/4/2007,57.64,sl29mw-3b_4,1
SL29MW-3C,2/28/2007,59.2,sl29mw-3c_1,1
SL29MW-3C,5/25/2007,57.54,sl29mw-3c_2,1
SL29MW-3C,8/31/2007,56.24,sl29mw-3c_3,1
SL29MW-3C,12/4/2007,56.85,sl29mw-3c_4,1
SL29MW-4A,2/28/2007,58.18,sl29mw-4a_1,1
SL29MW-4A,5/25/2007,56.38,sl29mw-4a_2,1
SL29MW-4A,8/31/2007,54.88,sl29mw-4a_3,1
SL29MW-4A,12/4/2007,55.55,sl29mw-4a_4,1
SL29MW-4B,2/28/2007,58.23,sl29mw-4b_1,1
SL29MW-4B,5/25/2007,56.34,sl29mw-4b_2,1
SL29MW-4B,8/31/2007,54.92,sl29mw-4b_3,1
SL29MW-4B,12/4/2007,55.54,sl29mw-4b_4,1
SL29MW-4C,2/28/2007,57.98,sl29mw-4c_1,1
SL29MW-4C,5/25/2007,56.25,sl29mw-4c_2,1
SL29MW-4C,8/31/2007,54.91,sl29mw-4c_3,1
SL29MW-4C,12/4/2007,55.45,sl29mw-4c_4,1
SL29MW-5A,2/28/2007,58.94,sl29mw-5a_1,1
SL29MW-5A,5/25/2007,57.09,sl29mw-5a_2,1
SL29MW-5A,8/31/2007,55.42,sl29mw-5a_3,1
SL29MW-5A,12/4/2007,56.21,sl29mw-5a_4,1
SL29MW-5B,2/28/2007,58.58,sl29mw-5b_1,1
SL29MW-5B,5/25/2007,56.8,sl29mw-5b_2,1
SL29MW-5B,8/31/2007,55.29,sl29mw-5b_3,1
SL29MW-5C,2/28/2007,57.65,sl29mw-5c_1,1
SL29MW-5C,5/25/2007,55.16,sl29mw-5c_2,1
SL29MW-5C,8/31/2007,54.65,sl29mw-5c_3,1
SL29MW-5C,12/4/2007,55.25,sl29mw-5c_4,1
T006BC-1,1/28/2004,78.48,t006bc-1_1,1
T006BC-1,2/25/2005,79.08,t006bc-1_2,1
T006BC-1,5/25/2005,78.19,t006bc-1_3,1
T006BC-1,8/26/2005,76.01,t006bc-1_4,1
T006BC-1,1/26/2006,78.58,t006bc-1_5,1
T006NP-7,1/22/2004,76.78,t006np-7_1,1
T006NP-7,1/28/2004,76.86,t006np-7_2,1
T006NP-7,2/25/2005,77.49,t006np-7_3,1
T006NP-7,5/25/2005,76.85,t006np-7_4,1
T006NP-7,8/26/2005,75.05,t006np-7_5,1
T006NP-7,1/31/2006,77.86,t006np-7_6,1
T008BC-4,12/6/2001,30.54,t008bc-4_1,1
T008BC-4,7/8/2002,29.35,t008bc-4_2,1
T008BC-4,9/30/2002,28.31,t008bc-4_3,1
T008BC-4,12/26/2002,31.59,t008bc-4_4,1
T008BC-4,3/20/2003,31.19,t008bc-4_5,1
T008BC-4,4/22/2003,31.27,t008bc-4_6,1
T008BC-4,7/17/2003,30.14,t008bc-4_7,1
T008BC-4,10/10/2003,28.73,t008bc-4_8,1
T008BC-4,1/20/2004,31.51,t008bc-4_9,1
T008BC-4,4/28/2004,29.95,t008bc-4_10,1
T008BC-4,7/12/2004,29.23,t008bc-4_11,1
T008BC-4,11/16/2004,30.01,t008bc-4_12,1
T008BC-4,1/3/2005,31.62,t008bc-4_13,1
T008BC-4,4/19/2005,31.5,t008bc-4_14,1
T008BC-4,7/7/2005,31.2,t008bc-4_15,1
T008BC-4,10/21/2005,29.92,t008bc-4_16,1
T008BC-4,1/4/2006,33.38,t008bc-4_17,1
T008BC-4,4/3/2006,32.74,t008bc-4_18,1
T008BC-4,7/24/2006,29.28,t008bc-4_19,1
T008BC-4,11/10/2006,29.59,t008bc-4_20,1
T008BC-4,1/26/2007,30.71,t008bc-4_21,1
T008BC-4,4/16/2007,30.87,t008bc-4_22,1
T008BC-4,7/25/2007,29.79,t008bc-4_23,1
T008BC-4,10/15/2007,29.17,t008bc-4_24,1
T008BC-4,1/21/2008,31.84,t008bc-4_25,1
T008BC-4,4/17/2008,30.55,t008bc-4_26,1
T008BC-4,7/17/2008,29.69,t008bc-4_27,1
T008BC-4,10/13/2008,29.35,t008bc-4_28,1
T008BC-4,1/14/2009,30.78,t008bc-4_29,1
T008BC-4,4/15/2009,31.37,t008bc-4_30,1
T008BC-4,7/16/2009,29.1,t008bc-4_31,1
T008BC-4,1/13/2010,30.8,t008bc-4_32,1
T008BC-4,7/19/2010,30.26,t008bc-4_33,1
T008BC-4,1/20/2011,31.8,t008bc-4_34,1
T008BC-4,7/11/2011,31.05,t008bc-4_35,1
T008MW-2,12/6/2001,29.75,t008mw-2_1,1
T008MW-2,7/8/2002,28.34,t008mw-2_2,1
T008MW-2,9/30/2002,27.87,t008mw-2_3,1
T008MW-2,12/26/2002,29.82,t008mw-2_4,1
T008MW-2,3/20/2003,29.45,t008mw-2_5,1
T008MW-2,4/22/2003,29.46,t008mw-2_6,1
T008MW-2,7/17/2003,28.59,t008mw-2_7,1
T008MW-2,10/10/2003,27.64,t008mw-2_8,1
T008MW-2,1/20/2004,29.57,t008mw-2_9,1
T008MW-2,4/28/2004,28.48,t008mw-2_10,1
T008MW-2,7/12/2004,27.97,t008mw-2_11,1
T008MW-2,11/16/2004,28.72,t008mw-2_12,1
T008MW-2,1/3/2005,30.35,t008mw-2_13,1
T008MW-2,4/19/2005,29.72,t008mw-2_14,1
T008MW-2,7/7/2005,29.03,t008mw-2_15,1
T008MW-2,10/21/2005,28.21,t008mw-2_16,1
T008MW-2,4/3/2006,30.09,t008mw-2_17,1
T008MW-2,7/24/2006,28.29,t008mw-2_18,1
T008MW-2,11/9/2006,27.99,t008mw-2_19,1
T008MW-2,1/26/2007,27.93,t008mw-2_20,1
T008MW-2,4/16/2007,28.5,t008mw-2_21,1
T008MW-2,7/25/2007,27.82,t008mw-2_22,1
T008MW-2,10/15/2007,27.89,t008mw-2_23,1
T008MW-2,1/21/2008,29.36,t008mw-2_24,1
T008MW-2,4/17/2008,28.61,t008mw-2_25,1
T008MW-2,7/17/2008,27.2,t008mw-2_26,1
T008MW-2,10/13/2008,27.66,t008mw-2_27,1
T008MW-2,1/14/2009,28.82,t008mw-2_28,1
T008MW-2,4/15/2009,29.23,t008mw-2_29,1
T008MW-2,7/16/2009,28.16,t008mw-2_30,1
T008MW-2,1/13/2010,29.19,t008mw-2_31,1
T008MW-2,7/19/2010,28.59,t008mw-2_32,1
T008MW-2,1/20/2011,29.27,t008mw-2_33,1
T008MW-2,7/11/2011,28.92,t008mw-2_34,1
T008V-1,4/22/2003,31.48,t008v-1_1,1
T008V-1,7/17/2003,30.11,t008v-1_2,1
T008V-1,10/10/2003,28.62,t008v-1_3,1
T008V-1,1/20/2004,31.92,t008v-1_4,1
T008V-1,4/28/2004,30.14,t008v-1_5,1
T008V-1,7/12/2004,29.21,t008v-1_6,1
T008V-1,11/16/2004,30.11,t008v-1_7,1
T008V-1,4/19/2005,31.96,t008v-1_8,1
T008V-1,7/7/2005,30.96,t008v-1_9,1
T008V-1,10/21/2005,30.06,t008v-1_10,1
T008V-1,4/3/2006,32.94,t008v-1_11,1
T008V-1,7/24/2006,29.39,t008v-1_12,1
T008V-1,11/9/2006,29.53,t008v-1_13,1
T008V-1,1/25/2007,30.66,t008v-1_14,1
T008V-1,4/16/2007,30.84,t008v-1_15,1
T008V-1,7/25/2007,29.72,t008v-1_16,1
T008V-1,10/15/2007,29.23,t008v-1_17,1
T008V-1,1/21/2008,31.85,t008v-1_18,1
T008V-1,4/17/2008,30.52,t008v-1_19,1
T008V-1,7/17/2008,29.7,t008v-1_20,1
T008V-1,10/13/2008,29.31,t008v-1_21,1
T008V-1,1/14/2009,30.82,t008v-1_22,1
T008V-1,4/15/2009,31.32,t008v-1_23,1
T008V-1,1/13/2010,30.74,t008v-1_24,1
T008V-1,7/19/2010,30.23,t008v-1_25,1
T008V-1,1/20/2011,32.03,t008v-1_26,1
T008V-1,7/11/2011,30.99,t008v-1_27,1
T029MW-1,7/23/2002,343.53,t029mw-1_1,1
T029MW-1,10/11/2002,343.06,t029mw-1_2,1
T029MW-1,1/2/2003,346.94,t029mw-1_3,1
T029MW-1,4/9/2003,346.14,t029mw-1_4,1
T029MW-1,10/20/2003,343.52,t029mw-1_5,1
T029MW-1,4/16/2004,345.61,t029mw-1_6,1
T029MW-1,10/12/2004,343.1,t029mw-1_7,1
T029MW-1,4/18/2005,346.2,t029mw-1_8,1
T029MW-1,10/12/2005,343.63,t029mw-1_9,1
T029MW-1,4/3/2006,348.15,t029mw-1_10,1
T029MW-3,7/23/2002,343.36,t029mw-3_1,1
T029MW-3,10/11/2002,342.85,t029mw-3_2,1
T029MW-3,1/2/2003,346.94,t029mw-3_3,1
T029MW-3,4/9/2003,346.05,t029mw-3_4,1
T029MW-3,10/20/2003,343.29,t029mw-3_5,1
T029MW-3,4/16/2004,345.53,t029mw-3_6,1
T029MW-3,10/12/2004,342.89,t029mw-3_7,1
T029MW-3,4/18/2005,346.12,t029mw-3_8,1
T029MW-3,10/12/2005,343.45,t029mw-3_9,1
T029MW-3,4/3/2006,349.17,t029mw-3_10,1
T037C-9,10/14/2002,346.96,t037c-9_1,1
T037C-9,10/28/2003,346.94,t037c-9_2,1
T037C-9,10/8/2004,346.74,t037c-9_3,1
T037C-9,4/14/2005,347.75,t037c-9_4,1
T037C-9,10/6/2005,347.06,t037c-9_5,1
T037C-9,10/6/2006,346.91,t037c-9_6,1
T044EX-6,8/22/2006,15.36,t044ex-6_1,1
T044EX-6,2/28/2007,23.47,t044ex-6_2,1
T044EX-6,5/24/2007,31.21,t044ex-6_3,1
T044EX-6,8/23/2007,21.02,t044ex-6_4,1
T044EX-6,11/27/2007,22.2,t044ex-6_5,1
T044EX-6,2/28/2008,27.18,t044ex-6_6,1
T044EX-6,5/27/2008,29.78,t044ex-6_7,1
T044EX-6,8/26/2008,23.11,t044ex-6_8,1
T044EX-6,11/25/2008,16.94,t044ex-6_9,1
T044EX-6,3/3/2009,27.48,t044ex-6_10,1
T044EX-6,5/27/2009,15.21,t044ex-6_11,1
T044EX-6,8/27/2009,15.09,t044ex-6_12,1
T044EX-6,11/19/2009,15.24,t044ex-6_13,1
T044EX-6,2/18/2010,15.13,t044ex-6_14,1
T044EX-6,5/6/2010,15.32,t044ex-6_15,1
T044EX-6,2/4/2011,15.18,t044ex-6_16,1
T044EX-6,8/12/2011,15.25,t044ex-6_17,1
T044EX-6,2/10/2012,26.39,t044ex-6_18,1
T044EX-6,5/14/2012,25.5,t044ex-6_19,1
T044EX-6,8/13/2012,25.59,t044ex-6_20,1
T044EX-6,11/19/2012,26.57,t044ex-6_21,1
T044EX-6,1/26/2013,26.44,t044ex-6_22,1
T044EX-6,7/31/2013,25.74,t044ex-6_23,1
T044MW-17,1/24/2002,33.44,t044mw-17_1,1
T044MW-17,4/23/2002,32.46,t044mw-17_2,1
T044MW-17,7/16/2002,31.81,t044mw-17_3,1
T044MW-17,10/21/2002,31.84,t044mw-17_4,1
T044MW-17,1/7/2003,33.99,t044mw-17_5,1
T044MW-17,4/10/2003,32.13,t044mw-17_6,1
T044MW-17,7/30/2003,32.53,t044mw-17_7,1
T044MW-17,10/21/2003,32.06,t044mw-17_8,1
T044MW-17,1/14/2004,33.47,t044mw-17_9,1
T044MW-17,4/28/2004,32.92,t044mw-17_10,1
T044MW-17,7/7/2004,32.49,t044mw-17_11,1
T044MW-17,10/8/2004,32.27,t044mw-17_12,1
T044MW-17,1/21/2005,33.67,t044mw-17_13,1
T044MW-17,4/6/2005,33.53,t044mw-17_14,1
T044MW-17,7/26/2005,33.16,t044mw-17_15,1
T044MW-17,10/4/2005,32.73,t044mw-17_16,1
T044MW-17,1/31/2006,31.04,t044mw-17_17,1
T044MW-17,6/30/2006,32.72,t044mw-17_18,1
