wellname,time,obsgwl,obsname,weights
T044MW-17,8/22/2006,32.73,t044mw-17_19,1
T044MW-17,11/28/2006,32.11,t044mw-17_20,1
T044MW-17,2/27/2007,32.56,t044mw-17_21,1
T044MW-17,5/24/2007,32.24,t044mw-17_22,1
T044MW-17,8/23/2007,32.08,t044mw-17_23,1
T044MW-17,11/27/2007,31.95,t044mw-17_24,1
T044MW-17,2/28/2008,33.24,t044mw-17_25,1
T044MW-17,5/27/2008,32.09,t044mw-17_26,1
T044MW-17,8/26/2008,31.82,t044mw-17_27,1
T044MW-17,11/25/2008,31.84,t044mw-17_28,1
T044MW-17,3/3/2009,34.2,t044mw-17_29,1
T044MW-17,5/27/2009,32.4,t044mw-17_30,1
T044MW-17,8/27/2009,32.12,t044mw-17_31,1
T044MW-17,11/19/2009,31.99,t044mw-17_32,1
T044MW-17,2/18/2010,33.8,t044mw-17_33,1
T044MW-17,5/6/2010,33.03,t044mw-17_34,1
T044MW-17,2/4/2011,32.75,t044mw-17_35,1
T044MW-17,8/12/2011,32.63,t044mw-17_36,1
T044MW-17,2/10/2012,33.1,t044mw-17_37,1
T044MW-17,5/14/2012,33.33,t044mw-17_38,1
T044MW-17,8/13/2012,32.76,t044mw-17_39,1
T044MW-17,11/19/2012,32.46,t044mw-17_40,1
T044MW-17,1/26/2013,33.1,t044mw-17_41,1
T044MW-17,7/31/2013,32.22,t044mw-17_42,1
T061MW-2,1/31/2005,235.02,t061mw-2_1,1
T061MW-2,5/2/2005,235.05,t061mw-2_2,1
T061MW-2,7/15/2005,234.37,t061mw-2_3,1
T061MW-2,11/11/2005,234.59,t061mw-2_4,1
T061MW-2,1/23/2006,234.95,t061mw-2_5,1
T061MW-2,5/2/2006,235.15,t061mw-2_6,1
T061MW-2,7/14/2006,234.45,t061mw-2_7,1
T061MW-2,10/27/2006,233.98,t061mw-2_8,1
T061MW-2,1/24/2007,234.08,t061mw-2_9,1
T061MW-2,5/31/2007,233.78,t061mw-2_10,1
T061MW-2,9/25/2007,233.53,t061mw-2_11,1
T061MW-2,12/14/2007,234.69,t061mw-2_12,1
T061MW-2,3/27/2008,234.99,t061mw-2_13,1
T061MW-2,7/22/2008,233.45,t061mw-2_14,1
T061MW-2,10/30/2008,233.23,t061mw-2_15,1
T061MW-2,1/15/2009,235.03,t061mw-2_16,1
T061MW-2,4/28/2009,235.1,t061mw-2_17,1
T061MW-2,12/1/2009,234.43,t061mw-2_18,1
T061MW-2,6/29/2010,234.36,t061mw-2_19,1
T061MW-2,11/18/2010,234.68,t061mw-2_20,1
T061MW-2,2/23/2011,235.31,t061mw-2_21,1
T061MW-2,7/15/2011,235.62,t061mw-2_22,1
T061MW-2,6/14/2012,235.04,t061mw-2_23,1
T061MW-2,6/13/2014,234.18,t061mw-2_24,1
T110MW-1,2/22/2002,10.38,t110mw-1_1,1
T110MW-1,8/7/2002,7.95,t110mw-1_2,1
T110MW-1,11/22/2002,8.39,t110mw-1_3,1
T110MW-1,2/21/2003,10.59,t110mw-1_4,1
T110MW-1,5/23/2003,9.98,t110mw-1_5,1
T110MW-1,8/12/2003,7.3,t110mw-1_6,1
T110MW-1,11/17/2003,7.83,t110mw-1_7,1
T110MW-1,2/12/2004,10.01,t110mw-1_8,1
T110MW-1,5/5/2004,9.04,t110mw-1_9,1
T110MW-1,8/30/2004,6.7,t110mw-1_10,1
T110MW-1,11/29/2004,8.85,t110mw-1_11,1
T110MW-1,2/28/2005,11.37,t110mw-1_12,1
T110MW-1,6/6/2005,9.73,t110mw-1_13,1
T110MW-1,8/30/2005,8.11,t110mw-1_14,1
T110MW-1,11/29/2005,8.51,t110mw-1_15,1
T110MW-1,2/28/2006,10.32,t110mw-1_16,1
T110MW-1,6/13/2006,9.52,t110mw-1_17,1
T110MW-1,8/22/2006,8.56,t110mw-1_18,1
T110MW-1,11/27/2006,8.83,t110mw-1_19,1
T110MW-1,2/15/2007,10,t110mw-1_20,1
T110MW-1,5/17/2007,12.44,t110mw-1_21,1
T110MW-1,8/16/2007,10.12,t110mw-1_22,1
T110MW-1,11/15/2007,9.77,t110mw-1_23,1
T110MW-1,2/14/2008,12.4,t110mw-1_24,1
T110MW-1,5/15/2008,10.34,t110mw-1_25,1
T110MW-1,8/28/2008,8.48,t110mw-1_26,1
T110MW-1,11/20/2008,9.39,t110mw-1_27,1
T110MW-1,2/25/2009,14.06,t110mw-1_28,1
T110MW-1,5/18/2009,10.94,t110mw-1_29,1
T110MW-1,8/20/2009,9.65,t110mw-1_30,1
T110MW-1,2/11/2010,12.65,t110mw-1_31,1
T110MW-1,2/17/2011,12.29,t110mw-1_32,1
T110MW-1,8/19/2011,9.91,t110mw-1_33,1
T110MW-1,2/10/2012,11.05,t110mw-1_34,1
T110MW-1,8/1/2012,9.7,t110mw-1_35,1
T110MW-11,2/22/2002,7.45,t110mw-11_1,1
T110MW-11,8/7/2002,5.13,t110mw-11_2,1
T110MW-11,11/22/2002,5.16,t110mw-11_3,1
T110MW-11,2/21/2003,8.1,t110mw-11_4,1
T110MW-11,5/23/2003,7.09,t110mw-11_5,1
T110MW-11,8/12/2003,4.97,t110mw-11_6,1
T110MW-11,11/17/2003,4.8,t110mw-11_7,1
T110MW-11,2/12/2004,7.34,t110mw-11_8,1
T110MW-11,5/5/2004,6.2,t110mw-11_9,1
T110MW-11,8/30/2004,4.81,t110mw-11_10,1
T110MW-11,11/29/2004,5.97,t110mw-11_11,1
T110MW-11,2/28/2005,9.04,t110mw-11_12,1
T110MW-11,6/6/2005,7.21,t110mw-11_13,1
T110MW-11,8/30/2005,5.7,t110mw-11_14,1
T110MW-11,11/29/2005,5.4,t110mw-11_15,1
T110MW-11,2/28/2006,7.94,t110mw-11_16,1
T110MW-11,6/13/2006,7.62,t110mw-11_17,1
T110MW-11,8/22/2006,5.92,t110mw-11_18,1
T110MW-11,11/27/2006,5.63,t110mw-11_19,1
T110MW-11,2/15/2007,6.64,t110mw-11_20,1
T110MW-11,5/17/2007,6.47,t110mw-11_21,1
T110MW-11,8/16/2007,5.34,t110mw-11_22,1
T110MW-11,11/15/2007,5.1,t110mw-11_23,1
T110MW-11,2/14/2008,7.33,t110mw-11_24,1
T110MW-11,5/15/2008,6.58,t110mw-11_25,1
T110MW-11,8/28/2008,4.68,t110mw-11_26,1
T110MW-11,11/20/2008,4.74,t110mw-11_27,1
T110MW-11,2/25/2009,7.52,t110mw-11_28,1
T110MW-11,5/18/2009,6.95,t110mw-11_29,1
T110MW-11,8/20/2009,5.4,t110mw-11_30,1
T110MW-11,2/11/2010,7.01,t110mw-11_31,1
T110MW-11,2/17/2011,5.91,t110mw-11_32,1
T110MW-11,8/19/2011,6.5,t110mw-11_33,1
T110MW-11,2/10/2012,6.7,t110mw-11_34,1
T110MW-11,8/1/2012,5.5,t110mw-11_35,1
T110MW-19,5/17/2007,6.62,t110mw-19_1,1
T110MW-19,8/16/2007,5.57,t110mw-19_2,1
T110MW-19,11/15/2007,5.65,t110mw-19_3,1
T110MW-19,2/14/2008,9.03,t110mw-19_4,1
T110MW-19,5/15/2008,6.29,t110mw-19_5,1
T110MW-19,8/28/2008,5.17,t110mw-19_6,1
T110MW-19,11/20/2008,5.56,t110mw-19_7,1
T110MW-19,2/25/2009,10.75,t110mw-19_8,1
T110MW-19,5/18/2009,7.02,t110mw-19_9,1
T110MW-19,8/20/2009,5.93,t110mw-19_10,1
T110MW-19,2/11/2010,9.26,t110mw-19_11,1
T110MW-19,2/17/2011,8.28,t110mw-19_12,1
T110MW-19,8/19/2011,6.64,t110mw-19_13,1
T110MW-19,2/10/2012,7.39,t110mw-19_14,1
T110MW-19,8/1/2012,6.02,t110mw-19_15,1
T110MW-9,2/22/2002,7.88,t110mw-9_1,1
T110MW-9,8/7/2002,4.78,t110mw-9_2,1
T110MW-9,11/22/2002,4.98,t110mw-9_3,1
T110MW-9,2/21/2003,8.84,t110mw-9_4,1
T110MW-9,5/23/2003,7.39,t110mw-9_5,1
T110MW-9,8/12/2003,4.7,t110mw-9_6,1
T110MW-9,11/17/2003,4.88,t110mw-9_7,1
T110MW-9,2/12/2004,7.2,t110mw-9_8,1
T110MW-9,5/5/2004,6.26,t110mw-9_9,1
T110MW-9,8/30/2004,4.11,t110mw-9_10,1
T110MW-9,11/29/2004,5.42,t110mw-9_11,1
T110MW-9,2/28/2005,9.39,t110mw-9_12,1
T110MW-9,6/6/2005,6.99,t110mw-9_13,1
T110MW-9,8/30/2005,5.02,t110mw-9_14,1
T110MW-9,11/29/2005,4.96,t110mw-9_15,1
T110MW-9,2/28/2006,7.95,t110mw-9_16,1
T110MW-9,6/13/2006,7.02,t110mw-9_17,1
T110MW-9,8/22/2006,5.24,t110mw-9_18,1
T110MW-9,11/27/2006,4.5,t110mw-9_19,1
T110MW-9,2/15/2007,6.89,t110mw-9_20,1
T110MW-9,5/17/2007,6.27,t110mw-9_21,1
T110MW-9,8/16/2007,4.5,t110mw-9_22,1
T110MW-9,11/15/2007,4.6,t110mw-9_23,1
T110MW-9,2/14/2008,8.59,t110mw-9_24,1
T110MW-9,5/15/2008,5.34,t110mw-9_25,1
T110MW-9,8/28/2008,3.8,t110mw-9_26,1
T110MW-9,11/20/2008,4.43,t110mw-9_27,1
T110MW-9,2/25/2009,9.64,t110mw-9_28,1
T110MW-9,5/18/2009,6.51,t110mw-9_29,1
T110MW-9,8/20/2009,4.75,t110mw-9_30,1
T110MW-9,2/11/2010,4.89,t110mw-9_31,1
T110MW-9,2/17/2011,8.42,t110mw-9_32,1
T110MW-9,8/19/2011,5.68,t110mw-9_33,1
T110MW-9,2/10/2012,6.52,t110mw-9_34,1
T110MW-9,8/1/2012,5.1,t110mw-9_35,1
T124MW-13,3/23/2005,9.54,t124mw-13_1,1
T124MW-13,6/21/2005,8.35,t124mw-13_2,1
T124MW-13,9/21/2005,5.13,t124mw-13_3,1
T124MW-13,2/15/2006,11.12,t124mw-13_4,1
T124MW-13,6/2/2006,10.01,t124mw-13_5,1
T124MW-13,9/25/2006,6.33,t124mw-13_6,1
T124MW-13,12/28/2006,8.49,t124mw-13_7,1
T124MW-13,6/14/2007,7.13,t124mw-13_8,1
T124MW-13,9/28/2007,5.87,t124mw-13_9,1
T124MW-13,12/6/2007,5.89,t124mw-13_10,1
T124MW-13,3/19/2008,8.45,t124mw-13_11,1
T124MW-13,5/28/2008,6.84,t124mw-13_12,1
T124MW-13,9/3/2008,5.78,t124mw-13_13,1
T124MW-13,11/24/2008,6.35,t124mw-13_14,1
T124MW-13,3/5/2009,11.07,t124mw-13_15,1
T124MW-13,12/9/2009,7.74,t124mw-13_16,1
T124MW-13,8/3/2010,6.64,t124mw-13_17,1
T124MW-13,3/17/2011,11.78,t124mw-13_18,1
T124MW-13,9/30/2011,6.73,t124mw-13_19,1
T124MW-13,3/29/2012,12.71,t124mw-13_20,1
T124MW-13,9/5/2012,6.65,t124mw-13_21,1
T124MW-2,3/22/2002,9.88,t124mw-2_1,1
T124MW-2,6/25/2002,5.66,t124mw-2_2,1
T124MW-2,9/17/2002,4.42,t124mw-2_3,1
T124MW-2,12/18/2002,11.11,t124mw-2_4,1
T124MW-2,3/19/2003,9.66,t124mw-2_5,1
T124MW-2,6/25/2003,6.43,t124mw-2_6,1
T124MW-2,9/17/2003,5.02,t124mw-2_7,1
T124MW-2,12/30/2003,10.83,t124mw-2_8,1
T124MW-2,3/24/2004,8.99,t124mw-2_9,1
T124MW-2,6/29/2004,5.47,t124mw-2_10,1
T124MW-2,9/21/2004,4.8,t124mw-2_11,1
T124MW-2,12/27/2004,8.53,t124mw-2_12,1
T124MW-2,9/21/2005,3.11,t124mw-2_13,1
T124MW-2,2/15/2006,9.93,t124mw-2_14,1
T124MW-2,6/2/2006,9.18,t124mw-2_15,1
T124MW-2,9/25/2006,5.5,t124mw-2_16,1
T124MW-2,12/28/2006,9.59,t124mw-2_17,1
T124MW-2,3/1/2007,10.84,t124mw-2_18,1
T124MW-2,6/14/2007,6.69,t124mw-2_19,1
T124MW-2,9/28/2007,5.94,t124mw-2_20,1
T124MW-2,12/6/2007,4.5,t124mw-2_21,1
T124MW-2,3/19/2008,7.32,t124mw-2_22,1
T124MW-2,5/28/2008,6.2,t124mw-2_23,1
T124MW-2,9/3/2008,5.09,t124mw-2_24,1
T124MW-2,11/24/2008,4.92,t124mw-2_25,1
T124MW-2,3/5/2009,11.8,t124mw-2_26,1
T124MW-2,12/9/2009,6.1,t124mw-2_27,1
T124MW-2,8/3/2010,6.07,t124mw-2_28,1
T124MW-2,3/17/2011,12.45,t124mw-2_29,1
T124MW-2,3/29/2012,12.85,t124mw-2_30,1
T124MW-2,9/5/2012,5.99,t124mw-2_31,1
T132MW-1,11/19/2001,376.79,t132mw-1_1,1
T132MW-1,3/28/2002,379.24,t132mw-1_2,1
T140MW-3,3/23/2000,7.09,t140mw-3_1,0
T140MW-3,8/31/2000,3.57,t140mw-3_2,0
T140MW-3,3/2/2001,10.54,t140mw-3_3,0
T140MW-3,3/28/2002,11.74,t140mw-3_4,0
T140MW-3,6/29/2002,11.65,t140mw-3_5,0
T140MW-3,9/16/2002,6.02,t140mw-3_6,0
T140MW-3,3/24/2003,8.96,t140mw-3_7,0
T140MW-3,9/16/2003,6.36,t140mw-3_8,0
T140MW-3,9/1/2005,3.8,t140mw-3_9,0
T140MW-3,3/15/2006,10.86,t140mw-3_10,0
T140MW-3,9/6/2006,3.65,t140mw-3_11,0
T140MW-3,3/7/2007,7.54,t140mw-3_12,0
T140MW-3,9/10/2007,3.16,t140mw-3_13,0
T140MW-3,2/28/2008,9.87,t140mw-3_14,0
T140MW-3,9/17/2008,3.21,t140mw-3_15,0
T140MW-3,3/17/2009,8.57,t140mw-3_16,0
T140MW-3,9/1/2009,3.77,t140mw-3_17,0
T140MW-3,3/4/2010,11.26,t140mw-3_18,0
T140MW-3,9/28/2010,4,t140mw-3_19,0
T140MW-3,3/17/2011,10.79,t140mw-3_20,0
T140MW-3,9/16/2011,4.09,t140mw-3_21,0
T140MW-3,3/22/2012,10.39,t140mw-3_22,0
T140MW-8,11/30/2005,3.1,t140mw-8_1,0
T140MW-8,12/29/2005,3.6,t140mw-8_2,0
T140MW-8,3/15/2006,8.84,t140mw-8_3,0
T140MW-8,9/6/2006,3.75,t140mw-8_4,0
T140MW-8,3/7/2007,6.34,t140mw-8_5,0
T140MW-8,9/10/2007,2.6,t140mw-8_6,0
T140MW-8,2/28/2008,8.44,t140mw-8_7,0
T140MW-8,9/17/2008,2.81,t140mw-8_8,0
T140MW-8,3/17/2009,7.29,t140mw-8_9,0
T140MW-8,9/1/2009,3.32,t140mw-8_10,0
T140MW-8,3/4/2010,11.7,t140mw-8_11,0
T140MW-8,9/28/2010,3.54,t140mw-8_12,0
T140MW-8,3/17/2011,10.32,t140mw-8_13,0
T140MW-8,9/16/2011,3.94,t140mw-8_14,0
T140MW-8,3/22/2012,7.29,t140mw-8_15,0
T143MW-3,3/4/2002,271.76,t143mw-3_1,1
T143MW-3,6/7/2002,270.47,t143mw-3_2,1
T143MW-3,10/9/2002,267.31,t143mw-3_3,1
T143MW-3,1/24/2003,272.58,t143mw-3_4,1
T143MW-3,8/28/2003,268.99,t143mw-3_5,1
T143MW-3,11/11/2003,267.77,t143mw-3_6,1
T143MW-3,2/9/2004,273.84,t143mw-3_7,1
T143MW-3,5/25/2004,271.21,t143mw-3_8,1
T143MW-3,8/18/2004,269.63,t143mw-3_9,1
T143MW-3,11/16/2004,272.44,t143mw-3_10,1
T143MW-3,3/17/2005,273.41,t143mw-3_11,1
T143MW-3,6/6/2005,272.67,t143mw-3_12,1
T143MW-3,9/6/2005,269.85,t143mw-3_13,1
T143MW-3,12/9/2005,272.74,t143mw-3_14,1
T143MW-3,3/24/2006,274.22,t143mw-3_15,1
T143MW-3,6/13/2006,271.39,t143mw-3_16,1
T143MW-3,3/15/2007,273.48,t143mw-3_17,1
T143MW-3,11/20/2007,266.56,t143mw-3_18,1
T143MW-3,2/21/2008,272.85,t143mw-3_19,1
T143MW-3,5/19/2008,271.76,t143mw-3_20,1
T143MW-3,8/4/2008,268.25,t143mw-3_21,1
T143MW-3,3/18/2009,272.54,t143mw-3_22,1
T143MW-3,9/8/2009,265.39,t143mw-3_23,1
T153MW-2,2/22/2002,70.82,t153mw-2_1,1
T153MW-2,3/13/2003,70.07,t153mw-2_2,1
T153MW-2,2/25/2005,70.91,t153mw-2_3,1
T153MW-2,5/13/2005,69.1,t153mw-2_4,1
T153MW-2,8/11/2005,70.33,t153mw-2_5,1
T153MW-5,2/22/2002,71.09,t153mw-5_1,1
T153MW-5,3/13/2003,70.11,t153mw-5_2,1
T153MW-5,2/25/2005,70.93,t153mw-5_3,1
T153MW-5,5/13/2005,69.12,t153mw-5_4,1
T153MW-5,8/11/2005,70.36,t153mw-5_5,1
T164EX-1,10/16/2003,3.06,t164ex-1_1,1
T164EX-1,1/21/2004,6.95,t164ex-1_2,1
T164EX-1,4/12/2004,6.78,t164ex-1_3,1
T164EX-1,7/7/2004,6.31,t164ex-1_4,1
T164EX-1,10/18/2004,3.99,t164ex-1_5,1
T164EX-1,1/25/2005,8.02,t164ex-1_6,1
T164EX-1,4/6/2005,9.29,t164ex-1_7,1
T164EX-1,7/14/2005,5.72,t164ex-1_8,1
T164EX-1,4/11/2007,6.3,t164ex-1_9,1
T164EX-1,10/4/2007,2.78,t164ex-1_10,1
T164EX-1,1/17/2008,6.39,t164ex-1_11,1
T164EX-1,4/30/2008,4.65,t164ex-1_12,1
T164EX-1,7/10/2008,4.49,t164ex-1_13,1
T164EX-1,10/8/2008,0.51,t164ex-1_14,1
T164EX-1,1/26/2009,5.75,t164ex-1_15,1
T164EX-1,5/6/2010,8.04,t164ex-1_16,1
T164EX-1,1/5/2011,9.94,t164ex-1_17,1
T164EX-1,8/3/2011,6.39,t164ex-1_18,1
T164EX-1,1/24/2012,7.34,t164ex-1_19,1
T164EX-1,5/16/2012,7.79,t164ex-1_20,1
T164EX-1,7/27/2012,7.74,t164ex-1_21,1
T164EX-1,11/7/2012,5.41,t164ex-1_22,1
T164MW-1,7/22/2003,5.14,t164mw-1_1,1
T164MW-1,10/16/2003,4.05,t164mw-1_2,1
T164MW-1,1/21/2004,7.12,t164mw-1_3,1
T164MW-1,4/12/2004,5.26,t164mw-1_4,1
T164MW-1,7/7/2004,4.82,t164mw-1_5,1
T164MW-1,10/18/2004,3.61,t164mw-1_6,1
T164MW-1,1/25/2005,7.53,t164mw-1_7,1
T164MW-1,4/6/2005,8.95,t164mw-1_8,1
T164MW-1,7/14/2005,5.46,t164mw-1_9,1
T164MW-1,10/26/2005,3.91,t164mw-1_10,1
T164MW-1,1/24/2006,9.08,t164mw-1_11,1
T164MW-1,4/6/2006,9.88,t164mw-1_12,1
T164MW-1,7/31/2006,4.56,t164mw-1_13,1
T164MW-1,10/16/2006,4.56,t164mw-1_14,1
T164MW-1,1/22/2007,3.88,t164mw-1_15,1
T164MW-1,4/11/2007,5.41,t164mw-1_16,1
T164MW-1,7/9/2007,4.04,t164mw-1_17,1
T164MW-1,10/4/2007,3.23,t164mw-1_18,1
T164MW-1,1/17/2008,6.62,t164mw-1_19,1
T164MW-1,4/30/2008,5,t164mw-1_20,1
T164MW-1,7/10/2008,3.93,t164mw-1_21,1
T164MW-1,10/8/2008,2.86,t164mw-1_22,1
T164MW-1,1/26/2009,4.93,t164mw-1_23,1
T164MW-1,5/6/2010,7.21,t164mw-1_24,1
T164MW-1,1/5/2011,9.04,t164mw-1_25,1
T164MW-1,8/3/2011,5.61,t164mw-1_26,1
T164MW-1,1/24/2012,6.53,t164mw-1_27,1
T164MW-1,5/16/2012,7.02,t164mw-1_28,1
T164MW-1,7/27/2012,6.98,t164mw-1_29,1
T164MW-1,11/7/2012,4.58,t164mw-1_30,1
T164MW-4,7/22/2003,5.05,t164mw-4_1,1
T164MW-4,10/16/2003,4.04,t164mw-4_2,1
T164MW-4,1/21/2004,7.11,t164mw-4_3,1
T164MW-4,4/12/2004,6.42,t164mw-4_4,1
T164MW-4,7/7/2004,5.99,t164mw-4_5,1
T164MW-4,10/18/2004,3.63,t164mw-4_6,1
T164MW-4,1/25/2005,7.66,t164mw-4_7,1
T164MW-4,4/6/2005,8.93,t164mw-4_8,1
T164MW-4,7/14/2005,5.41,t164mw-4_9,1
T164MW-4,10/26/2005,3.98,t164mw-4_10,1
T164MW-4,1/24/2006,9.83,t164mw-4_11,1
T164MW-4,4/6/2006,10.78,t164mw-4_12,1
T164MW-4,7/31/2006,5.24,t164mw-4_13,1
T164MW-4,10/16/2006,5.24,t164mw-4_14,1
T164MW-4,1/22/2007,4.58,t164mw-4_15,1
T164MW-4,4/11/2007,5.46,t164mw-4_16,1
T164MW-4,7/9/2007,4.27,t164mw-4_17,1
T164MW-4,10/4/2007,3.52,t164mw-4_18,1
T164MW-4,1/17/2008,6.78,t164mw-4_19,1
T164MW-4,4/30/2008,5.13,t164mw-4_20,1
T164MW-4,7/10/2008,4.03,t164mw-4_21,1
T164MW-4,10/8/2008,3.13,t164mw-4_22,1
T164MW-4,1/26/2009,4.93,t164mw-4_23,1
T164MW-4,5/6/2010,8.3,t164mw-4_24,1
T164MW-4,1/5/2011,9.32,t164mw-4_25,1
T164MW-4,8/3/2011,5.53,t164mw-4_26,1
T164MW-4,1/24/2012,6.37,t164mw-4_27,1
T164MW-4,5/16/2012,6.91,t164mw-4_28,1
T164MW-4,7/27/2012,6.84,t164mw-4_29,1
T164MW-4,11/7/2012,4.53,t164mw-4_30,1
T166MW-3,3/16/2004,47.9,t166mw-3_1,1
T166MW-3,1/31/2006,45.2,t166mw-3_2,1
T166MW-3,3/22/2007,46.04,t166mw-3_3,1
T166MW-3,3/19/2008,45.72,t166mw-3_4,1
T168MW-6,6/27/1998,233.14,t168mw-6_1,1
T168MW-6,2/28/2002,233.56,t168mw-6_2,1
T168MW-6,9/25/2002,232.88,t168mw-6_3,1
T168MW-6,12/20/2002,235.05,t168mw-6_4,1
T168MW-6,3/10/2003,233.35,t168mw-6_5,1
T168MW-6,6/24/2003,233.04,t168mw-6_6,1
T168MW-6,9/23/2003,232.62,t168mw-6_7,1
T168MW-6,12/18/2003,233.43,t168mw-6_8,1
T168MW-6,3/26/2004,233.81,t168mw-6_9,1
T168MW-6,6/22/2004,233.17,t168mw-6_10,1
T168MW-6,9/10/2004,232.45,t168mw-6_11,1
T168MW-6,12/29/2004,234.65,t168mw-6_12,1
T168MW-6,2/28/2005,232.64,t168mw-6_13,1
T168MW-6,6/2/2005,233.34,t168mw-6_14,1
T168MW-6,8/31/2005,233.01,t168mw-6_15,1
T168MW-6,12/15/2005,233.55,t168mw-6_16,1
T168MW-6,3/9/2006,234.09,t168mw-6_17,1
T168MW-6,6/21/2006,233.26,t168mw-6_18,1
T168MW-6,9/8/2006,231.12,t168mw-6_19,1
T168MW-6,12/22/2006,233.71,t168mw-6_20,1
T168MW-6,5/17/2007,233.29,t168mw-6_21,1
T168MW-6,9/14/2007,233.13,t168mw-6_22,1
T168MW-6,12/29/2008,233.62,t168mw-6_23,1
T168MW-6,3/13/2009,233.59,t168mw-6_24,1
T168MW-6,6/17/2009,233.43,t168mw-6_25,1
T168MW-6,9/15/2009,232.8,t168mw-6_26,1
T168MW-6,12/2/2009,233.4,t168mw-6_27,1
T168MW-6,3/15/2010,233.66,t168mw-6_28,1
T168MW-6,6/1/2010,233.5,t168mw-6_29,1
T168MW-6,9/13/2010,232.95,t168mw-6_30,1
T168MW-6,12/3/2010,233.64,t168mw-6_31,1
T168MW-6,3/9/2011,233.66,t168mw-6_32,1
T168MW-6,6/6/2011,233.73,t168mw-6_33,1
T168MW-6,8/30/2011,233.05,t168mw-6_34,1
T168MW-6,12/7/2011,233.38,t168mw-6_35,1
T168MW-6,3/1/2012,233.86,t168mw-6_36,1
T168MW-6,6/29/2012,233.19,t168mw-6_37,1
T168MW-6,9/17/2012,232.46,t168mw-6_38,1
T168MW-6,12/5/2012,234.43,t168mw-6_39,1
T168MW-6,3/7/2013,233.58,t168mw-6_40,1
T168MW-6,6/18/2013,233.03,t168mw-6_41,1
T190MW-8,3/4/2002,248.14,t190mw-8_1,1
T190MW-8,3/19/2003,248.7,t190mw-8_2,1
T190MW-8,9/9/2003,248.19,t190mw-8_3,1
T190MW-8,3/9/2004,248.54,t190mw-8_4,1
T190MW-8,9/8/2004,247.59,t190mw-8_5,1
T190MW-8,3/24/2005,249.63,t190mw-8_6,1
T190MW-8,9/23/2005,247.13,t190mw-8_7,1
T190MW-8,3/16/2006,249.57,t190mw-8_8,1
T190MW-8,3/14/2007,247.99,t190mw-8_9,1
T190MW-8,9/13/2007,246.78,t190mw-8_10,1
T190MW-8,3/13/2008,247.97,t190mw-8_11,1
T190MW-8,9/24/2008,246.41,t190mw-8_12,1
T190MW-8,3/3/2009,250.36,t190mw-8_13,1
T190MW-8,9/21/2009,246.33,t190mw-8_14,1
T190MW-8,3/2/2010,249.53,t190mw-8_15,1
T190MW-8,3/1/2011,249.03,t190mw-8_16,1
T190MW-8,9/13/2011,247.76,t190mw-8_17,1
T196MW-2,5/23/2007,343.34,t196mw-2_1,1
T196MW-2,9/5/2007,342.03,t196mw-2_2,1
T196MW-2,11/21/2007,342.42,t196mw-2_3,1
T196MW-2,3/14/2008,342.6,t196mw-2_4,1
T196MW-2,6/12/2008,342.55,t196mw-2_5,1
T196MW-2,9/25/2008,342.45,t196mw-2_6,1
T196MW-2,12/11/2008,343.71,t196mw-2_7,1
T196MW-2,3/26/2010,345.39,t196mw-2_8,1
T196MW-2,7/28/2010,343.13,t196mw-2_9,1
T196MW-2,10/14/2010,341.27,t196mw-2_10,1
T196MW-3,5/23/2007,343.24,t196mw-3_1,1
T196MW-3,9/5/2007,342.17,t196mw-3_2,1
T196MW-3,11/21/2007,342.58,t196mw-3_3,1
T196MW-3,3/14/2008,342.67,t196mw-3_4,1
T196MW-3,6/12/2008,342.64,t196mw-3_5,1
T196MW-3,9/25/2008,342.46,t196mw-3_6,1
T196MW-3,12/11/2008,344.06,t196mw-3_7,1
T196MW-3,3/26/2010,345.2,t196mw-3_8,1
T196MW-3,7/28/2010,343,t196mw-3_9,1
T196MW-3,10/14/2010,323.16,t196mw-3_10,0
T205MW-8,2/4/2005,54.29,t205mw-8_1,1
T205MW-8,6/24/2005,53.69,t205mw-8_2,1
T205MW-8,9/12/2005,52.59,t205mw-8_3,1
T224MW-6,11/14/2003,53.98,t224mw-6_1,1
T224MW-6,2/12/2004,54.73,t224mw-6_2,1
T224MW-6,5/12/2004,52.28,t224mw-6_3,1
T224MW-6,8/31/2004,51.16,t224mw-6_4,1
T224MW-6,11/29/2004,53.93,t224mw-6_5,1
T241MW-3,11/13/2002,46.08,t241mw-3_1,1
T241MW-3,4/30/2003,46.42,t241mw-3_2,1
T241MW-3,9/8/2003,45.52,t241mw-3_3,1
T241MW-3,11/10/2003,45.92,t241mw-3_4,1
T241MW-3,3/2/2004,46.87,t241mw-3_5,1
T241MW-3,5/6/2004,45.99,t241mw-3_6,1
T241MW-3,7/7/2004,45.87,t241mw-3_7,1
T241MW-3,10/27/2004,46.25,t241mw-3_8,1
T241MW-3,5/11/2005,46.57,t241mw-3_9,1
T241MW-3,8/24/2005,46.47,t241mw-3_10,1
T244MW10D,1/16/2002,36.9,t244mw10d_1,1
T244MW10D,4/17/2002,36.9,t244mw10d_2,1
T244MW10D,7/15/2002,34.26,t244mw10d_3,1
T244MW10D,11/1/2002,29.11,t244mw10d_4,1
T244MW10D,1/31/2003,35.55,t244mw10d_5,1
T244MW10D,4/16/2003,35.65,t244mw10d_6,1
T244MW10D,7/16/2003,31.13,t244mw10d_7,1
T244MW10D,10/27/2003,29.45,t244mw10d_8,1
