SITENO,SITENAME,CATEGORY,AGENCY,x,y,MFName,SITEURL
11458000,NAPA R NR NAPA CA,ST,USGS,6474715.3,1896061.3,NapaR_Napa,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11458000
