LSCE_ID,WellIndex,LogIndex,X,Y,Elevation,TopInt,BotInt,Coarse,ZoneLayer1,ZoneLayer2,ZoneLayer3,ZoneLayer4,ZoneLayer5,ZoneLayer6,ZoneLayer7,ZoneLayer8,ZoneLayer9,ZoneLayer10
LSCE_10001,1,1,6441150.475,1942144.723,197.1132965,0,25,0,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,1,6437879.545,1940260.137,181.001358,0,4,0,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,2,6437879.545,1940260.137,181.001358,4,17,0,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,3,6437879.545,1940260.137,181.001358,17,20,1,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,4,6437879.545,1940260.137,181.001358,20,51,0,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,5,6437879.545,1940260.137,181.001358,51,105,1,1,1,1,1,1,1,1,1,1,1
LSCE_10002,2,6,6437879.545,1940260.137,181.001358,105,115,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,1,6439303.257,1940865.958,177.3779449,0,31,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,2,6439303.257,1940865.958,177.3779449,31,43,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,3,6439303.257,1940865.958,177.3779449,43,64,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,4,6439303.257,1940865.958,177.3779449,64,69,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,5,6439303.257,1940865.958,177.3779449,69,74,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,6,6439303.257,1940865.958,177.3779449,74,81,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,7,6439303.257,1940865.958,177.3779449,81,86,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,8,6439303.257,1940865.958,177.3779449,86,89,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,9,6439303.257,1940865.958,177.3779449,89,116,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,10,6439303.257,1940865.958,177.3779449,116,127,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,11,6439303.257,1940865.958,177.3779449,127,132,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,12,6439303.257,1940865.958,177.3779449,132,178,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,13,6439303.257,1940865.958,177.3779449,178,191,0,1,1,1,1,1,1,1,1,1,1
LSCE_10003,3,14,6439303.257,1940865.958,177.3779449,191,223,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,1,6438951.686,1939816.579,179.7435913,0,30,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,2,6438951.686,1939816.579,179.7435913,30,50,1,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,3,6438951.686,1939816.579,179.7435913,50,58,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,4,6438951.686,1939816.579,179.7435913,58,80,1,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,5,6438951.686,1939816.579,179.7435913,80,96,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,6,6438951.686,1939816.579,179.7435913,96,103,1,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,7,6438951.686,1939816.579,179.7435913,103,115,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,8,6438951.686,1939816.579,179.7435913,115,130,1,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,9,6438951.686,1939816.579,179.7435913,130,135,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,10,6438951.686,1939816.579,179.7435913,135,200,1,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,11,6438951.686,1939816.579,179.7435913,200,205,0,1,1,1,1,1,1,1,1,1,1
LSCE_10004,4,12,6438951.686,1939816.579,179.7435913,205,207,1,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,1,6439344.076,1940598.819,176.4858246,0,17,0,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,2,6439344.076,1940598.819,176.4858246,17,21,0,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,3,6439344.076,1940598.819,176.4858246,21,34,1,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,4,6439344.076,1940598.819,176.4858246,34,40,0,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,5,6439344.076,1940598.819,176.4858246,40,79,1,1,1,1,1,1,1,1,1,1,1
LSCE_10005,5,6,6439344.076,1940598.819,176.4858246,79,104,1,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,1,6434023.422,1936529.133,194.4081879,0,5,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,2,6434023.422,1936529.133,194.4081879,5,15,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,3,6434023.422,1936529.133,194.4081879,15,18,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,4,6434023.422,1936529.133,194.4081879,18,27,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,5,6434023.422,1936529.133,194.4081879,27,38,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,6,6434023.422,1936529.133,194.4081879,38,42,1,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,7,6434023.422,1936529.133,194.4081879,42,82,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,8,6434023.422,1936529.133,194.4081879,82,89,1,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,9,6434023.422,1936529.133,194.4081879,89,365,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,10,6434023.422,1936529.133,194.4081879,365,570,0,1,1,1,1,1,1,1,1,1,1
LSCE_10006,6,11,6434023.422,1936529.133,194.4081879,570,600,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,1,6436939.195,1940304.325,185.0997314,0,17,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,2,6436939.195,1940304.325,185.0997314,17,26,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,3,6436939.195,1940304.325,185.0997314,26,44,1,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,4,6436939.195,1940304.325,185.0997314,44,54,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,5,6436939.195,1940304.325,185.0997314,54,76,1,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,6,6436939.195,1940304.325,185.0997314,76,93,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,7,6436939.195,1940304.325,185.0997314,93,127,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,8,6436939.195,1940304.325,185.0997314,127,139,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,9,6436939.195,1940304.325,185.0997314,139,173,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,10,6436939.195,1940304.325,185.0997314,173,200,1,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,11,6436939.195,1940304.325,185.0997314,200,208,0,1,1,1,1,1,1,1,1,1,1
LSCE_10007,7,12,6436939.195,1940304.325,185.0997314,208,278,0,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,1,6436665.077,1939728.045,189.8227844,0,10,0,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,2,6436665.077,1939728.045,189.8227844,10,22,1,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,3,6436665.077,1939728.045,189.8227844,22,30,0,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,4,6436665.077,1939728.045,189.8227844,30,35,1,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,5,6436665.077,1939728.045,189.8227844,35,45,1,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,6,6436665.077,1939728.045,189.8227844,45,115,0,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,7,6436665.077,1939728.045,189.8227844,115,122,1,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,8,6436665.077,1939728.045,189.8227844,122,215,0,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,9,6436665.077,1939728.045,189.8227844,215,290,1,1,1,1,1,1,1,1,1,1,1
LSCE_10008,8,10,6436665.077,1939728.045,189.8227844,290,300,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,1,6438193.443,1938671.167,180.4261475,0,4,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,2,6438193.443,1938671.167,180.4261475,4,26,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,3,6438193.443,1938671.167,180.4261475,26,38,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,4,6438193.443,1938671.167,180.4261475,38,60,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,5,6438193.443,1938671.167,180.4261475,60,62,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,6,6438193.443,1938671.167,180.4261475,62,68,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,7,6438193.443,1938671.167,180.4261475,68,70,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,8,6438193.443,1938671.167,180.4261475,70,79,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,9,6438193.443,1938671.167,180.4261475,79,90,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,10,6438193.443,1938671.167,180.4261475,90,110,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,11,6438193.443,1938671.167,180.4261475,110,118,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,12,6438193.443,1938671.167,180.4261475,118,128,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,13,6438193.443,1938671.167,180.4261475,128,130,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,14,6438193.443,1938671.167,180.4261475,130,139,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,15,6438193.443,1938671.167,180.4261475,139,142,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,16,6438193.443,1938671.167,180.4261475,142,150,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,17,6438193.443,1938671.167,180.4261475,150,155,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,18,6438193.443,1938671.167,180.4261475,155,156,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,19,6438193.443,1938671.167,180.4261475,156,185,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,20,6438193.443,1938671.167,180.4261475,185,194,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,21,6438193.443,1938671.167,180.4261475,194,197,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,22,6438193.443,1938671.167,180.4261475,197,203,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,23,6438193.443,1938671.167,180.4261475,203,205,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,24,6438193.443,1938671.167,180.4261475,205,207,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,25,6438193.443,1938671.167,180.4261475,207,210,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,26,6438193.443,1938671.167,180.4261475,210,219,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,27,6438193.443,1938671.167,180.4261475,219,226,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,28,6438193.443,1938671.167,180.4261475,226,248,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,29,6438193.443,1938671.167,180.4261475,248,254,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,30,6438193.443,1938671.167,180.4261475,254,263,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,31,6438193.443,1938671.167,180.4261475,263,266,0,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,32,6438193.443,1938671.167,180.4261475,266,286,1,1,1,1,1,1,1,1,1,1,1
LSCE_10009,9,33,6438193.443,1938671.167,180.4261475,286,300,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,1,6436285.161,1938643.148,193.0991821,0,10,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,2,6436285.161,1938643.148,193.0991821,10,23,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,3,6436285.161,1938643.148,193.0991821,23,30,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,4,6436285.161,1938643.148,193.0991821,30,38,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,5,6436285.161,1938643.148,193.0991821,38,63,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,6,6436285.161,1938643.148,193.0991821,63,81,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,7,6436285.161,1938643.148,193.0991821,81,88,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,8,6436285.161,1938643.148,193.0991821,88,102,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,9,6436285.161,1938643.148,193.0991821,102,134,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,10,6436285.161,1938643.148,193.0991821,134,146,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,11,6436285.161,1938643.148,193.0991821,146,185,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,12,6436285.161,1938643.148,193.0991821,185,238,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,13,6436285.161,1938643.148,193.0991821,238,246,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,14,6436285.161,1938643.148,193.0991821,246,274,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,15,6436285.161,1938643.148,193.0991821,274,328,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,16,6436285.161,1938643.148,193.0991821,328,338,0,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,17,6436285.161,1938643.148,193.0991821,338,364,1,1,1,1,1,1,1,1,1,1,1
LSCE_10010,10,18,6436285.161,1938643.148,193.0991821,364,381,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,1,6437368.207,1938496.647,186.0870819,0,4,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,2,6437368.207,1938496.647,186.0870819,4,27,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,3,6437368.207,1938496.647,186.0870819,27,38,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,4,6437368.207,1938496.647,186.0870819,38,83,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,5,6437368.207,1938496.647,186.0870819,83,92,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,6,6437368.207,1938496.647,186.0870819,92,96,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,7,6437368.207,1938496.647,186.0870819,96,118,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,8,6437368.207,1938496.647,186.0870819,118,139,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,9,6437368.207,1938496.647,186.0870819,139,143,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,10,6437368.207,1938496.647,186.0870819,143,183,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,11,6437368.207,1938496.647,186.0870819,183,225,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,12,6437368.207,1938496.647,186.0870819,225,252,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,13,6437368.207,1938496.647,186.0870819,252,332,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,14,6437368.207,1938496.647,186.0870819,332,351,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,15,6437368.207,1938496.647,186.0870819,351,387,1,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,16,6437368.207,1938496.647,186.0870819,387,398,0,1,1,1,1,1,1,1,1,1,1
LSCE_10011,11,17,6437368.207,1938496.647,186.0870819,398,410,0,1,1,1,1,1,1,1,1,1,1
LSCE_10012,12,1,6434469.844,1936963.603,193.9873962,0,142,0,1,1,1,1,1,1,1,1,1,1
LSCE_10012,12,2,6434469.844,1936963.603,193.9873962,142,149,0,1,1,1,1,1,1,1,1,1,1
LSCE_10012,12,3,6434469.844,1936963.603,193.9873962,149,261,0,1,1,1,1,1,1,1,1,1,1
LSCE_10012,12,4,6434469.844,1936963.603,193.9873962,261,280,0,1,1,1,1,1,1,1,1,1,1
LSCE_10012,12,5,6434469.844,1936963.603,193.9873962,280,312,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,1,6435639.687,1937406.949,194.3580322,0,25,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,2,6435639.687,1937406.949,194.3580322,25,60,1,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,3,6435639.687,1937406.949,194.3580322,60,150,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,4,6435639.687,1937406.949,194.3580322,150,170,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,5,6435639.687,1937406.949,194.3580322,170,175,1,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,6,6435639.687,1937406.949,194.3580322,175,205,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,7,6435639.687,1937406.949,194.3580322,205,210,1,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,8,6435639.687,1937406.949,194.3580322,210,250,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,9,6435639.687,1937406.949,194.3580322,250,255,1,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,10,6435639.687,1937406.949,194.3580322,255,305,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,11,6435639.687,1937406.949,194.3580322,305,340,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,12,6435639.687,1937406.949,194.3580322,340,345,0,1,1,1,1,1,1,1,1,1,1
LSCE_10013,13,13,6435639.687,1937406.949,194.3580322,345,445,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,1,6436833.517,1937548.323,185.9698029,0,6,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,2,6436833.517,1937548.323,185.9698029,6,14,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,3,6436833.517,1937548.323,185.9698029,14,28,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,4,6436833.517,1937548.323,185.9698029,28,32,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,5,6436833.517,1937548.323,185.9698029,32,67,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,6,6436833.517,1937548.323,185.9698029,67,74,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,7,6436833.517,1937548.323,185.9698029,74,103,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,8,6436833.517,1937548.323,185.9698029,103,134,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,9,6436833.517,1937548.323,185.9698029,134,158,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,10,6436833.517,1937548.323,185.9698029,158,172,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,11,6436833.517,1937548.323,185.9698029,172,186,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,12,6436833.517,1937548.323,185.9698029,186,223,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,13,6436833.517,1937548.323,185.9698029,223,257,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,14,6436833.517,1937548.323,185.9698029,257,265,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,15,6436833.517,1937548.323,185.9698029,265,282,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,16,6436833.517,1937548.323,185.9698029,282,334,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,17,6436833.517,1937548.323,185.9698029,334,358,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,18,6436833.517,1937548.323,185.9698029,358,392,1,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,19,6436833.517,1937548.323,185.9698029,392,418,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,20,6436833.517,1937548.323,185.9698029,418,454,0,1,1,1,1,1,1,1,1,1,1
LSCE_10014,14,21,6436833.517,1937548.323,185.9698029,454,483,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,1,6436692.251,1937877.131,188.3741608,0,9,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,2,6436692.251,1937877.131,188.3741608,9,13,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,3,6436692.251,1937877.131,188.3741608,13,29,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,4,6436692.251,1937877.131,188.3741608,29,34,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,5,6436692.251,1937877.131,188.3741608,34,48,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,6,6436692.251,1937877.131,188.3741608,48,53,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,7,6436692.251,1937877.131,188.3741608,53,90,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,8,6436692.251,1937877.131,188.3741608,90,105,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,9,6436692.251,1937877.131,188.3741608,105,113,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,10,6436692.251,1937877.131,188.3741608,113,121,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,11,6436692.251,1937877.131,188.3741608,121,125,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,12,6436692.251,1937877.131,188.3741608,125,129,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,13,6436692.251,1937877.131,188.3741608,129,133,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,14,6436692.251,1937877.131,188.3741608,133,161,0,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,15,6436692.251,1937877.131,188.3741608,161,250,1,1,1,1,1,1,1,1,1,1,1
LSCE_10015,15,16,6436692.251,1937877.131,188.3741608,250,265,0,1,1,1,1,1,1,1,1,1,1
LSCE_10016,16,1,6433300.089,1935675.766,199.1668854,0,6,0,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,1,6432586.03,1935200.761,202.2277069,0,6,0,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,2,6432586.03,1935200.761,202.2277069,6,15,1,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,3,6432586.03,1935200.761,202.2277069,15,22,0,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,4,6432586.03,1935200.761,202.2277069,22,35,0,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,5,6432586.03,1935200.761,202.2277069,35,72,1,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,6,6432586.03,1935200.761,202.2277069,72,80,0,1,1,1,1,1,1,1,1,1,1
LSCE_10017,17,7,6432586.03,1935200.761,202.2277069,80,95,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,1,6436870.532,1936611.828,181.8916779,0,8,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,2,6436870.532,1936611.828,181.8916779,8,55,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,3,6436870.532,1936611.828,181.8916779,55,88,1,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,4,6436870.532,1936611.828,181.8916779,88,130,1,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,5,6436870.532,1936611.828,181.8916779,130,152,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,6,6436870.532,1936611.828,181.8916779,152,190,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,7,6436870.532,1936611.828,181.8916779,190,230,1,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,8,6436870.532,1936611.828,181.8916779,230,290,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,9,6436870.532,1936611.828,181.8916779,290,445,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,10,6436870.532,1936611.828,181.8916779,445,475,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,11,6436870.532,1936611.828,181.8916779,475,520,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,12,6436870.532,1936611.828,181.8916779,520,565,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,13,6436870.532,1936611.828,181.8916779,565,585,0,1,1,1,1,1,1,1,1,1,1
LSCE_10018,18,14,6436870.532,1936611.828,181.8916779,585,610,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,1,6433487.493,1936756.833,196.6424866,0,13,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,2,6433487.493,1936756.833,196.6424866,13,21,1,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,3,6433487.493,1936756.833,196.6424866,21,32,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,4,6433487.493,1936756.833,196.6424866,32,35,1,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,5,6433487.493,1936756.833,196.6424866,35,45,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,6,6433487.493,1936756.833,196.6424866,45,49,1,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,7,6433487.493,1936756.833,196.6424866,49,82,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,8,6433487.493,1936756.833,196.6424866,82,87,1,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,9,6433487.493,1936756.833,196.6424866,87,121,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,10,6433487.493,1936756.833,196.6424866,121,126,1,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,11,6433487.493,1936756.833,196.6424866,126,360,0,1,1,1,1,1,1,1,1,1,1
LSCE_10019,19,12,6433487.493,1936756.833,196.6424866,360,490,1,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,1,6433829.369,1935488.883,194.2892609,0,7,0,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,2,6433829.369,1935488.883,194.2892609,7,15,1,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,3,6433829.369,1935488.883,194.2892609,15,40,0,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,4,6433829.369,1935488.883,194.2892609,40,50,1,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,5,6433829.369,1935488.883,194.2892609,50,130,0,1,1,1,1,1,1,1,1,1,1
LSCE_10020,20,6,6433829.369,1935488.883,194.2892609,130,240,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,1,6438175.922,1942577.487,186.760025,0,4,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,2,6438175.922,1942577.487,186.760025,4,21,1,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,3,6438175.922,1942577.487,186.760025,21,60,1,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,4,6438175.922,1942577.487,186.760025,60,83,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,5,6438175.922,1942577.487,186.760025,83,91,1,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,6,6438175.922,1942577.487,186.760025,91,141,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,7,6438175.922,1942577.487,186.760025,141,153,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,8,6438175.922,1942577.487,186.760025,153,187,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,9,6438175.922,1942577.487,186.760025,187,199,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,10,6438175.922,1942577.487,186.760025,199,265,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,11,6438175.922,1942577.487,186.760025,265,341,0,1,1,1,1,1,1,1,1,1,1
LSCE_10021,21,12,6438175.922,1942577.487,186.760025,341,359,1,1,1,1,1,1,1,1,1,1,1
